node_1,node_2,edge
object detection,computer vision field,Object detection is a fundamental task within the broader context of computer vision.
computer vision field,video surveillance,Video surveillance is an application where computer vision techniques
computer vision field,autonomous driving,Autonomous driving relies on computer vision for tasks such as object detection to function.
computer vision field,robot navigation,Robot navigation also employs computer vision
video object detection (vod),object detection for video data,VOD is a specialized approach to address challenges in object detection for videos due to motion and occlusion.
temporal information,vod models,VOD models leverage temporal information to enhance object detection performance.
optical flow,feature aggregation,Some VOD methods use optical flow to aggregate features from neighboring frames.
lstm (long short-term memory),feature aggregation,Other VOD methods utilize LSTM for capturing temporal dependencies.
detr (detractor),standard object detection,DETR is a popular single-image object detection model
detr-based video object detection,cetr (proposed framework),CETR is a proposed framework that improves upon DETR for video object detection without heavy components.
short-term frames,long-range temporal dependency,These methods primarily focus on short-term frames
attention-based approaches,randomly sampled images,Attention-based methods use memory structures to aggregate features
transformer-based models,image object detection,Transformer models
transformer-based models,video domain,Researchers are extending Transformer models to the video domain to address limitations of existing methods.
video domain,real-time operational demands,The need for real-time processing is crucial in various systems
existing methods,auxiliary networks,Methods like DETR heavily rely on auxiliary networks
existing methods,multiple sequential frames,These methods require multiple sequential frames
efficient and streamlined approaches,real-time requirements,There is a need for more efficient methods that can meet the real-time demands without compromising performance.
context enhanced transformer (cetr),transformer-based detectors,CETR is based on DETR
transformer framework,attention mechanism,CETR incorporates temporal information through the attention modules within the Transformer framework.
context memory module (cmm),class-wise feature representations,CMM stores and updates feature representations non-parametrically
cmm,prototypes (for each class),CMM represents each class as a set of prototypes to handle intra-class variations.
score-based sampling methodology,current input,This method uses encoded memory features to make predictions
adaptive memory updating technique,test domain,different camera settings
single image object detection,real-time requirements,CETR aims to meet the real-time demands for practical applications.
efficient and streamlined approaches,practical applications,The proposed method addresses the need for efficient solutions in practical scenarios.
adaptive memory updating technique,test domain,The technique is tailored for the test domain
online updating strategy,class-wise distribution of the test domain,This strategy is aligned with the distribution of classes in the test domain
weighted sum of target and source domain memories,adaptation toward test data distribution,The strategy uses a combination of memories to adapt to the test data's characteristics while preserving relevant information.
citycam dataset,real traffic video data,Experiments are conducted on CityCam
imagenet vid,state-of-the-art video object detectors,Comparison is made with ImageNet VID to showcase the accuracy
proposed method,video object detectors,The proposed method aims to achieve competitive performance with existing video object detectors.
cnn-based object detectors,two-stage and one-stage detectors,Object detection techniques are categorized into two-stage (e.g.
two-stage detectors,coarse object proposals,Two-stage detectors involve generating initial proposals before classification and refinement.
one-stage detectors,direct object prediction,One-stage detectors skip proposal generation and directly predict objects from the input image.
girshick (2015),two-stage detectors,Girshick's work represents a significant contribution to the development of two-stage object detectors.
ren et al. (2015),two-stage detectors,This reference contributes to the two-stage detector pipeline as well.
dai et al. (2016),two-stage detectors,Their work also falls under the category of two-stage object detectors.
detr,transformer-based object detector,DETR is a prominent example of a Transformer-based object detector.
one-stage detectors,coarse object proposals,One-stage detectors predict object locations and categories without using separate proposal generation.
detr,efficient design,DETR's design is considered inefficient
follow-up works on detr,efficiency,These works aim to address the efficiency issues of DETR's design.
video object detection (vod),challenging cases,VOD tackles motion blur and occlusion
fgfa,optical flow,FGFA uses optical flow from FlowNet to improve performance across video frames.
manet,optical flow,Similar to FGFA
thp,optical flow,THP employs optical flow for enhanced detection in videos.
tpn,lstm,TPN exploits LSTM for temporal information in video object detection.
tcnn,lstm,TCNN also utilizes LSTM to leverage temporal context.
temporal pyramid networks (tpn),lstm,TPN uses LSTM to create temporal coherence between bounding boxes.
temporal convolutional neural networks (tcnn),lstm,TCNN also employs LSTM for constructing temporal coherence.
self-attention mechanism,selsa,SELSA is an example that utilizes this mechanism for global temporal cues.
