node_1,node_2,edge
e-commerce,digital advertising,Digital advertising has replaced traditional advertising in the context of e-commerce.
second-price auctions,first-price auctions,There has been a shift from second-price to first-price auctions in the digital advertising industry.
bidding,private value,Bidding one's private value truthfully is not optimal in first-price auctions.
bidder,maximum bid,Other bidders' maximum bid is uncertain and can be adversarial over time.
hint,machine learning model,Hints for predicting other bidders' maximum bid are generated by a blackbox machine learning model.
point-prediction,hint interval,Two types of hints considered are point-predictions and intervals representing a confidence region.
regret bounds,minimax near-optimal,Regret bounds for both types of hints are established
sparsity,others' maximum bid,Improved regret bounds are provided when others' maximum bid exhibits sparsity.
e-commerce,digital advertising,e-commerce has led to the growth of digital advertising
digital advertising,us businesses,US businesses spent over 129 billion dollars on digital advertising in 2019
2019,traditional advertising channels,in 2019
online ads auctions,digital advertising revenue,online ads auctions generate revenue for digital advertising
second-price auctions,first-price auctions,shift from second-price to first-price auctions in display ads
first-price auctions,54% of the digital advertising market share,first-price auctions currently hold 54% market share
larger revenue,shift to first-price auctions,larger revenue is one reason for the shift to first-price auctions
last-look advantage,shift to first-price auctions,elimination of last-look advantage is another reason for the shift
second-price auctions,ad exchange,In second-price auctions
ad exchange,first-price auctions,Several ad exchanges
google ad manager,first-price auctions,Google Ad Manager also moved to first-price auctions by the end of 2019.
google ad manager,minimum-bid-to-win,In Google Ad Manager's first-price platform
bidders,binary feedback,In many ad exchanges
repeated online first-price auctions,bidder,The focus is on how a bidder should adaptively bid in repeated online first-price auctions for maximum payoffs.
truthful bidding strategy,private value,Before the shift to first-price auctions
truthful property,first-price auctions,The truthful property does not hold in first-price auctions
online decision-making approach,bidder,The online decision-making approach involves a bidder deciding the bid amount at each auction.
bidder,amount bt,A bidder decides the amount bt to bid based on a given valuation vt.
valuation vt,maximum bid mt,The bidder's valuation vt is compared to the maximum bid mt of others.
maximum bid mt,distribution,mt can be either independently and identically distributed (iid) from a distribution or fully adversarial.
[bgm+19],binary feedback setting,[BGM+19] studied the binary feedback setting in the context of auctions.
binary feedback setting,minimax optimal regret,In the binary feedback setting
[hzw20],winning-bid only feedback,[HZW20] considered the winning-bid only feedback model.
winning-bid only feedback,minimax optimal regret,With winning-bid only feedback
[hzf+20],full-information feedback setting,[HZF+20] studied the full-information feedback setting in auctions.
full-information feedback setting,minimax optimal regret,In the full-information feedback setting
full-information feedback setting,minimax optimal regret,The minimax optimal regret can be achieved in the full-information feedback setting.
zkh+21,algorithm,ZKH+21 designed and implemented a space-efficient variant of an algorithm.
empirical evaluations,algorithmic variant,Empirical evaluations showed the effectiveness of the algorithmic variant.
other bidders' maximum bid (mt),stochastic,Other bidders' maximum bid (mt) is often neither stochastic nor adversarial.
contextual information,knowledge of mt,Contextual information can be used to gain knowledge of other bidders' maximum bid (mt).
adaptive-bidding-in-first-price auctions literature,differentiated setup,The paper considers a differentiated setup from the adaptive-bidding-in-first-price auctions literature.
maximum bid,adversarial over time,The maximum bid can be adversarial over time
hint,prediction of other bidders' maximum bid,A hint serves as a prediction of other bidders' maximum bid
single point-prediction,hint interval,Two types of hints are considered: single point-prediction and hint interval.
minimax optimal regret bounds,two settings,Minimax optimal regret bounds are established for both the single point-prediction and hint interval settings.
quantitatively different behavior,two settings,behavior differs between two specific auction environments
regret bounds,maximum bid,bounds improve when bids exhibit sparsity
theoretical results,real bidding data,results supported by demonstrations using actual bidding data
personalized hospitality pricing,adaptive bidding,shares similar elements with adaptive bidding in first-price auctions
travel distribution platform,hotel room,platform applies a markup to hotel rooms supplied by suppliers
floor price,highest bid,raising the floor price near the highest bid makes it similar to a first-price auction
google,second-price auctions,Google criticized for leveraging last-look advantage in second-price auctions
pure exploitation algorithm,minimax optimal regret,algorithm achieves optimal regret under certain feedback conditions
consumer,travel agency,both search for hotels when booking travel
consumer,travel agency,Both are entities that search for hotels while booking travel.
supplier's cost,private value,The supplier's cost corresponds to the private value in a first-price auction analogy.
final price,bid,The final price
user,travel distribution platforms,Users can access multiple platforms
personalized markups,search features,Markups are based on user's search criteria such as destination
personalized markups,hotel features,Hotel attributes like ratings and room types also influence the markup.
personalized markups,generic features,Other factors like holiday season and time of year affect the markup as well.
fixed business rules,handcrafted logic statements,Existing markup provisioning schemes often rely on manually created rules.
adaptive learning approach,reinforcement learning,Proposed method involves reinforcement learning for personalized pricing.
arena technologies*,enterprise ai solution provider,Arena Technologies is a company providing AI solutions for hospitality pricing.
arena technologies*,price prediction models,Arena uses public data to build models that help in personalized pricing decisions.
arena,price prediction models,Arena builds and utilizes price prediction models for its real-time personalization engine.
real-time adaptive personalization engine,arena,Arena's engine uses the price prediction models for adaptive personalization.
algorithm,deployment and testing,The algorithm's deployment and testing are facilitated by Arena's infrastructure.
repeated first-price auction,hint,The problem formulation involves a repeated first-price auction with the use of hints.
bidder,private value vt,Each round
bid bt,bidder,The bidder submits a bid bt based on their private value and past observations.
instantaneous reward,time t,The instantaneous reward r(bt; vt
policy π,sequence of bidding prices,Policy π represents the bidding strategy as a sequence of prices over time.
expected reward,policy π,The expected reward under policy π is denoted by E[r(bt; mt
regret,policy π,Regret under policy π is calculated as the difference in maximum expected reward.
randomness,randomized policy π,randomness is a characteristic of the randomized policy π in the context of decision-making.
regret,policy π,Regret is calculated under policy π
bidding oracle,private values vt,A bidding oracle maps private values vt to bidding prices bt in the auction process.
fl-m,oracles,FL-M represents the set of oracles being competed with
hint,bidder,Hints are provided to the bidder to influence their performance and regret bounds.
point estimate ht,minimum-bid-to-win mt,Point estimate ht estimates the minimum bid to win mt at each time t.
hint interval,bidder,A hint interval
accuracy,error estimation,Accuracy
cumulative reward,bidder's goal,The bidder aims to maximize the cumulative reward over the entire process.
bidder,goal,The bidder's goal is to maximize cumulative reward.
goal,minimize overall regret,Equivalently
total error of hints,l,L represents the total error of hints.
learner,small regret adaptive to unknown quantity l,The learner aims for a regret adaptive to the unknown quantity L.
no-hint case,large l,The regret is never larger than the no-hint case even for large L.
l,small,If L is small
