node_1,node_2,edge
abstractsymmetries,neural network,are beneficial for a wide range of tasks
symmetries,model,not built into a model a priori
robust networks,learn symmetries,to fit a task function
method,extract symmetries,learned by a neural network
network,invariances,retrieve learned invariances
lie-groups,generators,form of the generators of corresponding Lie-groups
symmetrical properties,neural network’s parameterization,depend on a network's parameterization and configuration
network,architectures,ability to learn symmetries generalizes over a range of architectures
quality of learned symmetries,depth,depends on the depth and the number of parameters
cnns,translation symmetry,convert the translation symmetry in the data
group-equivariant networks,rotation,generalize this property to rotation
neural network,symmetry,neural networks can be equipped with prior known symmetries or learn symmetries from data
hard coding,equivariance,hard coding symmetry into a neural network doesn't always lead to better generalization; soft or learned equivariance can be more advantageous
transformers,multi-layer perceptron mixers,both architectures achieve remarkable performance without built-in equivariance
learned symmetries,true symmetries in the data,the paper investigates how accurately learned symmetries reflect the true symmetries
method,lie group theory,the method developed in the paper is based on Lie group theory to study symmetries learned by neural networks
infinitesimal generator,matrix nullspace equation,the method solves the matrix nullspace equation to derive an infinitesimal generator from a neural network
conference on neural information processing systems,neurips 2022,the paper is presented at the 36th NeurIPS conference
lie algebra,lie group correspondence,The relationship between Lie algebra and Lie group correspondence in the context of calculating model invariances.
model,neural networks,Models
symmetries,neural networks,Symmetries in neural networks are analyzed by the proposed method.
generator,lie-group,The method outputs a generator corresponding to the Lie-group
model interpretability,symmetries,Revealing learned symmetries improves the interpretability of the model.
models with more parameters,higher degree of invariance,Models with more parameters tend to learn more precise symmetry groups with increased invariance.
equivariant networks,inductive bias,Equivariant networks incorporate symmetries as an inductive bias in their architecture.
convolutional networks,translation symmetry,Convolutional networks exhibit translation symmetry as a fundamental property.
rotations,permutations,both are types of mathematical operations mentioned in the context
scaling,arbitrary matrix groups,mentioned together as other mathematical operations or groups
training data,learning symmetries,symmetries are learned from the training data
infinitesimal generators,symmetry groups,generators are used to estimate symmetry groups in neural networks
fixed architecture,network,refers to the structure of a neural network that remains unchanged
symmetries,neural networks,the context discusses symmetries learned by neural networks
olah et al.,[28],Olah et al. are the authors of the work referenced by the citation [28]
imagenet,rotation,hue
goodfellow et al.,[15],Goodfellow et al. are the authors of the work referenced by the citation [15]
auto-encoding architectures,invariant features,auto-encoding architectures learn increasingly invariant features
lenc & vedaldi,[25],Lenc & Vedaldi are the authors of the work referenced by the citation [25]
lie derivative,gruver et al.,Gruver et al. propose using the Lie derivative in their concurrent work
lie derivative,local equivariance error,Lie derivative is used to measure local equivariance error to symmetry groups.
gruver et al.,work on symmetry groups,Gruver et al.'s work involves measuring equivariance to symmetry groups.
our method,lie groups theory,Our method provides theoretical guarantees of invariance based on Lie groups theory.
neural networks,width,Neural networks can vary in width and depth.
depth,number of parameters,Depth is another factor that influences the number of parameters in neural networks.
universal approximation theorem,neural networks,Universal approximation theorem studies the learning capabilities of neural networks.
functional expressiveness,neural networks,Functional expressiveness is a property of neural networks that has been investigated.
learned representations,empirical analysis,Empirical analysis is conducted on learned representations of models.
symmetrical properties,model architecture,Symmetrical properties of a model depend on its width and depth.
number of parameters,generalization capability,The number of parameters affects a network's generalization capability.
overparametrized architectures,better generalization bounds,Overparametrized architectures typically lead to better generalization performance.
models with more parameters,learning symmetries,It is unclear if models with more parameters learn symmetries better.
feed-forward networks,robust learning,investigate the robustness of feed-forward networks through learning methods
naive training,overfitting,naive training can cause overfitting on the training subset
pre-training,mitigating overfitting,well-organized pre-training helps to reduce overfitting
features,pretrained model,features extracted by a pretrained model show more robust results
robust feature extractors,training techniques,there are various effective techniques for training robust feature extractors
our method,invariant representations,our method facilitates understanding and explaining invariant
symmetry group,dataset,focus is on symmetry groups in the context of datasets
transformation,data sample,transformations map one data sample to another
lie groups,formalizing symmetries,Lie groups theory helps formalize symmetries mathematically
lie group,differential manifold,A Lie group has the structure of a differential manifold.
lie group,lie algebra,The tangent space at the identity element of a Lie group forms its Lie algebra.
lie algebra,simply connected lie group,A Lie algebra determines a Lie group up to an isomorphism for simply connected Lie groups.
lie algebra,vector space,A Lie algebra is a vector space
lie group g,matrix lie group,Assuming the Lie group G is a matrix Lie group
gl(n),general linear group,GL(n) denotes the general linear group of degree n.
liegg,infinitesimal generators,LieGG computes the infinitesimal generators of the Lie algebra for symmetries learned by a neural network.
discriminator,neural network,The discriminator function is modeled by a neural network fitting the data for a downstream task.
discriminator,dataset d,The discriminator function F(x) = 0 if and only if x is an element of the dataset D.
neural network,data,fits data for a downstream task
symmetry group,lie group,equivalent concepts in Theorem 3.1
lie group,linear transformations,acts on an n-th dimensional manifold
manifold,x,represented by the variable X
system of algebraic equations,f(x),defined by the function F mapping X to Rl
jacobian matrix,solution,evaluated at every solution of the system
g,symmetry group of the system,if and only if certain conditions hold
lie algebra,symmetry group,related in finding generators for G
dataset,d,represents data lying on a sphere
discriminator,function f(x),discriminator function in the example
solutions,linear equations,find the Lie algebra of the symmetry group
matrices a,solutions,form a basis satisfying specific conditions
lie algebra,matrices {a : a + at = 0},The Lie algebra corresponds to the set of matrices with the property A + AT = 0.
lie group,rotation group,The Lie group is described as the set of matrices {B : B · BT = E}
symmetry of a sphere,rotation group,The symmetry of a sphere is equivalent to the mentioned rotation group.
discriminator function,f : r^n → r,F is a discriminator function mapping from n-dimensional real space to real numbers.
system of linear equations,equation corresponding to each point in the dataset,The system of linear equations is formed using the partial derivatives of the discriminator function with respect to dataset points.
network polarization matrix,e,Matrix E
nullspace,matrix e,Finding the nullspace of matrix E is the problem being solved to determine the variables hij.
singular value decomposition (svd),efficient solution,SVD is used as an efficient method to solve the problem of finding the nullspace basis of a matrix.
u,orthogonal matrices in svd,U is one of the orthogonal matrices resulting from the Singular Value Decomposition of matrix E.
v,orthogonal matrices in svd,V is another orthogonal matrix obtained from the Singular Value Decomposition of matrix E.
σ,svd,Σ represents the singular values in the decomposition E = U ΣV^T.
matrix e,singular value decomposition (svd),Matrix E is decomposed using SVD into U
u,orthogonal matrices,U is an orthogonal matrix in the SVD process.
v,orthogonal matrices,V is also an orthogonal matrix in the SVD process.
σ,diagonal matrix,Σ is a diagonal matrix containing singular values in the SVD.
nullspace,columns in v,Columns in V corresponding to nearly-zero singular values encode the nullspace.
lie algebra basis,columns in v,The columns representing nullspace form a Lie algebra basis.
liegg,calculation steps,Calculation of LieGG involves training a neural network
computer vision problems,symmetry group g,Symmetry group G plays an important role in computer vision problems.
r2,image dataset,The symmetry group G acts on R2 in computer vision problems.
convolutional networks,translation,Convolutional networks assume the group acts as translations on images.
equivariant networks,rotation,Equivariant networks consider rotations as actions of the group.
vision model f,i (space of images),A vision model F maps the space of images I to real values.
ω,r2,Ω is a compact subset of R2 representing spatial coordinates.
image,pixel values,An image is represented by pixel values in a grid.
vision model,function,A vision model is a function operating on spaces of images.
domain ω,pixel grid,The domain Ω refers to the coordinate system of the pixel grid.
gaussian smoothing,discontinuity issue,Gaussian smoothing is used to address the discontinuity issue in image data caused by the discrete pixel grid.
liegg,image data,LieGG is applied to analyze image data.
infinitesimal generator,matrix h,The matrix h represents an infinitesimal generator in the context of image data.
equation 3,space of potential image symmetries,Equation 3 reduces the space of potential symmetries to a 4-dimensional spatial subgroup for image analysis.
liegg,symmetries,LieGG is used to retrieve meaningful symmetries from images.
image data,full-scale space of potential symmetries,The full-scale space of potential symmetries can be overwhelming for image data.
neural network,preprocessing,Images are preprocessed by Gaussian smoothing before training a neural network.
polarization matrix,singular vectors,The polarization matrix's singular vectors corresponding to almost zero singular values are computed.
symmetry bias,neural network's invariance,Symmetry bias measures the degree of the neural network's invariance to a learned symmetry.
symmetry variance,true symmetry,Symmetry variance analyzes how close a learned symmetry is to the true one in the data.
lie algebra,element g,An element h from Lie algebra corresponds to element g.
lie group,element g,R(g) denotes the degree of network invariance to the element g of a Lie group.
matrix e,polarization matrix,Matrix E is also referred to as the polarization matrix.
lie algebra,element,The vectorized representation of an element of the Lie algebra is denoted by ¯h.
svd,matrix e,The Singular Value Decomposition (SVD) is used to calculate E = U ΣV^T.
u,semi-unitary matrix,U is a semi-unitary matrix in the SVD of E.
v,semi-unitary matrix,V is another semi-unitary matrix in the SVD of E.
σ,diagonal matrix,Σ is a diagonal matrix in the SVD of E containing singular values.
σl,singular value,σl refers to the l-th singular value of the network polarization matrix E.
symmetry variance,v(e),Symmetry variance V(E) is calculated using the smallest singular value σmin(E).
σmin(e),smallest singular value,σmin(E) represents the smallest singular value of the network polarization matrix.
network polarization matrix,invariance,Singular values of the network polarization matrix reflect the degree of invariance.
symmetry bias,bi(e,g)
¯vi(e),i-th singular vector,¯vi(E) returns the i-th singular vector of the network polarization matrix E.
symmetry bias,bi(e,g)
¯vi(e),i-th singular vector,¯vi(E) denotes the reshaped i-th singular vector of a matrix E.
g,ground truth symmetry group generator,G refers to the closest ground truth symmetry group generator to ¯vi(E)
gruver et al.,knowledge of a symmetry generator,Gruver et al.'s work requires the knowledge of a symmetry generator to measure learned equivariance
symmetry variance,measuring learned invariance,The symmetry variance enables measuring learned invariance without prior knowledge of a symmetry generator.
synthetic regression,experiment,A synthetic regression task is used as an experiment to test the method's ability to accurately retrieve learned symmetries.
invariant regression task,[14],The invariant regression task is adopted from reference [14]
regression function,f(x1,x2)
multi-layer perceptron (mlp),unconstrained feed-forward neural network,The MLP used in the experiment is an unconstrained feed-forward neural network without prior knowledge of symmetries.
network polarization matrix,singular values,The figure shows the singular values of the network polarization matrix in the analysis.
multi-layer perceptron,o(5) invariant regression task,fitted on
training set sizes,symmetry variance,related to the ability of the network to learn symmetries
shallow network,deep network,comparing symmetrical properties
singular values,network polarization matrix,part of the spectrum
rotation group,generators,corresponding singular vectors are the generators
symmetry bias,o(5) group,zero symmetry bias with respect to
small training set size,accuracy of learning symmetry group generators,still able to learn accurately
larger training set size,symmetry variance,leads to smaller variance
set size,symmetry variance,larger set size results in smaller symmetry variance
liegg,o(5) invariant emlp model,LieGG is used to extract symmetries from the randomly initialized O(5) invariant EMLP model
liegg,zero symmetry variance,LieGG records zero symmetry variance for the O(5) group without pre-training
liegg,zero symmetry bias,LieGG also records zero symmetry bias with respect to the O(5) group
training dataset,learning invariances,larger training datasets facilitate learning invariances for the model
rotation mnist dataset,learning symmetries,rotation MNIST is used to test the ability to retrieve learned symmetries
symmetry group,so(2),the model should learn SO(2) symmetry for in-plane rotations in the rotation MNIST
feed-forward network,class of a digit,the feed-forward network outputs the class of a digit invariant to 2D in-plane rotations
network,approximate data discriminator function,the network serves as an approximate data discriminator function with classification errors
method,noisy so(2) symmetry retrieval,the method tests its ability to retrieve noisy SO(2) symmetry in the presence of noise and classification errors
shallow 2-layer perceptron,deeper 6-layer network,two architectures tested for symmetry retrieval: a shallow 2-layer perceptron and a deeper 6-layer network
network,parameters,The network's performance is dependent on the number of parameters.
validation split,training,Training terminates when performance plateaus on the validation split.
method,retrieving symmetries,The method is applied to retrieve learned symmetries after training.
network polarization matrix,so(2) symmetry bias,The spectrum of the network polarization matrix and SO(2) symmetry bias are visualized.
shallow model,deep model,Both shallow and deep models exhibit rotation symmetry
symmetry bias,so(2) group,Zeroing symmetry bias with respect to the SO(2) group indicates rotation symmetry.
symmetry learned,shallow model,The symmetry learned by the shallow model is noisier compared to the deeper network.
lie algebra,input image,Learned Lie algebras are applied to transform input images for visualization.
rotation-mnist,spectrum of the network polarization matrix,On rotation-MNIST
symmetry variance,symmetry bias,There is a correlation between symmetry variance
model,test accuracy,The correlation plot shows the relationship between model performance and symmetry properties.
synthetic case,models,The synthetic case refers to the models learning rotation symmetry.
models,rotation symmetry,Models learn the rotation symmetry but don't become fully invariant to it.
imprecise discriminator function,method,The method can retrieve symmetries even with an imprecise discriminator.
experiment 5.2,symmetrical properties,Experiment 5.2 analyzes differences in symmetrical properties for various network configurations.
width,depth,Both width and depth are factors in the symmetry variance and symmetry bias of neural networks.
number of parameters,neural network,More parameters in a neural network affect its ability to learn symmetries.
liegg,symmetries,LieGG is used to retrieve symmetries and measure symmetry variance and symmetry bias.
accuracy of the models,symmetry variance,Accuracy is correlated with symmetry variance and symmetry bias in the models.
number of parameters,invariance,More parameters tend to lead to higher degree of invariance in networks.
shallow networks,less invariance,Shallow networks generally learn less invariance compared to deep networks.
deep networks,more invariant,Deeper networks are more capable of learning invariances
depth,width,A balanced combination of depth and width in a network achieves the smallest symmetry bias.
symmetry variance,accuracy,There is a moderate negative correlation between symmetry variance and classification accuracy.
symmetry bias,accuracy,Symmetry bias also has a moderate negative correlation with classification accuracy.
neural networks,symmetries,neural networks can learn symmetries differently
rotation-mnist dataset,network trained,dataset used for training a network
mlp-7,7-layer perceptron,MLP-7 refers to a 7-layer perceptron model
sub mlp-3,3-layer sub-network,sub MLP-3 is a 3-layer subset of a larger network
mlp-7[f],joint fine-tuning,MLP-7[F] denotes joint fine-tuning of the model
