node_1,node_2,edge
statistical inverse problem (sip),stochastic gradient descent (sgd) algorithms,In this paper
stochastic gradient descent (sgd) algorithms,excess risk,The paper provides consistency and finite sample bounds for the excess risk associated with the SGD approach.
sgd algorithm modification,machine learning methods,The proposed modification incorporates machine learning techniques to enhance the algorithm's performance by smoothing stochastic gradients.
functional linear regression model,synthetic data example,The algorithm is exemplified using a functional linear regression model
functional linear regression model,classification problem,The classification problem involves predicting the primary activity of bitcoin addresses based on their balances.
inverse problems (ip),unknown parameter (function),Inverse problems generally involve searching for an unknown function that satisfies a given equation
inverse problems (ip),examples in daily life,Examples of inverse problems abound in various fields
computerized tomography (ct),magnetic resonance imaging (mri),The context mentions CT and MRI as two imaging techniques that may be introduced together in an introductory text
statistical inverse problems (sip),deterministic problems,SIP is distinguished from deterministic problems where noise is often assumed small but not practically verifiable.
probabilistic setting,statistical inverse problems (sip),The paper's focus is on SIP within a probabilistic framework that considers measurement uncertainty.
stochastic inverse problems,gradient descent framework,The proposed algorithm is based on a gradient descent approach using stochastic gradients or base learners.
main contributions,section 2-5 (organization of the paper),The paper's structure includes an introduction to the problem context
functional linear regression problem (flr),36th conference on neural information processing systems (neurips 2022),The context mentions FLR as a topic being discussed at NeurIPS 2022.
novel numerical method,stochastic gradient descent (sgd) algorithm,The text proposes a new method inspired by SGD for estimating functional parameters in SIP problems.
stochastic gradient descent (sgd),boosting algorithms,The method extends the properties of SGD and connects it to boosting algorithms for a broader class of problems.
sgd,deterministic ips,SGD is mentioned as having well-understood results in deterministic IPs
functional parameter estimation,regularization strategies,Most existing IP methods focus on regularization for inverting the operator A
proposed algorithm,sample averaging,The algorithm is similar in spirit to sample averaging used in traditional SGD.
risk consistency,statistical setting,The procedure ensures risk consistency both in expectation and high probability within the statistical context.
algorithm modification,operator a,A suggested alteration is proposed to directly estimate the functional parameter without relying on inverting the operator A.
statistical setting,sip problems,The context discusses the statistical setting as a broader context for SIP problems
algorithm modification,boosting algorithms,The proposed algorithm is inspired by boosting methods
sip problems,discretization procedures,A common challenge in SIP problems is the discretization of the operator A
sip,mathematical physics,SIP was initially introduced in Sudakovand and Khalfin [1964] as a statistical reformulation of IPs from Mathematical Physics.
parametric approach to sip,finite dimensional space,In the parametric approach
nonparametric framework,infinite dimensional space,The nonparametric framework considers the IP as searching for an element in an infinite-dimensional space.
ip regularization,roughness penalty,Regularization techniques
tikhonov regularization,spectral cut-off regularization,Other standard approaches for regularization include Tikhonov and spectral cut-off methods
section 4,algorithms,In Section 4
problem (3),formalization,Before formalizing the results
eq. (1),motivation,The equation Eq. (1) serves as motivation for the broader discussion.
deconvolution,convolution equation,Deconvolution is an inverse problem involving a convolution equation where the relationship between Y and X is defined through a known kernel k.
kernel k,deconvolution,The kernel k plays a central role in the deconvolution equation
w,d([0,t])
functional linear regression,multivariate scalar regression,Functional Linear Regression is a specific type of multivariate scalar regression with stochastic processes and a model involving integration.
ta[f ](x),functional linear regression model,TA[f ](x) defines the linear operator in the functional linear regression model
flr setting,classification problem,The model can be extended to deal with Y taking label values
linear,bounded operator a : h → l2(x),sips (structured inverse problems)
assumption 4.1.1,linear operator,This assumption assumes that the operator A is linear and bounded
gradient based algorithms,assumption 2,Assumption 2 is a standard requirement for algorithms relying on gradients
loss function,assumption 3,Assumption 3 relates to the integrability condition of the loss function
arg min f ∈ f ra(f),optimal solution f ◦,f ◦ is the optimal solution found under the constraint set F
d < ∞,uniform boundedness of functions in f,This assumption bounds the difference between any two functions in the set F
hilbert space h,functions from w to rk,H is a space consisting of functions mapping from W to Rk.
kernel φ,x × w,Φ is a kernel function that maps inputs from X and W to Rk×d.
a*,h,A* is the adjoint operator applied to h in H
rkhs (reproducing kernel hilbert space),h,Assumption 4.3 holds when H is an RKHS
φw,l2(x),φw is a functional defined on L2(X) that maps h to A*[h](w).
mw,+∞,Mw is a finite bound for the norm of φw
riesz representation theorem,a connection between φw and φ,This theorem connects φw to a kernel Φ
kernel k,h,If H has a kernel K
integral operators,operators a,A more general class of operators considered
integral operators,linear ips,The class of integral operators includes several important linear IPs.
integral operators,green's function formulation,Some PDEs IPs can be recast as integral equations using Green's function.
linear pde,initial condition recovery,Recovering the initial condition of a linear PDE is an example where integral equations are used.
risk function,gradient with respect to f,Under Assumption 4.3
gradient of the risk function,unbiased estimator,An unbiased estimator for the gradient can be constructed based on the derived expression.
assumption 4.3,kernel φ(x,w)
adjoint operator,definition of,The adjoint operator is defined through the relationship between the inner products of functions.
base-learner,boosting estimators,base-learner is a type of algorithm
ml-sgd,boosting estimators,ML-SGD is compared to boosting estimators
sip mason et al. [1999],standard regression problem,SIP Mason et al.'s work is mentioned in the context of standard regression problems.
friedman [2001],standard regression problem,Friedman's reference also relates to standard regression problems
functional parameter f◦,overfitting,Estimating the functional parameter can lead to overfitting
algorithm 1,algorithm 2,Both Algorithms 1 and 2 are discussed
assumptions 4.1 and 4.3,finite sample bound,These assumptions provide the basis for the finite sample bound on the expected excess risk.
c = supx∈x ∥φ(x,·)∥2 < +∞,kernel φ
appendix b,appendix c,Both appendices provide additional numerical study in a different Inverse Problem: Deconvolution problem.
inverse problem: deconvolution problem,flr case,The operator in the FLR case is mentioned in the context of the Inverse Problem.
operator ta[f ](x),section 3,The definition of the operator is given in Section 3.
w,s,w is denoted by s in the context.
a∗[g],h,A∗[g] is shown to belong to the space H under the assumption of a finite norm for X.
φ(x,s),xt (s)
ui(s),xt (s),ui(s) is defined as xT (s) multiplied by a derivative term.
simulation study,gonzález-manteiga and martínez-calvo [2011],The simulation study is from the reference work by González-Manteiga and Martínez-Calvo.
w,[0,1]
f ◦(z),sin(4πz),f ◦(z) has a specific function form of sin(4πz) in the simulation.
x,brownian motion,X is simulated as a Brownian motion in the interval [0
noise-signal ratio,0.2,The ratio of noise to signal is set to 0.2.
100 samples of x and y,1000 points in [0,1]
coarse grid,100 equally-spaced times,Functional samples are observed at 100 equally-spaced points for the algorithm.
ml-sgd algorithm,smoothing splines,regression trees
penalized functional linear regression (pflr),cubic splines,PFLR uses cubic splines with cross-validation for selecting basis functions.
landweber iterations,sgd algorithm,Both Landweber iterations and the SGD algorithm are mentioned as noisy methods that seem to overfit the data.
synthetic data,fitted results,The context refers to fitted results for the synthetic data
flr setting,classification problem,A real data application is discussed in the FLR setting
bitcoin addresses,cumulative credit,The data set consists of 3000 bitcoin addresses with 501 equally spaced observations of cumulative credit.
cumulative credit,predicted outcome,Cumulative credit at each point in time is used as the explanatory variable X for predicting the binary outcome Y.
x (explanatory variables),y (predicted outcome),X represents the cumulative credit curves and Y is the indicator variable for whether an address is associated with illegal activities.
log-likelihood of the negative binomial,model proposed,A model is proposed using the log-likelihood of the negative binomial to predict the probability of Y being 1 given X.
log-likelihood of the negative binomial,classification loss functions,The log-likelihood of the negative binomial can be included in the equation alongside other classification loss functions for optimization.
sgd-sip algorithm,ml-sgd algorithm,SGD-SIP and ML-SGD algorithms are compared for performance
ml-sgd algorithm,base learner (regression trees),ML-SGD uses regression trees as one of its base learners.
ml-sgd algorithm,base learner (cubic splines),ML-SGD also employs cubic splines as another base learner.
pflr algorithm,cubic splines,PFLR uses cubic splines with different degrees of freedom and a quadratic penalty term.
pflr algorithm,functional data analysis problem,PFLR is specifically designed for Functional Data Analysis.
sgd-sip algorithm,accuracy,SGD-SIP achieves the best average performance in terms of accuracy.
functional plr,accuracy,Functional PLR with cubic splines and 20 knots provides similar performance.
ml-sgd algorithm,smoothness,ML-SGD with smooth splines has a smoother estimator.
number of knots,cubic splines,Number of knots in cubic splines is specified as 20.
penalization for derivative,pflr,PFLR uses a quadratic penalty term for the derivative of the estimate.
pflr,functional data analysis,PFLR is tailored specifically for Functional Data Analysis problems.
our approach,linear sip problems,Our approach is flexible and adaptable to various Linear SIP problems.
algorithm,online applications,The algorithm is suitable for online applications due to its ability to use only one sample per iteration.
package refund,goldsmith et al. [2021],Package refund was used for fitting the PFLR model
table 2,results,Table 2 showcases the results for three-fold cross-validation with different models.
sip,stochastic gradients,The method involves solving SIP using stochastic gradients with theoretical guarantees.
base-learners,boosting algorithms,Base-learners are estimated in the spirit of boosting
deconvolution problems,integral equations,The framework can be applied to diverse settings including deconvolution and integral equations.
pdes,linear ips,Related to partial differential equations (PDEs)
numerical studies,real-world application data,Performance is demonstrated through numerical studies and a real-world application.
our method,flr setting,Our framework is compared to widely used techniques in the Functional Linear Regression (FLR) setting.
