node_1,node_2,edge
electroencephalography (eeg),emotion analysis,EEG is used for emotion analysis
current methods,individual variations,Current methods face challenges due to individual variations
denoising mixed mutual reconstruction (dmmr) model,two-stage pre-training,DMMR employs a two-stage approach for learning
pre-training phase,self-supervised learning,In pre-training
multi-decoder autoencoder,subject-invariant features,Autoencoder aims to generate subject-independent features
hidden-layer mixed data augmentation,source data scarcity,Data augmentation addresses the issue of limited source data
time steps shuffling,noise injection method,Noise injection
fine-tuning phase,emotion classifier,Fine-tuning includes integration of an emotion classifier
seed dataset,seed-iv dataset,Performance is evaluated on both SEED and SEED-IV datasets
dmmr,state-of-the-art performance,DMMR achieves state-of-the-art accuracy on SEED (88.27%) and comparable on SEED-IV (72.70%)
performance of dmmr,data augmentation and noise injection methods,The proposed methods complementarily enhance accuracy and stability.
data augmentation and noise injection methods,issues,These methods alleviate the previously mentioned issues.
human emotions,health conditions,Emotions are closely related to health conditions
human emotions,malicious behaviors,Negative emotions can lead to malicious behaviors.
real-time monitoring of individuals' emotional states,objective health assessments,Real-time monitoring contributes to objective assessments.
wearable devices,emotion-related physiological signals,Wearable devices
eeg-based emotion recognition,high temporal resolution and accuracy,EEG signals offer these advantages for emotion identification.
eeg signals,emotional stimuli,Different EEG responses indicate different emotional tendencies.
individuals,fine-grained emotional tendencies,EEG signals from specific channels and frequency bands reveal fine-grained emotions.
cranial structure,emotional experiences,These terms are related because individual differences in cranial structure and emotional experiences result in varying sensitivity to the same emotion.
subject,data,The context mentions distributional differences among data from different subjects
source subject data,target subjects,Transfer learning aims to bridge the gap between source and target subjects by transferring emotional knowledge from source data to target subjects.
unsupervised domain adaptation,semi-supervised domain adaptation,Both are methods that assume availability of labeled or unlabeled data from the target subjects to adapt models.
domain generalization,training process,Domain generalization is a task where the model is trained solely on source subjects' data without any target subject data
large amount of unlabeled data,small amount of labeled data,Early works in domain adaptation assumed the availability of either type of data to narrow the distribution gap.
model,subject-invariant and robust model,The goal is to create a model that performs well on unseen target subjects
eeg-based cross-subject emotion recognition,mutual reconstruction method,The 'mutual reconstruction' method is introduced for EEG-based emotion recognition as a novel approach.
dmmr (denoising mutual reconstruction model),joint training mode,DMMR contrasts with the joint training mode by combining two-stage pretraining with mutual reconstruction self-supervised learning.
dmmr,data augmentation strategy,DMMR proposes a mixed data augmentation strategy
mixup technique,mixed data augmentation,The mixup technique serves as the foundation for the proposed mixed data augmentation strategy.
dmmr,denoising task,DMMR incorporates a denoising task to improve model stability by relearning clean samples from noisy features.
noise injection method,time steps shuffling,The proposed noise injection method enhances denoising and preserves essential information
main contributions,dmmr model,The main contribution includes the DMMR model with pre-training-fine-tuning
dmmr model,seed dataset,Experimental results are demonstrated on the SEED dataset (Zheng and Lu)
data augmentation,noise injection,The proposed methods complement each other
dmmr,state-of-the-art performance,DMMR achieved 88.27% accuracy on SEED and 72.70% on SEED-IV
dmmr,comparable performance,DMMR's performance was comparable to existing methods on the datasets.
