node_1,node_2,edge
social media platforms,malicious actors,malicious actors are using social media platforms for sharing unsafe content
unsafe content,images,unsafe content includes images depicting sexual activity
artificial intelligence (ai),human moderation,major platforms use AI and human moderation to obfuscate unsafe images
accurate rationale,unsafe image-specific attributes,the platform needs to provide an accurate rationale grounded in unsafe image attributes
unsafe regions,image obfuscation,unsafe regions must be minimally obfuscated for user safety
visual reasoning model (vlm),pre-trained unsafe image classifiers,VLM is designed using pre-trained classifiers to provide an accurate rationale
counterfactual explanation algorithm,unsafe image classifier attribution matrix,algorithm uses attribution matrix for segmenting unsafe regions
counterfactual explanation algorithm,subregion segmentation,algorithm performs subregion segmentation for optimal modification
classifier's output,minimum number of subregions,algorithm determines the minimum number of subregions to modify for safe viewing
unsafe image,obfuscation,The context discusses the process of deciding when an image is deemed unsafe and requires obfuscation
decision to deem an image unsafe,legal rationale,Instagram moderators must provide a legal reason for their decision to flag an image as unsafe
visual reasoning methods,limited for unsafe images,These methods struggle with handling unsafe images like sexually explicit
unsafe image,rude hand gestures,Rude hand gestures are an example of attributes that make images unsafe in the context of cyberbullying.
unsafe image,sensitive body parts,Sensitive body parts are another attribute that makes sexually-explicit images unsafe
unsafe image,minimal obfuscation,The image must be obscured only enough to protect sensitive areas without hindering investigative purposes.
human moderators,determining age,Human moderators need to assess the age of individuals in images
human moderators,identifiers (tattoos,scars
human moderators,location information,Determining location details helps in identifying the scene and tracking potential criminals.
current segmentation techniques,impede investigations,These techniques lack the ability to minimally segment the image
conditionalvlm,unsafe image rationale generation method,ConditionalVLM is a specific implementation of the unsafe image rationale generation method
state-of-the-art large language models (llm),vision language models (fang et al. 2023),Fang et al.'s work is an example of the state-of-the-art LLMs used in the development of ConditionalVLM.
unsafe image attributes,rationale generation,The rationale is generated to be grounded in these attributes
unsafe image,sensitive regions,The objective is to identify and minimize the disclosure of sensitive regions in an unsafe image.
classifier attribution matrix,minimally obfuscating sensitive regions,This matrix is used to determine which regions to obscure based on their attribution scores.
fullgrad-based model (srinivas and fleuret 2019),classifier attribution calculation,Srinivas and Fleuret's model is employed for calculating the attribution matrix in the process of region segmentation.
bayesian superpixel segmentation (uziel,ronen,and freifeld 2019)
social media platforms,unsafe content,misuse for sharing
unsafe content,sexually-explicit images,type of unsafe content
unsafe content,non-consensual intimate images,type of unsafe content
unsafe content,child sexual abuse material,type of unsafe content
social media platforms,cyberbullying,contribution to
social media platforms,self-harm images,contribution to
image moderation,mental health risks,implications for moderators
global moderators,mental health risks,affected group
minors,image safeguarding,requirement for protection
law enforcement agents,image safeguarding,requirement for analysis
image safeguarding,crime scene images,application for preservation
clip,image-text pairs,integration method
beit-3,image-text pairs,integration method
clip,contrastive training,methodology
beit-3,multiway transformers,methodology
flamingo,cross attention layers,approach to coordinate visual-textual features
blip-2,querying transformers,approach to coordinate visual-textual features
lens,development of,focus on coordinating visual-textual features
counterfactual explanations,decision,Counterfactual explanations are used to address issues by showing what would have happened if certain variables had different values
counterfactual explanations,variable x,Counterfactuals describe how the decision would change if specific variable values (v1
