node_1,node_2,edge
scene graph generation,common-sense representation,In the context of scene graph generation
scene graph generation,visual appearance of predicates,The challenge lies in the large intra-class variations of visual appearance
predicate space clustering,rough clustering,The rough clustering in the predicate space contributes to the misclassification issue.
multi-prototype representations,cognitive science inspiration,Inspired by cognitive science
multi-prototype learning framework,triple-level optimal transport,This framework includes a triple-level optimal transport step for matching predicate features to specific prototypes.
prototype-predicate matching,prototype updating,The framework involves matching followed by prototype updating using momentum to find class centers.
prototype space optimization,inter-class separability loss,The approach enhances separation between classes and maintains intra-class compactness through inter-class and intra-class loss functions.
visual genome dataset,state-of-the-art methods,Extensive evaluations on the Visual Genome dataset show that the proposed method outperforms existing approaches.
commonsense-based methods,external knowledge bases,Commonsense-based methods utilize external knowledge bases for refining object and predicate features.
class center of each predicate,prototype,Each predicate's class center is represented as a single prototype in commonsense-based methods.
visual features of predicate instances,prototype space,Visual features are mapped into the prototype space for classification.
man-riding-board,man-lying on-board,Misclassification occurs because man-riding-board is visually similar to man-lying on-board
predicates with large intra-class diversity,misclassification,Predicates like riding
large intra-class variation,single-prototype setting,The large intra-class variation is a challenge in the single-prototype setting
visual appearance,bicycle riding,horseback riding
predicate category,subclass,The intra-class variation leads to the existence of subclasses within each predicate category.
prototype category theory,modern,Modern prototype category theory suggests categories have a polycentric structure with multiple prototypes
polycentric view of categories,multiple prototypes,Each predicate category has multiple class centers represented by multiple prototypes.
multi-prototype learning (mpl) framework,solution to misclassification,MPL is proposed to address the problem of misclassifying diverse predicates in C-SGG by accounting for intra-class diversity.
pre-trained model,zareian 2020,Used for extracting unclassified features to support the MPL framework.
multi-prototype learning (mpl) framework,pre-trained model (zareian 2020),The MPL framework uses the pre-trained model for extracting unseen predicate features and initial prototypes.
pre-trained model (zareian 2020),unclassified predicate features,The pre-trained model is responsible for extracting these features.
pre-trained model (zareian 2020),initial prototypes of common sense,Initial prototypes are generated from the pre-trained model for each class.
triple-level optimal transport (tot),initial prototypes,TOT is applied to match unclassified predicate features within their respective classes to these initial prototypes.
multi-prototypes,class centers of predicates,Momentum updating updates the multi-prototypes to accurately represent multiple class centers.
intra-class compactness loss,prototype space,This loss promotes compact clusters within the same class during prototype formation.
inter-class separability loss,prototype space,This loss pushes prototypes from different classes apart to maintain separation.
testing phase,nearest prototype,During testing
c-sgg,mpl framework,The framework is specifically designed for Commonsense Scene Graph Generation (C-SGG).
mpl framework,c-sgg,The proposed MPL framework is designed specifically for Commonsense Scene Graph Generation (C-SGG).
mpl framework,predicate inference,MPL enhances the accuracy of predicate inference
multi-prototype modeling,predicate inference,This is the first exploration to use multi-prototype modeling for improved predicate inference.
triple-level optimal transport method (tot),predicates and prototypes,TOT aims to avoid incorrect matching between predicates and prototypes
single-prototype methods,multi-prototype method,The proposed method contrasts with previous approaches that used a single prototype
