node_1,node_2,edge
deep learning technology,visual understanding tasks,The context mentions that deep learning technology is the driving force behind the advancement of various visual understanding tasks.
base category,novel category,relation: 'generalization'
mlrsnet,source dataset,relation: 'used as'
remaining datasets,target datasets,relation: 'served as'
maple,method,relation: 'implemented based on'
vit-b/16 clip model,basis,relation: 'pre-trained for'
few-shot training,strategy,relation: 'employed'
nvidia a100 gpu,platform,relation: 'trained on'
word embeddings template,template,relation: 'used as'
language control network,network,relation: 'consisted of'
visual control network,network,relation: 'also consisted of'
