node_1,node_2,edge
large language models,gpt-4,GPT-4 is an example of a large language model.
large language models,internet-scale text data,These models are trained on internet-scale text data with human feedback.
large language models,capabilities,They exhibit emerging capabilities in various applications.
cognitive architectures,newell's architecture (1994),Cognitive architectures aim to model human cognition computationally
cognitive architectures,central components,Most cognitive architectures share common components
cognitive architectures,interpretability,They offer excellent interpretability
cognitive architectures,flexibility,They are flexible for updating
proposed framework,cognitive-based model,The framework combines a cognitive model with noisy knowledge from LLMs.
embodied agent,kitchen tasks,The agent demonstrates efficiency in kitchen tasks using the proposed framework.
proposed framework,generalization,The cognitive agent can generalize to new environments and handle complex tasks.
scaling,diminishing returns,Large language models face diminishing returns for increased scale
declarative memory,knowledge of the world,declarative memory is a component of the agent's architecture that reflects knowledge of the world
procedural memory,production rules,procedural memory consists of production rules with preconditions and effects
production rules,contextual knowledge,production rules represent different contextual knowledge
working memory,reasoning and planning,short-term working memory aids reasoning and planning in the agent's decision-making process
perceive-plan-act cycle,agent's behavior,agents operate in a perceive-plan-act cycle
agent framework,learning process,rules can be reinforced and modified throughout the agent's learning process
task stack,goal-oriented actions,the task stack manages the sequence of subtasks
attention,subtask: find a tomato,attention shifts to a new subtask
llm,cognitive architecture,The LLM needs to generate knowledge that the cognitive architecture then matches dynamically to the environment.
llms,plans,LLMs are used to generate task-specific plans that are grounded to the specific instance and non-trivial to generalize.
agent framework,llms,The proposed agent framework combines LLMs with a customized cognitive architecture.
agent framework,cognitive architecture,The framework integrates LLMs within a cognitive architecture for learning and adapting to tasks.
learning through program synthesis,interactive task learning (itl),Learning Through Program Synthesis
soar cognitive architecture,board games,SOAR has shown effective transferability in domains like board games and embodied agents.
soar cognitive architecture,embodied agents,SOAR has demonstrated adaptability to new environments in embodied agents.
human input,yes/no questions,Recent work reduces human input by using LLMs as a knowledge source
llm,action queries,Applying the agent to new environments shows fewer action queries needed compared to directly querying LLMs.
human labor,goal conditions,Shifting involves moving human labor from specifying the goal conditions to answering yes/no questions.
