node_1,node_2,edge
customized text-to-image generation,overfitting issues,Existing methods suffer from overfitting
detex (proposed approach),disentangled concept embedding,DETEX learns to separate the subject-related and unrelated information for flexible image generation.
conventional methods,single concept embedding,DETEX contrasts with conventional methods that learn a single embedding from given images.
learnable image-shared subject embedding,image-specific subject-unrelated embeddings,DETEX represents images with multiple embeddings to decouple irrelevant attributes.
attribute mappers,irrelevant attributes (background,pose)
joint training strategy,disentanglement of unrelated embeddings,The strategy helps in separating relevant and irrelevant information during training.
subject embedding (inference),image-specific embeddings (retaining attributes),During inference
experiments,performance demonstration,Extensive experiments show the superiority of DETEX in handling composition of concepts and avoiding overfitting.
diffusion models,text-to-image generation,Diffusion models
diffusion models,artistic and video creation,These models show great potential in various tasks
customized image generation,user-specified concept,Customized image generation focuses on learning a user-specified concept from a small set of images
customized image generation,limited training examples,The challenge in customized image generation lies in the limited number of training images
existing methods,user-specified word alignment,Existing methods use finetuning on word embeddings or model parameters to align the target concept with a user-provided word.
prototypenx/detex,method for customized image generation,The code for the DETEX method
limited training examples,subject-unrelated information,The learned concept contains subject-unrelated information due to the limited training data.
subject-unrelated information,image background,Irrelevant disturbances like the image background are part of the subject-unrelated information.
subject-unrelated information,subject pose,Irrelevant disturbances like subject pose and position are part of the subject-unrelated information.
subject mask,background information,Employed by some studies to filter out background information
disenbooth (chen et al. 2023),subject embedding,Decomposes the target concept into a subject component to exclude irrelevant information.
disenbooth (chen et al. 2023),irrelevant embedding,Also includes an additional irrelevant embedding to separate relevant and irrelevant parts.
explicit supervision,decoupling between subject concept and irrelevant info,Lacks effective explicit supervision for better separation.
detex,customized text-to-image generation,A proposed method to learn disentangled concept embeddings for flexible generation.
custom diffusion (kumari et al. 2023),finetuning,Uses principles from Custom Diffusion to finetune the Stable Diffusion model for new concepts.
stable diffusion (rombach et al. 2022),model parameters,Finetunes both model parameters and word embeddings.
detex,image-shared subject embedding,Separates the target concept into a shared subject component across images.
detex,image-specific subject-unrelated embeddings,Has separate embeddings for specific image-related irrelevant information.
image-shared subject embedding,target concept,The learnable image-shared subject embedding represents the target concept.
image-specific subject-unrelated embeddings,irrelevant information,These embeddings capture irrelevant information from pose and background.
irrelevant information,pose (view),Irrelevant information includes pose/view aspect.
irrelevant information,background,Irrelevant information also includes background aspect.
joint training strategy,decoupling target concept and unrelated information,A joint training strategy is proposed to effectively separate the target concept from pose and background.
image-specific subject-unrelated embeddings,attribute words (e.g.,[b] background
detex,high-quality and diverse image generation,DETEX generates images with controllable composition of the learned concept into a new scene.
subject masks,information reconstruction,Given images and subject masks
sota methods,editing flexibility,SOTA methods forms the basis for discussing its strength in editing flexibility.
editing potential,our method,Our method exhibits stronger editing potential
number of input images,extremely limited,The context highlights the advantage when there are very few input images.
work,customized generation,This work proposes a novel solution to customized generation in text-to-image models.
challenges,overfitting and controllability,The work addresses the challenges faced in text-to-image models.
text-to-image diffusion models,classifier-free guidance,Classifier-free guidance is a type of conditional generation used in diffusion models.
classifier-free guidance,conditional probabilities,It directly optimizes conditional probabilities for reliable and detailed generation.
language models,multi-modal models,Advancements in language models and multi-modal models like CLIP and BERT enhance text-to-image generation.
clip,bert,Both CLIP and BERT contribute to the development of text-to-image generation techniques.
text,control,Some work uses text to control image synthesis
language models,classifier-free guidance techniques,Current approaches use language models for semantic alignment with classifier-free guidance
latent diffusion models (ldm),computational complexity reduction,Latent diffusion models balance complexity and detail preservation by compressing data into a low-dimensional latent space.
stable diffusion,ldm-based text-to-image model,Stable Diffusion is an example of a text-to-image model built on LDM
existing large-scale text-to-image models,reliance on natural language prompts,These models solely depend on prompts for guidance
customized image generation,challenging task,The ability to generate images tailored to specific needs is seen as a significant challenge for current text-to-image models.
our detex,framework,DETEX consists of a framework that represents images with decoupled textual embeddings and learns target concepts through joint fine-tuning.
image-sharing subject embedding,image-specific embeddings (pose and background),DETEX separates subject-related (v) from pose (vp_i) and background (vb) embeddings for better control over image generation.
subject embedding (v),learnable vector,During training
attribute mappers,pose and background projection,Attribute mappers are used to map input images into pose and background embeddings for targeted modification.
stable diffusion (sd),text-to-image model,Stable Diffusion is employed as a pretrained model for text-to-image generation.
pretrained stable diffusion,customized text-to-image generation,Adapted for customized text-to-image generation using techniques like Custom Diffusion.
custom diffusion,baseline method,Used as a reference for the proposed method in achieving customized text-to-image generation.
cross-attention layers,fine-tuning,SVDiff (Han et al. 2023) fine-tunes these layers
svdiff (han et al. 2023),non-fine-tuning methods,Proposes a method that does not update all weights during customization.
