node_1,node_2,edge
abstracttext-based person search (tbps),natural language descriptions,TBPS aims to retrieve the person images using natural language descriptions
abstracttext-based person search (tbps),clip,facing the rise of research on the CLIP-based TBPS
clip,tbps,conduct a comprehensive empirical study of CLIP for TBPS
clip,downstream tasks,performed over various cross-modal downstream tasks
tbps,clip,make the first attempt to conduct a comprehensive empirical study of CLIP for TBPS
clip,model generalization,conduct the probing experiments of TBPS-CLIP in model generalization
clip,model compression,conduct the probing experiments of TBPS-CLIP in model compression
text-based person search (tbps),large-scale image database,TBPS retrieves the person images from a large-scale image database
text-based person search (tbps),textual description,TBPS retrieves the person images from a large-scale image database given a textual description
text-based person search (tbps),suspects,TBPS is gaining attention due to its potential applications in searching for suspects
text-based person search (tbps),lost children,TBPS is gaining attention due to its potential applications in locating lost children
fine-grained retrieval task,challenges,As a fine-grained retrieval task
methods,challenges,Many methods focus on addressing the challenges of achieving effective cross-modal alignment and efficient cross-modal retrieval
methods,representations,Many methods focus on projecting representations extracted from each modality into one shared space
vlp models,cross-modal alignment,VLP models are equipped with an adequate understanding of cross-modal alignment
vlp methods,performance,VLP methods have verified excellent performance on various cross-modal downstream tasks
research,vlp for tbps,The research under VLP for TBPS is now in its infancy
vlp,tbps,VLP for TBPS is mentioned in the context
clip,vlp,CLIP is mentioned as a method among VLP methods
clip,tbps,Researchers are exploring CLIP-based TBPS methods
clip,data augmentation,The paper explores the fine-tuning potential of CLIP for TBPS from the perspective of data augmentation
random horizontal flip,image,The random horizontal flip is applied to the image
data augmentation strategies,tbps,Various data augmentation strategies are comprehensively evaluated for TBPS in the study.
loss function,performance,Designing rational and practical loss functions is critical to improving performance in TBPS.
loss function,research direction,Designing rational and practical loss functions has been an increasingly active research direction in TBPS community.
loss function,clip,CLIP is taken as a hotbed and a series of probing studies are conducted to analyze the effectiveness of various loss functions in TBPS.
tbps methods,loss functions,The loss functions in existing TBPS methods are well-designed mainly from exploring the TBPS task and belong to the task-oriented loss functions.
empirical studies,tricks,The empirical studies enable the development of a strong TBPS-CLIP baseline
tbps-clip,performance,TBPS-CLIP attains competitive performance under a very lightweight and low-cost architecture.
clip,tbps-clip,TBPS-CLIP is targeted as the baseline of TBPS
clip,tasks,CLIP has become a baseline of various tasks due to its effectiveness and simplicity.
tbps-clip,tasks,CLIP has become a baseline of various tasks due to its effectiveness and simplicity.
tbps-clip,few-shot tbps,We provide a preliminary exploration of the few-shot TBPS under CLIP and the superiority of TBPS-CLIP in the few-shot setting is also proved.
tbps-clip,model compression,We provide insights into the internal properties of TBPS-CLIP by investigating the contribution of each module to the final retrieval performance. These insights offer the guidance for compression of TBPS-CLIP.
tbps-clip,tbps community,this paper contributes a strong TBPS-CLIP baseline to the TBPS community.
tbps-clip,academia and industry,All these manifest the applicability of TBPS-CLIP in both academia and industry.
tbps,person re-identification,TBPS is closely connected with person re-identification.
tbps,image-text retrieval,TBPS is closely connected with image-text retrieval.
tbps methods,unimodal pre-trained models,TBPS methods mainly adopt unimodal pre-trained models as backbones
tbps methods,resnet-50,TBPS methods typically use ResNet-50 as the image encoder
tbps methods,vit,TBPS methods typically use ViT as the image encoder
tbps methods,lstm,TBPS methods typically use LSTM as the text encoder
tbps methods,bert,TBPS methods typically use BERT as the text encoder
tbps methods,specific losses,Some works design specific losses to learn discriminative representations based on the unimodal backbones
vlp,cross-modal tasks,VLP’s great success on cross-modal tasks in recent years
vlp,tbps solutions,researchers have begun pushing the frontier of TBPS solutions with VLP
clip,text feature encoding,Han et al. enhance text feature encoding by using CLIP as the backbone
cfine,cross-modal correspondence,CFine leverages CLIP image encoder to enhance cross-modal correspondence
clip,image encoder,CLIP leverages the image encoder to enhance cross-modal correspondence by replacing the text encoder with BERT to prevent distortion of intra-modal information.
clip,bert,CLIP replaces the text encoder with BERT to prevent distortion of intra-modal information.
tp-tps,clip,TP-TPS probes textual capabilities of CLIP by aligning images with multi-integrity descriptions and attribute prompts.
irra,clip,IRRA designs an implicit relation reasoning module above CLIP to align fine-grained information across modalities.
rasa,albef,RaSa develops two novel losses under ALBEF.
bai et al.,vlp,Bai et al. leverage VLP knowledge to solve TBPS without parallel image-text data.
this paper,clip,This paper aims to maximize the potential of CLIP itself for TBPS without relying on additional modules
vlp,pre-training,VLP methods leverage large-scale pre-training on abundant image-text pairs
clip,radford et al.,CLIP stands out for its excellent performance according to Radford et al.
clip,slip,SLIP introduces a self-supervised learning loss alongside the contrastive loss in CLIP
clip,filip,FILIP employs a token-wise maximum similarity between visual and textual tokens to guide the contrastive loss in CLIP
clip,declip,DeCLIP exploits multiple supervisions
coop,clip,CoOp utilizes learnable vectors as the prompts and achieves significant performance gain in a few-shot regime in CLIP
clip-adapter,clip,CLIP-Adapter appends the learnable module to CLIP and achieves decent few-shot results by only fine-tuning this module
clip,training tricks,The empirical study in Section 3.1 introduces some practical training tricks to strengthen the CLIP baseline
clip,data augmentations,The empirical study in Section 3.2 elaborates data augmentations for CLIP
clip,loss functions,The empirical study in Section 3.3 elaborates loss functions for CLIP
clip,model generalization,Model generalization is examined in Section 3.4 for CLIP
clip,model compression,Model compression is discussed in Section 3.5 for CLIP
appendix,contents,The Appendix contains the contents.
model,figure 1.3.1,Figure 1.3.1 illustrates the overview of the model.
training tricks,clip,The four common training tricks around CLIP are investigated.
training tricks,global gradients back-propagation,Global gradients back-propagation is one of the four common training tricks investigated.
training tricks,dropout,Dropout is one of the four common training tricks investigated.
training tricks,locking bottom layers,Locking bottom layers is one of the four common training tricks investigated.
training tricks,soft label,Soft label is one of the four common training tricks investigated.
data augmentations,image augmentation,Image augmentations are classified into two groups: removal and alteration.
removal,alteration,The two groups of image augmentation are removal and alteration.
removal,randomresizedcrop,RandomResizedCrop is an operation that removes some information from the image.
removal,randomerasing,RandomErasing is an operation that removes some information from the image.
removal,randomgrayscale,RandomGrayscale is an operation that removes some information from the image.
removal,gaussianblur,GaussianBlur is an operation that removes some information from the image.
alteration,colorjitter,ColorJitter is an operation that alters the color or orientation of the image while keeping the main content.
alteration,randomhorizontalflip,RandomHorizontalFlip is an operation that alters the orientation of the image while keeping the main content.
alteration,randomverticalflip,RandomVerticalFlip is an operation that alters the orientation of the image while keeping the main content.
alteration,randomrotation,RandomRotation is an operation that alters the orientation of the image while keeping the main content.
multiple augmentations,original image,Using multiple augmentations simultaneously can introduce significant distortion to the original image
autoaugment,cubuk et al. 2018,AutoAugment automatically searches for the best augmentation policy using reinforcement learning.
randaugment,cubuk et al. 2020,RandAugment randomly selects from a pool of augmentation operations.
randaugment,autoaugment,RandAugment removes the searching stage in AutoAugment.
randaugment,number of augmentations,RandAugment involves two hyperparameters: the number of augmentations.
randaugment,magnitude,RandAugment involves two hyperparameters: the magnitude.
randaugment,n,The default setting for N in RandAugment is 2.
randaugment,m,The default setting for M in RandAugment is 9.
trivialaugment,m¨uller,TrivialAugment is referenced to M¨uller.
n,m,denoted as N
trivialaugment,randaugment,further drops the requirement of setting hyperparameters in RandAugment
trivialaugment,augmentation pool strategy,An augmentation pool strategy is designed in this paper
text augmentation,image augmentation,options are relatively more limited compared to image augmentation due to the abstract and discrete nature of language
back translation,original text,translates the original text to a specific language and then translates it back
synonym replacement,sentence,randomly selects words from the sentence and replaces with randomly chosen synonyms
random insertion,sentence,randomly chooses some words from the sentence and the synonyms of selected words are then inserted into random positions of the sentence
random swap,sentence,selects two words from the sentence at random and interchanges their positions
random deletion,word,randomly removes each word in
sentence,random,random deletion randomly removes each word in a sentence.
eda,sentence,EDA randomly selects one from synonym replacement
clip,image-text contrastive loss,CLIP equips with an image-text contrastive loss to pull positive samples together while pushing negative ones apart.
label,loss,Further
n-itc,image-text contrastive loss,Beyond N-ITC
self-supervised loss,ss,The self-supervised loss (SS) aims to maximize the similarity between two different augmentations of an image and prompts learning robust feature representations.
similarity,augmentations,The context mentions maximizing the similarity between two different augmentations of an image
feature representations,sample,The feature representations of two augmentations of the sample are mentioned
ss,image,The SS can be applied on the image
ss,text,The SS can be applied on the text
ss,image and text,The SS can be applied on both image and text
n-itc,augmented data view,The N-ITC leverages one augmented data view
mvs-i,image,The multi-view supervision loss of image (MVS-I) can be applied on the image
mvs-t,text,The multi-view supervision loss of text (MVS-T) can be applied on the text
mvs-it,image and text,The multi-view supervision loss of image and text (MVS-IT) can be applied on both image and text
n-itc,image-text pair,The N-ITC approximates optimizing DKL(Q∥P ) for the image-text pair
image-text pair,similarity probability,The concept of high similarity probability is associated with assigning the image-text pair to high similarity probability when its label distribution places a high probability (i.e.
cmpm (zhang and lu 2018),dkl(p∥q),The concept of CMPM (Zhang and Lu 2018) is related to optimizing DKL(P∥Q)
c-itc,n-itc,The concept of C-ITC is compared to other matching losses like N-ITC and R-ITC as illustrated in Figure 2.
(ip,tp),(in
lr−it c,dkl(pi,j∥ˆqi
cyclip (goel et al. 2022),c-itc,The concept of CyCLIP (Goel et al. 2022) is related to studying the cyclic image-text contrastive loss (C-ITC) to enhance geometrical consistency in data representation space.
c-itc,image-text contrastive loss (c-itc),The study focuses on mitigating the problem by using the cyclic image-text contrastive loss (C-ITC)
geometry of the resulting representation space,learned representations,The right-hand side of Figure 2 shows the geometry of the resulting representation space. Specifically
in-modality regularization,cross-modality regularization,For the in-modality regularization
c-itc,lci−it c,The C-ITC can be formulated as the sum of LCI−IT C and LCC−IT C
c-itc,lcc−it c,The C-ITC can be formulated as the sum of LCI−IT C and LCC−IT C
empirical study on data augmentation and loss function,model generalization,Apart from the empirical study on data augmentation and loss function
tbps-clip,baseline,The generalization of TBPS-CLIP as a baseline is evaluated by applying it to other TBPS methods
tbps-clip,small amount of tbps training data,TBPS-CLIP is fine-tuned using a small amount of TBPS training data to assess its generalization in the few-shot setting
clip∗,training tricks,CLIP∗ represents CLIP with all four training tricks. Ablations of training tricks on CUHK-PEDES.
