node_1,node_2,edge
reinforcement-learning agent,uncertain environment,The context discusses the exploration-exploitation trade-off for a reinforcement-learning agent in relation to its interaction with an uncertain environment.
standard formulation,hyperstate space,The standard formulation of BAMDPs faces challenges due to an intractably-large hyperstate space
hyperstate space,approximations,Much of the literature focuses on finding suitable approximations for dealing with the large hyperstate space.
bamdps,complexity measure,The paper introduces the concept of information horizon as a measure of complexity in BAMDP planning
agent's state of knowledge,epistemic uncertainty,The agent's state reflects its current epistemic uncertainty
epistemic uncertainty,posterior concentration,As the agent collects data
epistemic uncertainty,data accumulation,The posterior concentration occurs as the agent gathers more data
posterior concentration,bayes-optimal policy,After posterior concentration
information horizon,worst-case number of timesteps,The information horizon measures the minimum time needed for certainty about the environment.
mdp (markov decision process),bayes-optimal policy,An MDP provides the context for the optimal policy once the agent has exhausted its information horizon.
epistemic state abstraction,algorithmic tool,Epistemic state abstraction is used to balance complexity and near-Bayes-optimality in planning.
hyperstate space,intractable size,The size of the hyperstate space increases with the total number of knowledge states.
state abstraction,lossy compression,State abstraction compresses the epistemic state space for more manageable planning in BAMDPs.
bamdp (belief-augmented mdp),tractable planning,A smaller BAMDP results from state abstraction
state aggregation,efficiency improvement,Similar to MDP planning
traditional mdp planning,state aggregation,State aggregation has been effective in enhancing efficiency in traditional MDPs.
belief state aggregation,effectiveness,Belief state aggregation has shown effectiveness in POMDPs
pomdp (partially observable mdp),belief state aggregation,The success of belief state aggregation in POMDPs is comparable to the results in BAMDPs.
latent parameter,transition function,The latent parameter θ represents the uncertainty in the transition function Tθ.
latent parameter,parameter space θ,θ is a member of the known and finite parameter space Θ.
parameter space θ,finite,The parameter space is assumed to be finite
true parameters,finite set θ,The true parameters are believed to reside in the finite set Θ under the realizability assumption.
prior uncertainty,distribution p(θ),Uncertainty is reflected by the prior distribution p(θ) over the parameter space.
posterior distribution,p(θ),The prior distribution p(θ) is updated to a posterior distribution after observing environmental data.
bamdp,hyperstate space,The BAMDP is defined around a hyperstate space X which combines states and the posterior distribution over parameters.
hyperstate space,x = s × ∆(θ),Hyperstate space X consists of the Cartesian product of states S and the simplex of distributions ∆(Θ).
bayesian action-markov decision process (bamdp),reinforcement learning,BAMDP is related to reinforcement learning as it involves the exploration-exploitation trade-off
