node_1,node_2,edge
gateaux derivatives,statistical functionals,Gateaux derivatives are studied in the context of statistical functionals
probability distributions,data,Probability distributions are estimated from data
empirical gateaux derivatives,estimated distributions,Estimated distributions lead to empirical Gateaux derivatives through finite differencing.
empirical gateaux derivative,analytical gateaux derivative,The relationship between empirical and analytical Gateaux derivatives is explored
one-step adjustments,rate double robustness,One-step adjustments
dynamic treatment regimes,linear-programming formulation,Both dynamic treatment regimes and the linear-programming formulation for policy optimization are studied in inﬁnite-horizon Markov decision processes.
finite-difference approximation,statistical structure,The statistical structure of a functional can allow less conservative rates for finite-difference approximation.
finite-difference approximation,rates,rates refer to the accuracy of the finite-difference approximation method
average treatment effect,average policy values,Both are examples of inferential targets in causal machine learning
statistical functionals,data distribution,Statistical functionals are derived from the data distribution
first-stage bias,nuisance functions,First-stage bias can arise from estimating nuisance functions such as outcome regressions or transition probabilities
doubly robust estimator,bias-adjusted estimators,The doubly robust estimator is an example of a bias-adjusted estimator
semiparametric efficiency,double robustness,These are general frameworks for deriving bias-adjusted estimators
neyman orthogonality,debiased/double machine learning,Both are part of the frameworks for deriving bias adjustments in causal inference
longitudinal causal inference,offline reinforcement learning,These are areas where the discussed methodologies can be applied
offline policy evaluation/learning,offline reinforcement learning,Offline policy evaluation/learning is another term for offline reinforcement learning
general frameworks,analytic effort,The general frameworks often require significant analytic effort for obtaining concrete estimators.
practitioner,novel variants,A practitioner may be interested in novel variants of an estimand.
constrained class of functionals,particular class of problems,Constrained class of functionals are appropriate for specific classes of problems.
constrained markov decision processes (mdps),custom convex-optimization solvers,In constrained MDPs
case-specific re-analysis,desired statistical properties,Case-specific re-analysis is needed to establish the desired statistical properties.
constructive,numerical or algorithmic methods,bias adjustment
off-the-shelf procedures,estimating statistical functionals,Off-the-shelf procedures are developed for estimating statistical functionals for bias adjustment.
numerical approximation,gateaux derivatives,Numerical approximation is used to estimate Gateaux derivatives for bias adjustment.
interventional effects,numerical differentiation,[57] suggested numerical differentiation for estimating Gateaux derivatives of interventional effects.
numerical differentiation,gateaux derivatives,numerical differentiation is used to estimate Gateaux derivatives
gateaux derivatives,functionals,Gateaux derivatives are related to functionals that may be unavailable in closed form
influence functions,gateaux derivatives,influence functions can be derived using Gateaux derivatives
discrete data,continuous distributions,influence functions approach generalizes from discrete data to continuous distributions
numerical approximation,gateaux derivative,a Gateaux derivative can be numerically approximated
evaluating influence functions,numerical differentiation,evaluating influence functions involves numerical differentiation
optimization,numerical differentiation,numerical differentiation is used in optimization subroutines
advanced paradigms,exact gradients,advanced paradigms compute exact gradients
influence functions,qualitative interpretation,influence functions have a conceptual interpretation as a qualitative measure
differentiation viewpoint,conceptual interpretation of influence functions,connects the interpretation of influence functions as qualitative sensitivity analysis to causal inference
influence functions,causal inference,used in both qualitative sensitivity analysis and causal inference frameworks
empirical gateaux derivatives,numerical derivatives,provides exact characterizations in contrast to numerical derivatives based on oracle knowledge
statistical estimation,approximation of influence functions,focus of the work on implications for statistical estimation using numerical derivatives
trade-offs,statistical and computational aspects,exact characterizations inform the trade-offs between statistical accuracy and computational efficiency
finer-scaled discretization,lower approximation error,required for lower error but can lead to floating-point computation issues
average potential outcome,case study,used as an example to illustrate the concepts and trade-offs discussed
average treatment effect,potential outcomes,difference between the average potential outcomes defines the average treatment effect
treated mean,control mean,symmetric results apply to both the treated and control means
ﬁnite-differences,analytical gateaux derivative,relationship characterized between finite-differences and the analytical Gateaux derivative
numerical approximation,statistical performance,numerical approximation rates can preserve statistical performance
dynamic treatment regime,reinforcement learning,examples include applications in finite-horizon dynamic treatment regimes and infinite-horizon reinforcement learning
policy learning,finite-state,finite-action infinite-horizon markov decision processes
gateaux derivatives,custom constraints,constructive approach to Gateaux derivatives extends to cases with custom constraints
mean potential outcome,doubly-robust estimator,introduction of the mean potential outcome and the doubly-robust estimator
doubly-robust estimator,statistical functionals,The doubly-robust estimator is related to the estimation of statistical functionals.
gateaux derivative adjustments,one-step estimator,Gateaux derivative adjustments are used in the one-step estimator for orthogonalizing or debiasing.
numerical approximation,perturbed black-box evaluations,Numerical approximation involves perturbed black-box evaluations of statistical functionals.
empirical gateaux derivatives,numerical gateaux derivatives,The distinction is made between empirical and numerical Gateaux derivatives in the context.
causal identifiability,overlap/positivity,Causal identifiability assumes overlap/positivity and unconfoundedness/ignorability.
mean potential outcome,augmented inverse propensity weighting,The mean potential outcome is estimated using augmented inverse propensity weighting.
average treatment effect,doubly robust estimators,The average treatment effect is derived from the difference of doubly robust estimators for treated and control means.
treatment,mean potential outcome,The mean potential outcome depends on the treatment (A) and the outcome (Y ).
statistical functional,mean,The statistical functional corresponds to the mean.
outcome y,treatment a,Outcome Y is related to treatment A.
potential outcome,e[y (1)],Potential outcome is represented by the expected value E[Y (1)].
regression adjustment,conditional expectation,Regression adjustment involves estimating the conditional expectation.
inverse propensity weighting,e[y (1)],Inverse propensity weighting is another term for the overall functional E[Y (1)].
propensity score,e(x),e(x) denotes the propensity score.
robins et al.,doubly-robust estimator,Robins et al. introduced the doubly-robust estimator.
one-step adjustment,influence functions,One-step adjustment is an application of influence functions.
gateaux differentiable,functional,A functional is Gateaux differentiable if certain conditions are met.
influence function,perturbations,The influence function is defined in terms of perturbations to a probability measure.
perturbations,h,H represents perturbations in the context.
dirac measure,o,o is a degenerate Dirac measure mentioned in relation to perturbations.
o,o0,o0 is related to o and satisfies the identity o_o0(o) = o0.
r_(o; p),influence function,R_(o; P) refers to the influence function defined via perturbation.
gateaux derivative,influence function,The influence function can be defined using Gateaux derivatives.
carone et al.,semiparametric inference,Carone et al. contribute to semiparametric inference methods.
ichimura and newey,absolute continuity,Ichimura and Newey show how to obtain absolute continuity in semiparametric models.
dirac delta measure,o,o is referred to as the Dirac delta measure in the text.
smoothed distribution,˜o0(o),˜o0(o) is a smoothed distribution used as a replacement for the Dirac delta measure.
kernal function,˜o0(o),Kernels are involved in the construction of the smoothed distribution ˜o0(o).
perturbation,p oi,P oi represents a perturbation in the direction of a generic observation.
numerical approximation,finite differences,Finite differences are discussed as a method for numerical approximation.
