node_1,node_2,edge
human shape recovery,monocular rgb image,The task is about accurately recovering human shape from a single color image.
shapeboost,human shape recovery framework,ShapeBoost is a proposed solution for this challenging task.
pixel-level alignment,shapeboost,ShapeBoost aims to achieve precise pixel-level alignment
pca-based shape coefficients,previous approaches,Previous methods relied on PCA for shape representation
bone lengths,new human shape parameterization,ShapeBoost parameterizes human shape with bone lengths and part slice mean widths.
part-based parameterization technique,balance between flexibility and validity,This technique provides a balance by using a semi-analytical reconstruction algorithm.
clothing-preserving data augmentation module,shapeboost,The module helps generate diverse body shapes and accurate annotations while preserving clothing.
state-of-the-art methods,experimental results,ShapeBoost outperforms existing methods in handling diverse body shapes and clothing conditions.
human pose estimation,application,High accuracy in human pose estimation is a foundation for applications like VR
human pose estimation,human shape estimation,The context mentions that Li et al.'s methods excel at human pose estimation but struggle with human shape estimation
overfitting issue,diverse body shapes,The lack of diverse image datasets contributes to the overfitting problem on body shape estimation.
first kind of methods,synthetic data,These methods use synthetic data to reduce the domain gap
first kind of methods,proxy representations,Proxy representations are used to address the domain gap
second kind of methods,weak supervision,Shape cues are exploited as weak supervision
synthetic images,unnatural,unrealistic texture and clothing
2d clues (segmentations,silhouettes),human pose and clothing
inaccurate proxy representations,thick garments,occlusions
human pose,inaccurate pose estimation,relation: causes or issue
thick clothing,wrong guidance of human shape,relation: also causes
real-world images of extreme shapes,insufficient for training,relation: limitation
shapy (choutas et al. 2022),uses linguistic attributes and body measurements,relation: method
shapy (choutas et al. 2022),poor performance on extreme body shapes,relation: limitation
first kind of methods,failure on occlusion or thick clothing,relation: scope
second kind of methods,failure on extreme body shapes,relation: scope
shape-boost,novel part-based shape parameterization,relation: introduced by
bone lengths,calculated from human keypoints,relation: derived from
part widths,regressed by neural network,relation: learned during training
pca coefficients,original shape parameters,relation: comparison
pca coefficients,part-based parameterization,The new parameterization is derived from PCA coefficients
shapeboost,image-shape pairs,During training
human body segmentation,image transformation,A clothing-preserving augmentation method involves segmenting the human body
appearance consistency heatmap,human segmentation,The heatmap guides the process of pasting the transformed human segmentation back onto the image
previous sota methods for human shape estimation,shapeboost,ShapeBoost improves upon previous state-of-the-art methods that struggle with thick clothes and extreme body shapes
shapeboost,realistic images,ShapeBoost generates realistic images with diverse human shapes in natural clothing and accurate annotations.
ex-,accurate description,The new parameterization provides an accurate description of human shapes.
parameterized human model,optimization,Estimation methods for the parameterized human model involve optimizing parameters.
parameterized human model,regression-based methods,Regression-based methods use neural networks to estimate parameters
optimization,regression-based methods,Some approaches combine optimization and regression for parameter estimation.
model-free methods,direct prediction,Model-free methods bypass the need for a parameterized model by predicting free-form representations of the human body.
human pose estimation,human shape estimation,Model-free methods primarily focus on pose estimation
inverse kinematics,human pose estimation,Our work uses inverse kinematics to estimate human pose within the model-based category.
inverse kinematics,human pose estimation,The context discusses using inverse kinematics to estimate the human pose
hybrik (li et al. 2021),inverse kinematics,HybrIK serves as a reference method for the approach being described
flexible and interpretable parameterization,shape reconstruction pipeline,These are components used together to achieve more accurate and robust shape estimation
3d body shape estimation,pose estimation,The context differentiates between pose estimation
novel training datasets,accurate human body shape under clothing,Some methods target improving body shape estimation specifically for situations where clothing affects the shape
training datasets for human shape estimation,2d human datasets (lin et al. 2014),These datasets are mentioned as sources for accurate annotations
3d human datasets (von marcard et al. 2018; ionescu et al. 2013),training datasets,These are examples of commonly-used datasets for 3D human shape estimation
shapeboost framework,image augmentation module,The ShapeBoost framework is composed of multiple modules
shapeboost framework,shape parameter,The framework retrieves a final mesh based on the pose and shape parameter
proxy representations (prs),part segmentation masks,Varol et al. (2017) used part segmentation masks as an example of PRs.
part segmentation masks,silhouettes,Sengupta
canny edge detection results,part segmentation masks,Sengupta
2d keypoint heatmaps,part segmentation masks,Similar to part segmentation masks
real-world data,2d shape cues,Dwivedi et al. (2021) and Omran et al. (2018) used real-world data with 2D shape cues for training.
body-part segmentation masks,silhouettes,Both Dwivedi et al. (2021) and Omran et al. (2018) employed body-part segmentation masks and silhouettes.
lvd (corona et al. 2022),image-aligned features,LVD learns vertex descent direction based on aligned image features.
shapy (choutas et al. 2022),linguistic attributes,SHAPY uses linguistic attributes and body measurements as supervision.
smpl model,human shape recovery,Our method addresses human shape recovery using the SMPL model.
our method,diverse human body shapes,Our method generates diverse shapes without altering clothing
our method,small domain gap,The diversity generated by our method has a small domain gap.
our parameterization,ambiguity in thick clothing,Our parameterization reduces ambiguity even with thick clothing.
our method,pose estimation accuracy,It maintains accuracy even when pose estimation is imprecise.
smpl model,human body pose and shape representation,SMPL model is used to represent human body pose and shape
pose parameters (θ),relative rotation of body joints,Pose parameters θ determine the relative rotation of joints in the SMPL model.
shape parameters (β),pca body shape basis coefficients,Shape parameters β control the body shape
rest-pose mesh (t),constructed using s(β),The rest-pose mesh is generated first
target pose,driven by function p(θ,s(β))
