node_1,node_2,edge
weakly-supervised temporal video grounding,multi-modal videos,The paper focuses on leveraging multi-modal videos for weakly-supervised learning
multi-modal videos (rgb frames,optical flows),richer supervision
labor-intensive and subjective labeling,inadequate supervision,Weakly-supervised approaches suffer from limited supervision
challenging task,exploiting complementary information,The paper aims to tackle the challenge by utilizing complementary information across modalities.
multi-modal distillation algorithm,model training,The proposed algorithm uses multi-modal knowledge as supervision
single modal input,practical scenarios,The approach ensures applicability even when not all modalities are available in real-world situations.
cross-modal mutual learning,synergic supervision,Cross-modal mutual learning enhances the model's generalization capability by integrating different modalities.
rgb frames,optical flow,Complementary information: RGB frames capture appearances
rgb frames,audio,Synergistic cues: Integrating multiple modalities improves generalization and robustness
multi-modalities,model parameters,Negative impact: Increased computational costs from additional model parameters.
multiple modalities,computational burden,Limitation: Heavier computational burden for optical flow processing.
multiple modalities,data availability,Limitation: Audio modality may not be present in surveillance videos.
optical flows,lucas and kanade (1981),Reference: Optical flow computation in the literature.
model,practicability,Limited by practicality due to computational and data availability concerns.
weakly-supervised temporal video grounding,multi-modal videos,We are the first to use multi-modal videos to address the inadequate supervision issue in weakly-supervised temporal video grounding.
multi-modal videos,single-modal baseline,A multi-modal distillation algorithm is proposed to transfer knowledge from multi-modal videos to a single-modal student model.
fully-supervised temporal video grounding,weakly-supervised temporal video grounding,Our work contrasts with fully-supervised methods
multi-modal videos,mutual learning,A mutual learning algorithm explores weakly-supervised temporal video grounding with multi-modal inputs
single-modal baseline,local-global contrastive learning,We design a single-modal model using local and global contrastive learning
temporal video grounding,fully-supervised temporal video grounding,The task of temporal video grounding is first introduced by Gao et al. (2017)
fully-supervised temporal video grounding,attention mechanism,Liu et al. (2018) suggest applying attention mechanism to highlight important visual features in this context.
fully-supervised temporal video grounding,event propagation network,An event propagation network is developed in (Bao
fully-supervised methods,labor-intensive annotations,These methods rely on annotations of temporal boundaries
weakly-supervised temporal video grounding,rgb frames,Existing works (Gao et al. 2019; Zheng et al. 2022a
weakly-supervised temporal video grounding,joint visual-semantic embeddings,Early works like Mithun
weakly-supervised temporal video grounding,contrastive proposal learning,Zheng et al. (2022a) propose contrastive learning to distinguish positive segments from confusing ones in the same video.
rgb frames,synergic input,Our work innovates by capitalizing on synergic inputs beyond just RGB frames
single-modal baseline,multi-modal teacher model,The single-modal baseline serves as a starting point
