node_1,node_2,edge
stochastic gradient descent (sgd) algorithm,general stochastic sequence,The SGD algorithm is driven by a general stochastic sequence
stochastic gradient descent (sgd) algorithm,markov chain monte carlo (mcmc) samplers,SGD algorithms are compared using the notion of 'efficiency ordering'
efficiency ordering,covariance matrices,Efficiency ordering is applied to the covariance matrices of the scaled iterate errors in SGD's long-term behavior.
input sequences,performance,More efficient input sequences lead to better performance for both MCMC and SGD in terms of covariance and mean squared error (MSE) in the limit.
sgd,decentralized optimization,In decentralized optimization and swarm learning
sgd,mini-batch gradient descent,Our analysis unifies the understanding of gradient descent with shuffling and mini-batch gradient descent under the efficiency ordering framework.
non-markovian processes,markovian counterparts,Non-Markovian processes can outperform their Markovian counterparts in the context of efficiency ordering for SGD
stochastic gradient descent (sgd),machine learning,SGD is widely used in machine learning as a primary optimization technique.
stochastic gradient descent (sgd),signal processing,SGD is also employed in signal processing
stochastic gradient descent (sgd),engineering fields,It finds applications in various engineering disciplines where optimization problems need to be solved.
optimization problem,closed and convex set θ,The optimization problem involves finding the minimum over a set Θ which is closed and convex.
θ*,minimumimizer,θ* is the minimizer of the function f
step size γt,update rule,The iterative update rule involves adjusting θ with the step size γt and the gradient of the current function.
projection operator projθ,constraint set θ,ProjΘ projects the updated value back onto the constraint set to maintain feasibility.
sequence {xt},stochastic sampling,The sequence {Xt} is generated stochastically
adam,variants of sgd,Adam is an example of a variant of SGD
efficiency ordering,broader family of stochastic optimization algorithms,The paper explores extending the concept of efficiency ordering to a wider range of optimization methods.
wireless sensor networks,robotics,These two concepts are mentioned together in the context
rwsgd algorithms,metropolis-hastings random walk (mhrw),RWSGD algorithms are based on the underlying Markov chain in the form of MHRW
markov chain,finite time bounds,The analysis of RWSGD algorithms typically involves finite-time bounds
mixing time,second largest eigenvalue modulus (slem),The mixing time of the Markov chain is related to the second largest eigenvalue modulus (SLEM)
diminishing step sizes,convergence rate,Diminishing step sizes (γt = t−α) influence the convergence rate of the iterate sequence
local gradients,m (quantity),M is often proportional to local gradients evaluated at the minimizer
mixing time,convergence rate,The mixing time is crucial in determining the convergence rate of the SGD algorithm
mixing time,stationary distribution,Mixing time captures the rate at which a Markov chain converges to its stationary distribution.
sgd algorithm,markov-chain-driven gradient descent,The SGD algorithm's convergence rate can be influenced by the mixing time of the Markov chains driving the sequence.
asymptotic variance (av),second-order properties of markov chains,The asymptotic variance is a measure of the second-order properties of Markov chains
estimator ˆµt(g),average of g(xi),The estimator ˆµt(g) represents the average of function values g(Xi) up to time t in a Markov chain.
asymptotic variance (av),limiting variance of the estimator,The AV is the long-term variance of the estimator ˆµt(g) as t approaches infinity.
central limit theorem,av (for functions with finite eπ(g2)),The Central Limit Theorem is connected to the AV
central limit theorem (clt),markovian kernel,The AV is associated with the CLT for any Markovian kernel on a finite state space.
average variance (av),mixing time of a markov chain,The AV is very strongly related to the mixing time; a smaller AV indicates chain efficiency.
markov chain,burn-in period,Achieving desired accuracy in a Markov chain is often done by using a burn-in period to eliminate correlation with the initial state.
sample size (t),desired accuracy,A smaller AV means fewer samples are needed after mixing to reach a desired level of accuracy.
epoch,shuffling,An epoch refers to one complete pass over the data set
step size,optimality,The step size is a parameter in optimization algorithms
signal-to-noise ratio (slem),av,The AV has an upper bound in terms of the SLEM; a smaller SLEM implies faster mixing and potentially a smaller AV.
worst-performing chain,largest mean square error (mse),The worst-performing chain has the largest mean square error
mhrw,modified-mhrw,MHRW and Modified-MHRW share the same SLEM but exhibit different performance
mhrw (p1),modified-mhrw (p2),Both P1 and P2 are compared as stochastic inputs for RWSGD
mhrw (p1),fmmc (p3),P1
slem,performance difference,The intuition from SLEM does not hold for MHRW and Modified-MHRW
av (asymptotic variance),performance judgment,AV can be used as an alternative to SLEM for judging the performance of stochastic inputs in SGD.
stochastic approximation (sa) algorithms,clt (central limit theorem),The asymptotic variance appears in the CLT for SA algorithms
scaled iterate errors,limiting covariance matrix,The covariance matrix contains more information than MSE bounds and relates to the scaled iterate errors.
sgd algorithms,section 3,In the context of SGD
sgd algorithms,exact vector-valued gradient,The context mentions that SGD algorithms embed the 'exact vector-valued gradient' evaluated at the optimizer.
sgd algorithms,transition matrix,SGD algorithms have information about the 'transition matrix'; this contrasts with bounds based on mixing time that typically consider only the second largest eigenvalue modulus.
clt (central limit theorem),covariance matrix,The CLT suggests that the covariance matrix plays a significant role in finite-time MSE bounds
finite-time mse bounds,weighted mse,Weighted MSE is a broader concept used in areas like wireless MIMO and process optimization
asymptotic analysis,av (average variance) in mcmc literature,The paper connects asymptotic analysis in Markov Chain Monte Carlo (MCMC) with AV
asymptotic analysis,efficiency ordering,The proposed framework links asymptotic analysis to efficiency ordering
sgd algorithms,random walk variants,The framework can be used to design different variants of random walks.
sgd iteration (2),sampling methods,The framework compares existing sampling methods within the SGD iteration.
reversible markov chains,av (asymptotic variance),The AV is related to every eigenvalue of the transition matrix.
transition matrix,mixing time,Mixing time is connected to the SLEM (spectral gap) analysis.
loewner ordering,covariance matrices,Covariance matrices of efficient random walks are Loewner ordered.
non-markovian stochastic processes,markovian counterpart,Efficiency ordering applies even to non-Markovian processes compared to their Markovian counterparts.
weighted mse (mean squared error),improvement,Efficiency ordering leads to reduced weighted MSE.
state space augmentation,sgd analysis,The augmented state space enables analyzing single and random shuffling.
i.i.d. sampling,shuffling,Shuffling is shown to be more efficient than i.i.d. sampling for certain objective functions.
mini-batch sgd algorithms,comparison,Efficiency ordering extends to mini-batch SGD.
efficiency ordering,accuracy improvement,Higher efficiency leads to smaller errors in SGD.
asymptotic analysis,numerical results,Efficiency ordering holds over time and input sequences.
matrix (m),l2 norm (∥ · ∥2),The l2 norm is used for vectors or the 2-norm for matrices.
jacobian matrix (∇f),vector-valued function (f),∇f represents the derivative of the vector-valued function f.
hessian matrix (∇2g),scalar-valued function (g),∇2g denotes the second derivative of the scalar-valued function g.
gradient (∇θg),parameter (θ),The gradient of the scalar-valued function g is taken with respect to the parameter θ.
loewner ordering ('≤l'),matrices,A ≤L B indicates that matrix A is less than or equal to matrix B in the Loewner sense.
trace (t r(a)),matrix (a),T r(A) refers to the sum of the diagonal elements of matrix A.
graph (g(v,e)),node set (v)
node set (v),degree vector (d),d is the vector with elements representing the number of neighbors for each node in V.
neighbor set (n (i)),node i,N (i) consists of the neighbors of node i in the graph.
random walk ({xt})t≥0,stationary distribution (π),π is the limiting distribution reached by the random walk as t approaches infinity.
ergodic markov chain,stationary distribution π,The stationary distribution π is defined for an ergodic Markov chain
objective in (1),stationary distribution π,The objective is rewritten using π as the expectation of a function G(θ
generalized update rule,input sequence,The generalized update rule applies to input sequences with non-uniform stationary distributions
mhrw (markov hardcore random walk),uniform target distribution,An example of input sequence is MHRW with a uniform target distribution π = 1/n
simple random walk,connected graph g(v,e)
asymptotic covariance matrix,finite,irreducible markov chain
ergodic theorem,stationary distribution π,The ergodic theorem ensures that for functions g
asymptotic covariance matrix,σx,In the context
averaged iterates,θt,The averaged iterates are represented by the sequence {θt}t≥0
averaged iterates,¯θt,As t goes to infinity
averaged iterates,n(0,v′x)
objective function,f(·),The context mentions a non-convex objective function f(θ)
polyak-łojasiewicz inequality,(a2),Assumption (A2) is compared to the Polyak-Łojasiewicz inequality
stochastic approximation algorithms (sa),clt result,A general CLT result for SA algorithms is provided in Appendix A
iterates converging to minimizer,minimizers,For the case of multiple minimizers
