node_1,node_2,edge
supervised learning,deep models,Supervised learning with deep models is the focus
materials science,graph neural networks,Graph neural networks have been recently employed in materials science
graph neural networks,molecules,These networks draw direct inspiration from models designed for molecules
materials,crystalline symmetry groups,Materials possess crystalline structure
equivariant models,crystalline symmetry groups,The proposed models are equivariant to crystalline symmetry groups
message passing operations,permutation groups,The models generalize message passing operations for compatibility with broader permutation groups.
crystal graph,convolution operation,The models define an expressive convolution operation specifically for crystal graphs.
property prediction tasks,state-of-the-art,These equivariant models achieve competitive results compared to existing state-of-the-art approaches.
computational chemistry,molecular property prediction,Molecular property prediction is a well-established application of computational chemistry
neural network architectures,larger assemblies of atoms (materials),The challenge addressed is designing neural networks for materials
deep learning,ab initio simulation methods (dft),Deep learning can complement computationally intensive methods like density functional theory (DFT) in material science.
crystals,materials,Crystalline materials are a type of materials characterized by the ordered arrangement of atoms in lattices
crystals,unit cell,A crystal is described by the regular repetition of a set of atoms
crystals,symmetry,Crystals are characterized by a high degree of symmetry
crystals,graph neural networks (gnns),GNNs have been proposed for supervised prediction tasks on crystals
gnns,structural information,The author suggests that GNNs lose structural information when mapping crystal structures to graphs because they are equivariant to atom permutations
equivariant layers,supervised learning,Equivariant layers are introduced in the paper for the purpose of supervised learning specifically tailored for handling the symmetries in materials
product of groups g⇤,equivariant models,The proposed approach uses models that are equivariant to a product of groups G⇤
translational symmetry,crystal,The term 'translational symmetry' refers to the property of a crystal
lattice,unit cell,A lattice defines subsets of Rn called unit cells
unit cell,atomic positions,In a material
atomic positions,s,S represents the set of atomic positions in a material's unit cell
sublattice,lattice,A sublattice is a lattice subset with its own basis
sublattice,supercell,The supercell is the unit cell associated with a sublattice
centring vectors,sublattice,Centring vectors are coset representatives used to define a sublattice within the full lattice
supercell,coset decomposition,The supercell is related to the coset decomposition of the lattice
lattice points,supercell cp,The centering vectors are the lattice points contained within the supercell.
basis vectors a1,lattice ⇤,a1 is a lattice constant that defines the underlying lattice.
graphene,two-dimensional crystal,Carbon atoms form a two-dimensional crystal structure with a honeycomb pattern.
carbon atoms,honeycomb structure,The arrangement of carbon atoms creates a honeycomb structure.
unit cell,s = 0,a1
sublattice ⇤p,basis vectors b1,b2
supercell up,centring vectors,Centring vectors correspond to lattice points within the supercell UP.
space group g,euclidean group e(n),Space groups are subgroups of the Euclidean group
space group element,(w,t)
point group p,space group g,The point group is a subset of the space group and represents the symmetries around a central point.
space group,point group,The point group P is obtained from linear part operations in the space group G
