node_1,node_2,edge
spatiotemporal representation,spatial dimensions,spatiotemporal representation is performed in the spatial dimensions
spatiotemporal representation,temporal dimensions,spatiotemporal representation is performed in the temporal dimensions
spatiotemporal representation,entorhinal-hippocampal system,entorhinal-hippocampal system provides graph representations for general knowledge
entorhinal-hippocampal system,entorhinal grid cells,entorhinal grid cells provide concise spatial representations
entorhinal-hippocampal system,hippocampal place cells,hippocampal place cells represent perception conjunctions effectively
ste,pois,STE framework is applied to POIs
step,sequential representation,STEP considers sequential representation for POIs
step,spatiotemporal conjunctive representation,STEP considers spatiotemporal conjunctive representation for POIs
step,spatiotemporal context graph,STEP constructs a spatiotemporal context graph for POIs
ste,pois,STE jointly represents the spatiotemporal natures of POIs
step,poi recommendation method,STEP is used for POI recommendation method
ste,spatiotemporal representation-centered tasks,STE representation approach is demonstrated in spatiotemporal representation-centered tasks
spatiotemporal representation approach,trafﬁc ﬂow prediction problem,The spatiotemporal representation approach is studied in the context of the trafﬁc ﬂow prediction problem
location-based web services,instagram and yelp,The rapid growth of location-based web services like Instagram and Yelp is mentioned
points-of-interest (pois),poi recommendations,Points-of-Interest (POIs) and their contexts are mentioned as important for successive POI recommendations
poi information utilization,vector representation space,Encoding POIs into vector representation space is crucial for advanced POI analysis and downstream applications
consecutive check-ins,markov chain model,Consecutive check-ins are mentioned as being highly correlated and studied using the Markov chain model
tensor factorization technique,target users and pois,The tensor factorization technique is used to model target users and POIs separately by interacted features
target users,pois,modeled separately by interacted features for POI recommendation
neural networks,recurrent neural nets,remolded to represent POIs and user preferences implicitly
geographical attributes,pois,used power-law distribution
geographical modeling methods,poi geographical influences,provide single-scale or coarse-grained manually designed representations and deficient in capturing the POI-specific spatial features
temporal dimension,poi modeling,offers indeterminate auxiliary information for POI modeling
time interval,time state variables,or temporal transition vectors
methods,temporal patterns,focused on utilizing general temporal patterns among all POIs and failed to exploit the POI-specific visiting time patterns
poi-speciﬁc visiting time patterns,poi-speciﬁc spatiotemporal character-istics,These two terms are related as the first term mentions the general temporal patterns among all POIs and the second term talks about the POI-speciﬁc spatiotemporal characteristics that were not adequately mined and utilized.
entorhinal-hippocampal system,mammal cognition architecture,The entorhinal-hippocampal system plays a central role in the mammal cognition architecture
entorhinal grid cells,multi-scale periodic spatial representation,The Nobel Prize-winning neuroscience research demonstrated that entorhinal grid cells provide an effective multi-scale periodic spatial representation.
entorhinal-hippocampal system,non-spatial inference,The entorhinal-hippocampal system is critical for the non-spatial inference that relies on understanding the associations between perceptions from various perspectives.
