node_1,node_2,edge
online manner,subset of elements,Elements arrive in an online manner refers to the sequential arrival of items
subset of elements,combinatorial constraints,The selection process is subject to combinatorial constraints
single element,simplest example of constraint,A simple constraint is selecting only one element
online manner,binary decision,In this formulation
active element,selecting at most one,The constraint restricts the selection to at most one active element throughout the process.
prophet inequality problems,famous examples,Prophet inequality problems and secretary problems are well-known instances of the broader setting discussed.
secretary problems,famous examples,Similarly
continuous relaxation,approach for solving,A common strategy is to use continuous relaxation of the problem to find an optimal fractional solution.
fractional solution,upper bound,The optimal value of the relaxation provides an upper bound on the performance of online or offline algorithms.
optimal fractional solution,marginals of elements,The fractional solution x* represents the probabilities or weights associated with each element.
online algorithm,maximizing value,The optimal solution x* is used to design an online algorithm that aims to maximize the value of the selected subset.
algorithm,online rounding procedure,The algorithm corresponds to an online rounding procedure for an optimal solution.
online rounding procedure,x∗,It is designed to maximize the value of the subset of elements selected
problem,linear program,The paper contributes algorithms for rounding an optimal solution to a linear program in an online manner.
online nature,ai,The online nature is relevant in AI due to the inability to control the arrival order of agents.
rounding algorithms,online contention resolution schemes,These algorithms are a type of CRS for online problems
contention resolution schemes (crss),submodular function maximization,Originally designed to maximize submodular functions
constraint family,examples,Examples include independent sets in matroids
combinatorial constraints,independent set,One example is selecting an independent set in a given matroid.
combinatorial constraints,feasible matching,Another example is selecting a feasible matching in a given graph.
transversal matroids,matching markets,Transversal matroids have been used to model matching markets
independent set,matroid,An independent set is a concept in matroid theory
feasible matching,graph,A feasible matching refers to a set of edges in a graph where no two edges share an endpoint and are compatible with the given constraints.
feasible set,knapsack constraint,A feasible set under a knapsack constraint consists of elements whose total size does not exceed a given capacity while satisfying other conditions.
chekuri,vondrák,and zenklusen (cvz11)
random set r,active elements,In CRSs
r,r',R' is a feasible subset of R obtained after dropping specific elements to meet the constraints.
online contention resolution schemes (ocrss),bayesian and stochastic online optimization,OCRSs were introduced by Feldman
ocrss,prophet inequalities,OCRSs are applicable in a range of online optimization problems
bayesian and stochastic online optimization,prophet inequalities,Prophet inequalities are a specific type of problem within the broader context of Bayesian and stochastic online optimization.
prophet inequalities,[ls18],LS18 refers to a paper that discusses or contributes to the topic of prophet inequalities.
stochastic probing,[asw16,gn13
posted pricing mechanisms,[hks07],HKS07 is a reference to a paper dealing with posted pricing mechanisms
ocrss,greedy ocrss,OCRSs (Online Combinatorial Resource Scheduling) include a subclass called greedy OCRSs
greedy ocrss,linear programming duality,Greedy OCRSs often require linear programming duality for optimal design
greedy ocrss,non-greedy ocrss,Greedy OCRSs are suboptimal compared to non-greedy OCRSs but are simpler in design.
non-trivial constraint,linear programming duality,To optimize non-trivial constraints
single-item setting,1/e-selectable ocrs,Theorem 1.1 states that there exists a 1/e-selectable OCRS specifically designed for the single-item setting.
1/e-selectable ocrs,theorem 1.3,Theorem 1.3 demonstrates that this 1/e-selectable OCRS is optimal for the single-item setting
theorem 1.3,ε > 0,The theorem asserts that for any positive ε
single-item setting,1/2 (non-greedy) ocrs,In contrast
partition matroid constraint,corollary 1.2,Corollary 1.2 extends the single-item greedy OCRS to partition matroids
greedy ocrs,transversal matroids,The OCRS is further extended to transversal matroids in the text
bayesian mechanism design,posterior price mechanisms,CHMS10 and CVZ11 discuss applications of CRSs
crss (correlation selective mechanisms),prophet inequality problem,OCRSs were developed with Bayesian mechanism design as a motivation
ocrss (optimal correlation selective mechanisms),greedy ocrs for matroids,Feldman
greedy ocrs for matroids,1/2-selectable ocrs for matroids,Lee and Singla showed a connection
1/2-selectable ocrs for matroids,1/(k+1)-selectable rocrs for k matroids,Adamczyk and Wlodarczyk's work includes a 1/(k+1)-selectable ROCRS for the intersection of k matroids.
rocrss (random order crss),improved bounds for random arrival order,ROCRSs yield better bounds when the arrival order is random
matching problem,0.337-selectable ocrs for bipartite graphs,Ezra et al designed a 0.337-selectable OCRS specifically for bipartite matching in the context of OCRSs.
monotone crss,polyhedral approach by bruggmann and zenklusen,Bruggmann and Zenklusen developed optimal monotone CRSs using a novel polyhedral method.
stochastic optimization,online algorithms,This work connects to both stochastic optimization and online algorithms
mechanism design,subfield of economics,The broader context highlights the relevance of mechanism design as a subfield within economic theory.
oblivious ocrs,non-oblivious ocrs,The context contrasts the oblivious OCRS with a non-oblivious OCRS
1/e-selectable ocrs,optimality,The first main result presented in Section 3 is a 1/e-selectable OCRS
greedy ocrs,obliviousness,The OCRS described is not oblivious
fractional point x,fractional point y,The obliviousness criterion refers to the equality of πx(S) and πy(S) distributions for any two fractional points x and y.
crs (combinatorial rate shaping),supplementary material,The appendix contains all omitted proofs and the code used for experiments
experimental results,previous schemes,Section 6 presents experimental results demonstrating the superiority of the new schemes over previously known ones.
probability,monotone,A scheme is considered monotone if the probability of selecting an element i increases when its inclusion set A1 expands (A1 ⊆ A2).
probability xi,random subset r(x),In an OCRS
random order contention resolution schemes (rocrs),adversarial arrival order,ROCRS refers to the case where element arrival order is chosen uniformly at random
adversarial arrival order,three different adversaries,There are three types of adversaries distinguished in the context of adversarial arrival order.
online contention resolution schemes (ocrs),immediate decision,An OCRS requires immediate and irrevocable decision-making for each observed element.
ocrs,subset i ⊆ r(x),An OCRS algorithm selects a subset I from the set of active elements R(x) after observing them.
adamczyk and wlodarczyk,results on rocrss,Adamczyk and Wlodarczyk provide interesting results specifically on Random Order Contention Resolution Schemes in [AW18].
arrival order,adversary,The context introduces 'arrival order' as the main subject and explains that there are three types of adversaries in terms of the information they have: offline
offline adversary,almighty adversary,These adversaries are contrasted; the offline adversary is the weakest
online adversary,offline adversary,almighty adversary
information,adversary,The strength of an adversary is determined by the information they have access to.
random events,almighty adversary,An almighty adversary has access to realizations of all random events
realization of elements,online adversary,The online adversary's choices are based on the realizations of elements revealed up to that point.
feasible sets,ocr,The context defines a 'greedy OCRS' which interacts with feasible sets in the context of optimizing some process.
greedy ocrs,p,f
relaxation,p,P is a relaxation of feasible sets
down-closed subfamily,fπ,x
fsz16,definition,FSZ16 is a reference to a source that defines or discusses greedy OCRSs.
randomized greedy ocrs,deterministic greedy ocrs,relation: contrast
greedy ocrs,c-selectability,relation: a greedy OCRS is characterized by its c-selectability
c-selectable,active element e,relation: a c-selectable OCRS must maintain feasibility with probability at least c when including an active element e in the selection.
fractional point x,1/4-selectable single item greedy ocrs,relation: the example given is of a 1/4-selectable OCRS
step i,element i,relation: the process unfolds in steps
greedy ocrs,single item setting,There is no 1/2-selectable greedy OCRS for the single item setting.
theorem 1.1,section 4,The proof of Theorem 1.1 is discussed in Section 4.
uniform matroid of rank 1,m = (n,i)
polyhedral relaxation,p,P is a polyhedral relaxation of the uniform matroid M
ocrs,π = πx,πx is the OCRS created from a given x in the polyhedral relaxation P.
r(q),random set drawn by π,π draws a random set R(q) at each query.
