node_1,node_2,edge
1 - nx,1,#57a2db
16 observers are invited to score the visual quality of synthetic results from 1 (the worst) to 5 (the best),2,#db5768
3d movies,3,#91db57
3d movies dataset,4,#57db80
3d-photo,4,#57db80
ablation study results on 3d movie test set,2,#db5768
adampi,4,#57db80
adampi methods,2,#db5768
adjacent frames,5,#aadb57
are not available in this test set,2,#db5768
are unavailable in this test set,2,#db5768
avq,2,#db5768
biaqpiq,2,#db5768
biqa and mos results of light field video conversion from planar clips,2,#db5768
blurry results,4,#57db80
c t+1i,6,#ba57db
can synthesize occluded regions that are more consistent with gt,2,#db5768
channel,5,#aadb57
context,7,#a157db
context features et+1,1,#57a2db
context flow,9,#c3db57
context mask,10,#5fdb57
decoder,4,#57db80
deep neural network (dnn)-based 2d-to-3d video conversion methods,11,#db5780
deep3d,4,#57db80
density maps,5,#aadb57
depth information,4,#57db80
depth maps,13,#d357db
dibr,4,#57db80
"dibr, 3d-photo, and adampi methods suffer from the missing information of occluded areas",2,#db5768
dm,14,#8857db
dpt,6,#ba57db
drgb−σ,15,#db57cb
"dt, it",6,#ba57db
encoder,4,#57db80
ergbd,16,#dba957
et,1,#57a2db
et al. 2017),7,#a157db
et+1,1,#57a2db
et+1j=i m t,1,#57a2db
etj=i m t,1,#57a2db
etm ti,1,#57a2db
favp,12,#78db57
figure 6,2,#db5768
flow warping module,20,#57dbca
flow-based video inpainting,7,#a157db
frame,8,#6f57db
fusion artifacts,5,#aadb57
gt,2,#db5768
gt right view,21,#db5f57
hole regions near zero values in plane p tj=i m t,1,#57a2db
holes artifacts,4,#57db80
i-th plane,5,#aadb57
implicit neural representation,22,#57db67
inaccurate flow estimation,5,#aadb57
initial learning rate,4,#57db80
input planar frame,8,#6f57db
k,6,#ba57db
ke et al. (2021),2,#db5768
keet al. (2021),2,#db5768
left view,23,#57db99
light-field videos,5,#aadb57
loss function for depth map,25,#db57b2
map,5,#aadb57
mask branch,6,#ba57db
mask branches,5,#aadb57
masked optical flow warping (mofw),5,#aadb57
middlebury stereo dataset,24,#5757db
mine,4,#57db80
module,8,#6f57db
mofw module,8,#6f57db
mos,2,#db5768
mpi,5,#aadb57
mpi representation,7,#a157db
multi-view capturing,27,#5789db
multiplane images (mpi),28,#57dbb2
multiview light-field-like data,4,#57db80
niklaus et al. 2019,7,#a157db
nx(cid:16),6,#ba57db
occluded areas,2,#db5768
occluded contents and generates unsatisfying halos,4,#57db80
occluded details,29,#db5799
occluded regions,5,#aadb57
occlusion exposure areas,5,#aadb57
optical flow,7,#a157db
original mpi approaches,7,#a157db
p t,5,#aadb57
planar video stereoscopy,5,#aadb57
planar videos,5,#aadb57
plane,5,#aadb57
plane reconstruction branch,5,#aadb57
pn9,1,#57a2db
proposed method,2,#db5768
psnr,4,#57db80
r,6,#ba57db
raft,19,#dbc257
recent mpi methods,7,#a157db
reconstructed light-field frames of tmpi,8,#6f57db
reconstructed stereo video frames of tmpi,8,#6f57db
rgb color values,5,#aadb57
rgbd,26,#db7857
single-view view synthesis,30,#dbdb57
sizing multiview light-field-like data,4,#57db80
smaller disparities than gt,4,#57db80
sof tmax,31,#57badb
sota methods,5,#aadb57
spaq,2,#db5768
stereo training data generated from vimeo90k,4,#57db80
stereo video dataset,18,#57d3db
stereo videos,5,#aadb57
suffer from the missing information of occluded areas,2,#db5768
suffers from the missing information of occluded areas,2,#db5768
t (c t),5,#aadb57
table 3,2,#db5768
table 4,2,#db5768
temporal mpi,17,#db9057
ti,6,#ba57db
tmpi,5,#aadb57
tmpi network,5,#aadb57
transparency values,5,#aadb57
two commonly used dis-tortion metrics,4,#57db80
vimeo90k video dataset,32,#5770db
vt,6,#ba57db
weaker stereoscopic perception,4,#57db80
wiles et al. 2020,7,#a157db
"xi, nt",6,#ba57db
"xs t, ys t, 1",6,#ba57db
"xt (σtj, σt+1ji, σt+1i)",6,#ba57db
"xt t, yt t",6,#ba57db
ying et al. (2020),2,#db5768
training dataset,3,#91db57
et(cid:12)(cid:12)i=1··· n(cid:9),9,#c3db57
pn,10,#5fdb57
good depth maps,11,#db5780
dibr algorithms,13,#d357db
novel views,4,#57db80
mask decoder dm,14,#8857db
"ranftl, bochkovskiy, and koltun",6,#ba57db
rgb-σ decoder drgb−σ,15,#db57cb
rgbd encoder,16,#dba957
rgbd feature et,1,#57a2db
depth map dt,12,#78db57
propagating and fusing features from adjacent frames to the current frame using masked flow.,20,#57dbca
reconstructed right view,21,#db5f57
synthesize novel views,22,#57db67
right view,23,#57db99
loss function for depth maps with n discrete planes,25,#db57b2
light field video conversion test set,24,#5757db
context feature et,8,#6f57db
single camera capturing,27,#5789db
n fronto-parallel rgb-α planes,28,#57dbb2
other state-of-the-art (sota) methods,29,#db5799
flow estimation model raft,19,#dbc257
mask decoder,26,#db7857
predicting new views from single-view is a challenging problem with high ambiguity.,30,#dbdb57
softmax layer,31,#57badb
extracting frames from 3d movies.,18,#57d3db
extracting additional information from adjacent frames to fill in occluded regions during the synthesis of new viewpoints.,17,#db9057
ct,5,#aadb57
stereo training data,32,#5770db
