node_1,node_2,edge
ablation study on featwalk,1,#57dbd0
adequate training samples required for success,2,#5775db
backbone,3,#9bdb57
bml,3,#9bdb57
broad and robust applicability,4,#5f57db
chen et al. 2019,5,#57db85
cheng et al.,3,#9bdb57
ck,1,#57dbd0
classes-specific feature extractor,2,#5775db
classifier head,1,#57dbd0
cnns,2,#5775db
comparative analyses,1,#57dbd0
comprehensive understanding of detailed features through global and local views,2,#5775db
comprehensive visual representations,4,#5f57db
context,2,#5775db
cosine similarity,1,#57dbd0
cross-domain fsl performance,3,#9bdb57
cross-entropy loss,1,#57dbd0
cub,3,#9bdb57
deep network structures,3,#9bdb57
deep-emd,7,#d057db
deepbdc,3,#9bdb57
deepbdc method,3,#9bdb57
deepemd v2,3,#9bdb57
dhillon et al. 2020,8,#db8557
discriminative features,9,#579bdb
dk,1,#57dbd0
"dong, zhai, and zha",3,#9bdb57
downstream tasks,2,#5775db
each class,11,#dbaa57
episodic training,2,#5775db
expected to work in other data modalities,4,#5f57db
fair comparison,3,#9bdb57
fc-based head,12,#dbd057
feature extractor,2,#5775db
feature extractor f,13,#57c0db
featwalk,4,#5f57db
featwalk method,2,#5775db
featwalk module,1,#57dbd0
featwalk operations,1,#57dbd0
few-shot classification,2,#5775db
few-shot classification datasets,3,#9bdb57
few-shot learning,2,#5775db
few-shot learning approaches,4,#5f57db
few-shot learning tasks,2,#5775db
fgm,3,#9bdb57
fls benchmarks,2,#5775db
fsl methods,3,#9bdb57
fully connected (fc) layers,1,#57dbd0
global feature,2,#5775db
global view,2,#5775db
global view based on featwalk,15,#db5f57
global view of images,16,#db57c0
good embed,1,#57dbd0
"good-embed (tian et al., 2020)",2,#5775db
good-embed method,3,#9bdb57
goodembed,3,#9bdb57
grant support,4,#5f57db
guang- applied basic research foundation,4,#5f57db
guangdong excellent youth team program,4,#5f57db
human learning in few-shot tasks,2,#5775db
image-level representation,17,#c0db57
input resolution,3,#9bdb57
irrelevant local views,6,#db579b
irrelevant region,11,#dbaa57
j image patches,14,#75db57
li et al. 2019a,18,#aa57db
limited availability of training samples,2,#5775db
limited training samples,2,#5775db
liu et al.,3,#9bdb57
local regions,16,#db57c0
local sampling,1,#57dbd0
local similarity calculations,19,#db5775
local view,2,#5775db
local view number,20,#57db5f
local views,2,#5775db
"logits {u1, u2, ..., un}",1,#57dbd0
mcl,3,#9bdb57
meta-learning,2,#5775db
meta-learning and simple transfer learning methods,2,#5775db
meta-learning methods,2,#5775db
meta-training,1,#57dbd0
methoddn4,3,#9bdb57
miniimagenet,3,#9bdb57
n-way m-shot setting,2,#5775db
national natural science foundation of china,4,#5f57db
neglects extraction of certain features crucial for downstream tasks,2,#5775db
one class,11,#dbaa57
one local view,11,#dbaa57
our method,2,#5775db
potentially useful information for the current task,16,#db57c0
pre-trained feature extractor,2,#5775db
previous methods,3,#9bdb57
pro-tonet,1,#57dbd0
proposed fsl method,2,#5775db
protonet,3,#9bdb57
prototype,11,#dbaa57
prototype representation ck for the k-th class,1,#57dbd0
random local sampling,1,#57dbd0
renet-ventral,3,#9bdb57
representative few-shot learning method,2,#5775db
resnet-12,3,#9bdb57
resnet-18,3,#9bdb57
similarity metrics used in featwalk,1,#57dbd0
"snell, swersky, and zemel",3,#9bdb57
soft-max operator,1,#57dbd0
specific class,2,#5775db
standard fls benchmark datasets,2,#5775db
superior performance,4,#5f57db
superior performance across multiple benchmark datasets,4,#5f57db
the same class,11,#dbaa57
tian et al.,3,#9bdb57
tieredimagenet,3,#9bdb57
training process,3,#9bdb57
training samples,11,#dbaa57
transfer learning strategy,2,#5775db
upstream dataset,10,#57dbaa
utilizes complementary nature of global and local views for few-shot learning,2,#5775db
various meta-learning strategies,2,#5775db
xie et al.,3,#9bdb57
zg,1,#57dbd0
α,21,#8557db
tian et al. 2020,5,#57db85
improved classification,1,#57dbd0
complex local similarity calculations,7,#d057db
xie et al. 2022,8,#db8557
neglected features,9,#579bdb
lr classifier head,12,#dbd057
learning task,13,#57c0db
overall approach,4,#5f57db
relevant local views for current task,4,#5f57db
competitive performance,2,#5775db
more comprehensive visual representations,15,#db5f57
local input features,17,#c0db57
classifier,6,#db579b
global representation of sample x,14,#75db57
zhou et al. 2021,18,#aa57db
simple method,19,#db5775
performance of proposed featwalk module,20,#57db5f
global representation,2,#5775db
downstream task,11,#dbaa57
downstream classification task,10,#57dbaa
proposed method's performance,21,#8557db
