node_1,node_2,edge
Scalable and Flexible Causal Discovery,Differentiable Adjacency Test (DAT),method for
Differentiable Adjacency Test (DAT),conditional independence testing,replaces exponential number of tests with relaxed problem
Differentiable Adjacency Test (DAT),neural networks,solved by training two neural networks
DAT-Graph,Differentiable Adjacency Test (DAT),based on
DAT-Graph,causal graph learning,method for
DAT-Graph,interventions,can learn from data with
causal graph,variables,represents relationships among
conditional independence,adjacency in causal graph,tested to determine
large scale data,causal graph learning,used for
RNA sequencing data,DAT-Graph,used to predict intervention effects on
large scale studies,measurements,collect
large scale studies,variables,collect
large scale studies,interventions,collect
algorithm,data,leverages
algorithm,cause and effect,learns
causal relationships,model selection problem,framed as
model,directed acyclic graph,corresponds to
directed acyclic graph,variables,represents which cause which
complex relationships,neural networks,modelled using
model search,space of directed acyclic graphs,searches through
gradient-based search methods,model search,scale
acyclic graphs,gradient-based search methods,scaled to data of large complex systems
gradient-based search methods,heuristic search procedures,can be unstable and unreliable
model search,number of variables,becomes exponentially harder as increases
graph learning algorithms,conditional independence relationships,test data for
conditional independence relationships,edges,exclude corresponding from graph
gradient-based model search strategy,limited testing,reduces search space with
gradient-based model search strategy,accuracy,demonstrated large gains in
classical non-flexible hybrid causal models,testing,reduces search space by as much as possible
classical non-flexible hybrid causal models,state-of-the-art accuracy,achieved learning from simple systems
classical testing-based procedures,large complex systems,struggle to scalably and reliably learn from
