node_1,node_2,edge
Differentially Private Bias-Term Fine-tuning,DP-BiTFiT,abbreviation of
DP-BiTFiT,differentially private fine-tuning,is a type of
DP-BiTFiT,state-of-the-art accuracy,achieves
DP-BiTFiT,efficiency,matches
DP-BiTFiT,BiTFiT,based on
DP-BiTFiT,model agnostic,is
DP-BiTFiT,parameter efficient,is
DP-BiTFiT,computation efficient,is
DP-BiTFiT,DP full fine-tuning,faster than
DP-BiTFiT,DP full fine-tuning,uses less memory than
DP-BiTFiT,standard full fine-tuning,faster than
DP-BiTFiT,language and vision tasks,enables fine-tuning on
DP-BiTFiT,long-sequence texts,handles
DP-BiTFiT,high-resolution images,handles
DP-BiTFiT,FastDP,open-sourced as
FastDP,https://github.com/awslabs/fast-differential-privacy,available at
full fine-tuning,parameter efficient fine-tuning,contrasted with
parameter efficient fine-tuning,model-aware methods,divided into
parameter efficient fine-tuning,model-agnostic methods,divided into
model-aware methods,LoRA,example of
model-aware methods,Adapter,example of
model-aware methods,Compacter,example of
full fine-tuning,large pre-trained neural networks,applied to
full fine-tuning,downstream tasks,used on
Parameter efficient fine-tuning methods,full fine-tuning,comparable accuracy in standard non-private setting
linear probing,ResNet,achieves 80% accuracy on ImageNet
linear probing,Vision Transformer (ViT),achieves 80% accuracy on ImageNet
LoRA,RoBERTa,achieves about 94% on SST2 and 85% on GLUE
BiTFiT,RoBERTa,achieves about 94% on SST2 and 85% on GLUE
LoRA,BERT,achieves about 94% on SST2 and 85% on GLUE
BiTFiT,BERT,achieves about 94% on SST2 and 85% on GLUE
parameter efficient methods,full fine-tuning,faster and saves communication cost in distributed learning
model-agnostic methods,existing parameters,only a subset of existing parameters are trainable
linear probing,output linear layer,trains only the output linear layer
bias-term fine-tuning (BiTFiT),bias terms,trains only bias terms
Compacter,"Mahabadi et al., 2021",introduced by
"Houlsby et al., 2019",layer normalization layer,trains only the layer normalization layer
