node_1,node_2,edge
Neural additive models (NAMs),deep neural networks,enhance transparency of
Neural additive models (NAMs),additive sub-networks,handle input features in separate
Bayesian perspective,Neural additive models (NAMs),augments
credible intervals,additive sub-networks,provided for
marginal likelihood,feature selection,enables implicit selection via empirical Bayes
feature pairs,second-order interaction,candidates for ranking
Laplace-approximated NAMs (LA-NAMs),Neural additive models (NAMs),developed from
Laplace-approximated NAMs (LA-NAMs),tabular datasets,shows improved performance on
Laplace-approximated NAMs (LA-NAMs),medical tasks,shows improved performance on
DNNs,transparency,lack of
model-agnostic methods,partial dependence,includes
model-agnostic methods,SHAP,includes
model-agnostic methods,LIME,includes
model-agnostic methods,explanations for DNNs,generate
explanations for DNNs,faithful representations,are not
transparency in DNNs,architecture and training procedure,enhanced by acting on
generalized additive models,additive structure,use
neural additive models (NAMs),generalized additive models,hinge on concept of
neural additive models (NAMs),sub-network per input dimension,process each input dimension with
sub-network per input dimension,connections between input features and model output,elucidates
Neural Additive Model (NAM),sub-network,each input dimension is processed by a distinct sub-network
sub-network,input features,processes input features
Neural Additive Model (NAM),overconfidence,can lead to overconfidence
Neural Additive Model (NAM),overreliance on uninformative features,can lead to overreliance on uninformative features
Neural Additive Model (NAM),obliviousness to feature interactions,can lead to obliviousness to underlying feature interactions
Bayesian variant of NAM,linearized Laplace inference,derives tailored linearized Laplace inference on sub-networks
linearized Laplace inference,smoothness,encourages smoothness
linearized Laplace inference,uncertainty estimation,enhances uncertainty estimation
Bayesian variant of NAM,marginal likelihood,enables estimation of marginal likelihood
marginal likelihood,Bayesian model selection criterion,serves as Bayesian model selection criterion
Bayesian variant of NAM,uninformative features,mitigates impact of uninformative features
Laplace approximation,informative feature interactions,automatically selects informative feature interactions
informative feature interactions,model performance,added to model to improve overall performance
LA-NAM,baselines,performs competitively with baselines
LA-NAM,interpretable explanations,offers more interpretable global and local explanations
