node_1,node_2,edge
In-Context Language Learning (ICLL),In-Context Learning (ICL),is a specific type of
In-Context Language Learning (ICLL),formal language,involves learning from strings of
In-Context Language Learning (ICLL),regular languages,focuses on
regular languages,random finite automata,generated by
Transformers,neural sequence models,outperform
Transformers,in-context n-gram statistics,compute using specialized attention heads
specialized attention heads,in-context n-gram statistics,used to compute
hard-wiring attention heads,neural models,improves performance on
hard-wiring attention heads,SlimPajama dataset,reduces perplexity on
SlimPajama dataset,natural language modeling,used for
in-context learning (ICL),neural language models,is a capacity of
in-context learning (ICL),next-token prediction,is performed via
in-context learning (ICL),pre-trained language models (LMs),is a tool for steering
language modeling,Transformers,reduces perplexity of
Transformers,SlimPajama dataset,evaluated on
in-context formal language learning,ICL in models of natural text,is a tool for understanding
ICL understanding research,smaller LMs,focuses on
smaller LMs,simple model problems,trained on
simple model problems,in-context linear regression,includes
simple model problems,character classification,includes
simple model problems,associative recall,includes
In-context learning (ICL),model problems,identifies properties and limitations of
model problems,large-scale LMs,gap between
model problems,simple forms of learning,require
simple forms of learning,computing a fixed function of the entire training set,includes
simple forms of learning,retrieving a single example relevant to the current input,includes
natural LMs,richer and more varied forms of ICL,exhibit
richer and more varied forms of ICL,structured generative models of text or code,produces
in-context language learning (ICLL),model ICL problems,is a new family of
in-context language learning (ICLL),LMs,prompts with finite collection of strings from unknown formal language
in-context language learning (ICLL),infer the distribution over strings,requires
ICLL,essential features of ICL in natural models,exercises
essential features of ICL in natural models,structured outputs,involves
essential features of ICL in natural models,probabilistic predictions,involves
essential features of ICL in natural models,algorithmic reasoning about input data,involves
ICLL,regular languages,studied in
regular languages,finite automata,generated by
