node_1,node_2,edge
Shifted Interpolation,Differential Privacy,method for analyzing
Noisy gradient descent,Differentially private machine learning,predominant algorithm for
Privacy amplification by iteration,f-differential privacy,phenomenon analyzed in framework of
f-differential privacy,"(ε, δ)-DP",implies tighter privacy accounting for
f-differential privacy,Rényi DP,implies tighter privacy accounting for
Shifted interpolated processes,Shifted-divergences argument,generalization of
Shifted interpolated processes,Exact privacy analysis,enables
Exact privacy analysis,Strongly convex optimization,applied to
Exponential mechanism,Strongly convex optimization,characterized by f-DP in
Convex losses,Differential privacy,foundational setting for
Private optimization,Private machine learning,is the primary approach for
Differential privacy (DP),Information leakage,is the gold standard for measuring
Noisy gradient descent,Private optimization,is a predominant algorithm for
Differential privacy (DP),Noisy gradient descent,quantifies the privacy of
Adjacent datasets,Differential privacy (DP),are used to measure distinguishability in
Relaxations of DP,Differential privacy (DP),are variations of
Privacy bounds,Noisy gradient descent,are proven for
noisy gradient descent,privacy bounds,proves sharp privacy bounds for
composition theorem,privacy bounds,leads to possibly suboptimal
composition theorem,privacy leakage,pays a price in privacy for every intermediate iterate
stability properties,privacy analysis,improves in convex and strongly convex losses
stability properties,privacy leakage,shows does not increase ad infinitum in number of iterations
composition-based approach,privacy bounds,gives √t scaling
convergent privacy bounds,Rényi DP framework,proved in
Rényi DP framework,f-DP framework,is inherently lossy compared to
f-DP framework,privacy bound,achieves tightest possible
f-DP framework,Type I vs Type II error tradeoff curve,measures distinguishability in terms of
