node_1,node_2,edge
Unsupervised Concept Discovery,Spurious Correlations,mitigates
Spurious Correlations,Training Data,present in
Spurious Correlations,Brittle Predictions,produces
Spurious Correlations,Unintended Biases,introduces
Prior Knowledge,Group Annotation,requires
Unsupervised Object-Centric Learning,Mitigation of Spurious Correlations,connected to
Concepts,Input Samples,shared across
CoBalT,Concept Balancing Technique,is a
CoBalT,Spurious Correlations,mitigates
CoBalT,Human Labeling of Subgroups,does not require
Object-Centric Representation Learning,CoBalT,leveraged by
Sub-Population Shifts,Benchmark Datasets,evaluated on
deep neural networks,predictions based on correlations,tendency to base predictions on correlations in training data
predictions based on correlations,robustly informative features,contrasted with
image classification,translating an image by a few pixels,can drastically change predictions
image classification,modifying the background,can drastically change predictions
simplicity bias,deep neural networks,attributed as cause of prediction changes
spurious correlations,deep learning models,pervades landscape of
models relying on spurious correlations,i.i.d. test data,may perform well on average across
models relying on spurious correlations,specific subgroups,struggle on
common approaches,partitioning the training data,involve
partitioning the training data,prior knowledge of spurious information,based on
adjusting the training process,consistency across groups,ensures
real-world datasets,explicit annotations highlighting spurious correlations,lack
self-supervised learning,representation learners,produces
semantic grouping,object-centric instances,groups areas into
slot attention,object-centric instances,decomposes scenes into
contrastive learning,slot attention,used with
semantic groupings,concept sources,serve as
concept sources,subgroup labels,proxies of
object-centric representation learning,classifiers,used to design
spurious correlations,object-centric decomposition,mitigated by
