node_1,node_2,edge
Gaussian process mixture,functional data,models
Gaussian process mixture,Gaussian mixture model,generalizes
ensemble clustering framework,latent cluster labels,uncovers
projection coefficients,univariate Gaussian mixture model,follow
multiple one-dimensional projections,univariate GMM,learns
ensemble of GMMs,base clustering,serves as
ensemble clustering,consensus clustering,yields
random projection,computational complexity,reduces
Gaussian process mixture,identifiability,has theoretical guarantees on
Gaussian process mixture,learnability,has theoretical guarantees on
GP mixture model,cluster analysis,used for
GP mixture model,parameter estimation,performed before inference in documented works
GP mixture model,mixture modelling,applied to
cluster analysis,parameter estimation,performed before in innovative approach
GP mixture model,Gaussian random functions,defined by
Gaussian random functions,"GP (µk, Σk)",denoted as
random function X,K-mixture of GPs,is a
sub-populations,Gaussian random functions,characterized by
random sample,realization of kth random function,is a
prior pooling,GP mixture model,defines
GP mixture model,Gaussian process (GP),composed of
Gaussian process (GP),mean function µk,has
Gaussian process (GP),covariance function Σk,has
GP mixture model,weights πk,has fixed parameters
functional data xi,GP mixture model,sampled from
functional data xi,hidden cluster label zi,has
James & Sugar (2003),GP mixture model,proposed variant with common covariance
James & Sugar (2003),mixed-effects model,adopted
mixed-effects model,basis expansion,uses
basis expansion,coefficient vectors a_i,produces
coefficient vectors a_i,zero-mean Gaussian distribution,follow
James & Sugar (2003),EM-type algorithm,developed for parameter estimation
Shi & Wang (2008),GP mixture model,proposed variant with different mean and covariance
Huang et al. (2014),GP mixture model,proposed variant with different mean and covariance
Huang et al. (2014),EM-type algorithm,developed for parameter estimation
Shi & Wang (2008),sample function xi,characterizes each subject with
Shi & Wang (2008),covariate vector c_i,characterizes each subject with
covariate vector c_i,logistic regression model,fitted by
logistic regression model,latent cluster labels,predicts
Shi & Wang (2008),EM-type algorithm,developed
