node_1,node_2,edge
Diffusion Models,Adversarial Purification,used for
Adversarial Purification,generation task,can be viewed as
Diffusion Models,generative power,excel due to
Contrastive Guidance,Diffusion Models,guides
Contrastive Guidance,Adversarial Purification,proposed for
forward process,Diffusion Models,part of
reverse process,Diffusion Models,part of
noise level,forward process,added in
contrastive loss,reverse process,gradient used as guidance in
contrastive loss guidance,signal direction,facilitates evolution towards
CIFAR-10,ResNet,used with
CIFAR-100,ResNet,used with
German Traffic Sign Recognition Benchmark,ResNet,used with
ImageNet,ResNet,used with
CIFAR-10,WideResNet,used with
CIFAR-100,WideResNet,used with
German Traffic Sign Recognition Benchmark,WideResNet,used with
ImageNet,WideResNet,used with
our method,current adversarial training,outperforms
our method,adversarial purification,outperforms
adversarial defense,adversarial attack,resists
adversarial attack,deep neural networks (DNNs),causes misclassification
adversarial training,adversarial defense,is a method of
DNNs,adversarial defense methods,are protected by
adversarial defense methods,adversarial training,includes
adversarial defense methods,certified methods for training,includes
adversarial defense methods,adversarial purification,includes
adversarial training,generated attacks,relies on
certified methods for training,generated attacks,relies on
adversarial training,unseen threats,can defend against
adversarial training,clean accuracy decay,causes
adversarial purification,threat models,does not assume form of
adversarial purification,retraining the classifier,does not require
adversarial purification,generative models,uses
generative models,clean examples,generate
adversarial examples,clean examples,are transformed into
diffusion models,adversarial purification,achieve state-of-the-art performance for
DiffPure,adversarial example,diffuses
