node_1,node_2,edge
Triple Changes Estimator,Targeted Policies,estimates effects for
Triple Changes Estimator,difference-in-differences (DiD) estimator,extends
Triple Changes Estimator,changes-in-changes (CiC) estimator,extends
difference-in-differences (DiD) estimator,parallel trends assumption,relies on
triple difference estimator,difference-in-differences (DiD) estimator,alternative to
triple difference estimator,average effects,limited to assessing
changes-in-changes (CiC) estimator,counterfactual distribution,estimates
changes-in-changes (CiC) estimator,distribution of potential outcomes,relies on assumptions about
Triple Changes Estimator,Medicaid expansion,applied to study impact of
Medicaid expansion,children’s preventive care,impacts
Difference-in-Differences (DiD),policy interventions,evaluates effect of
Difference-in-Differences (DiD),parallel trends assumption,hinges on
parallel trends assumption,control group,states that outcome of control group shares same evolution trend as
parallel trends assumption,treatment group,states that outcome of treatment group shares same evolution trend as
Difference-in-Differences (DiD),confounders,used when controlling for confounders is unsuitable
Difference-in-Differences (DiD),instrumental variables,used when using instrumental variables is unsuitable
Difference-in-Differences (DiD),pre-treatment information,requires availability of
Snow (1855),Difference-in-Differences (DiD),popularized by
Ashenfelter and Card (1984),Difference-in-Differences (DiD),popularized by
Card and Krueger (1993),Difference-in-Differences (DiD),popularized by
researchers,DiD estimator,extended
DiD estimator,applicability,enhances
DiD estimator,robustness,enhances
Athey and Imbens (2006),DiD estimator,extended
Sofer et al. (2016),DiD estimator,extended
Callaway et al. (2021),DiD estimator,extended
Roth and Sant’Anna (2023),DiD estimator,extended
Potential outcome,Treatment absence,associated with
Treatment group,D = 1,represented by
Control group,D = 0,represented by
Parallel trends assumption,Unobserved time-varying factors,violated by
Parallel trends assumption,Dynamic changes,violated by
Violation of parallel trends,Biased estimates,results in
Triple difference framework,Flexible models,is a type of
Triple difference estimator,Difference between two DiD estimators,formulated as
Difference of two DiD estimators,Unbiased,is
Second DiD estimator,First DiD estimator,debias
Triple difference estimator,Average treatment effect (on the treated),identifies
Triple difference estimator,Biased,is
