node_1,node_2,edge
Private Vector Mean Estimation,Shuffle Model,studied in
Private Vector Mean Estimation,multi-message protocol,proposes
multi-message protocol,optimal error,achieves
optimal error,messages per user,requires
messages per user,"min(nε², d)",order of
unbiased protocol,optimal error,requires
unbiased protocol,messages per user,requires lower bound of
messages per user,"Ω(min(nε², d)/log(n))",lower bound
single-message setting,protocol,designs
single-message protocol,mean squared error,achieves
mean squared error,O(d n^(d/(d+2)) ε^(-4/(d+2))),upper bound
single-message protocol,mean squared error,lower bound
mean squared error,Ω(d n^(d/(d+2))),lower bound
robustness,malicious users,studies
malicious users,single shuffler,can cause large additive error with
Vector Mean Estimation,federated learning,fundamental problem in
users,unit vector v(i) ∈ R^d,have
goal,average of vectors,compute
vector mean estimation,vector aggregation,closely related problems
vector mean estimation,average of vectors,goal is to compute
vector aggregation,sum of vectors,goal is to compute
privacy error,norms of the vectors,scales with
vectors,frequencies of sequences of words,can represent
vectors,shopping records,can represent
vectors,medical statistics,can represent
vectors,gradient updates,can represent
vector mean estimation,federated learning,used in
vector aggregation,federated learning,used in
vector mean estimation,frequent itemset mining,used in
vector mean estimation,linear regression,used in
vector mean estimation,stochastic optimization,used in
federated analytics,privacy preservation,facilitates while preserving
differential privacy (DP),privacy leakage quantification,provides rigorous mathematical definition for
local differential privacy (LDP),communication protocol transcript,demands distribution not greatly affected by change in single user's input
local differential privacy (LDP),distributed collection of statistics,enables
local differential privacy (LDP),untrusted curator,protects private information even with
local model,high noise,requires to ensure privacy
local model,poor accuracy,results in
central setting,binary summation,has private mechanisms with O(1) additive error for
local model,binary summation,has additive error of Ω(n) for
