node_1,node_2,edge
Evaluating Model Bias,Characterizing Model Mistakes,requires
Characterizing Model Mistakes,Spurious Correlations,addresses
Standard Metrics,Worst-group accuracy,includes
Standard Metrics,Accuracy gap,includes
SKEWSIZE,Hypothesis testing framework,inspired by
SKEWSIZE,Model bias,captures
SKEWSIZE,Effect size,aggregates
Effect size,Spurious variable,measures interaction with
Spurious variable,Model prediction,interacts with
SKEWSIZE,Multi-class settings,applicable to
SKEWSIZE,Generative models,generalizable to
BLIP-2,Vision-and-language models,is a family of
Instruction tuning,Model bias,impacts
machine learning systems,unintended biases,can capture
unintended biases,spurious correlations,rely on
models,failure mode,vulnerable to
existing metrics,unintended biases,evaluate
existing metrics,subgroups,divide population into
subgroups,demographic characteristics,based on
existing metrics,incorrect responses,consider as equivalent
incorrect responses,bias characteristics,obscure information about
instruction tuning,biases,impacts
MODEL 1,MODEL 2,compared in image classification
MODEL 1,accuracy,has
MODEL 2,accuracy,has
subgroups,male,includes
subgroups,female,includes
accuracy,worst group accuracy,related to
accuracy,GAP,related to
GAP,subgroup accuracy,difference between
GAP,overall accuracy,difference between
WRITER class,MODEL 2,has lower accuracy than MODEL 1
WRITER class,bias,exhibits
bias,women misclassified as Editors,manifests as
bias,men misclassified as Composers and Philosophers,manifests as
DOCTOR class,MODEL 1,has same accuracy as MODEL 2
DOCTOR class,MODEL 2,has same accuracy as MODEL 1
DOCTOR class,bias,exhibits
bias,women misclassified as Nurses,manifests as
bias,men misclassified as Surgeons,manifests as
BIOLOGIST class,MODEL 2,has higher accuracy than MODEL 1
BIOLOGIST class,bias,exhibits
bias,women misclassified as Teachers,manifests as
bias,men misclassified as Scientists or Bankers,manifests as
standard metrics,accuracy,includes
standard metrics,worst group accuracy,includes
standard metrics,GAP,includes
