node_1,node_2,edge
3D point clouds,reference frame,lack a predefined reference frame
3D point clouds,normalization,normalizing 3D point clouds determines reference frames
traditional methods,reference frames,struggle with determining reference frames
new algorithm,3D point cloud analysis,guarantees universality and compatibility with learnable frameworks for
new algorithm,input point cloud,works with any input point cloud
data-driven methods,biases,susceptible to biases
data-driven methods,limited training data,susceptible to limited training data
new algorithm,existing methods,outperforms in effectiveness and generalizability
new algorithm,sample efficiency,boosts sample efficiency
new algorithm,inductive bias,promotes inductive bias of learning algorithms
PCA Normalization,3D point clouds,method for normalizing
Learning-based Normalization,3D point clouds,method for normalizing
Asymmetric Unit Normalization,3D point clouds,method for normalizing (ours)
3D point clouds,molecular modeling,applied in
3D point clouds,geometric processing,applied in
3D point clouds,robotics,applied in
3D point clouds,equivariance,exhibits property of
3D point clouds,invariance,exhibits property of
equivariance,invariance,related to
Asymmetric Unit Normalization,Learning-based Normalization,compared with
PCA,Asymmetric Unit Normalization,compared with
PCA,rotation,inconsistent under
PCA,reflection,inconsistent under
Learning-based Normalization,positional data,introduces error in
root mean square error (RMSE),positional data,quantifies error in
Data-driven (learned) normalization,root mean square error (RMSE),introduces error quantified by
Data-driven (learned) normalization,ground truth positional data,error measured with respect to
Asymmetric unit normalization,Data-driven (learned) normalization,contrasted with
Asymmetric unit normalization,error-free,is
Shifts in positions,point cloud,addressed by centering
Orientation variations,point cloud,challenge for
First category approaches,equivariance and invariance,incorporate into ML models
First category approaches,architectural (neural network) constraints,use
Second category approaches,frames,focus on determining
Second category approaches,invariant representations,normalize data to
Frame,point cloud,maps to transformation
Frame,orientation,represents
Transformation group G,O(3) or SO(3),is
Point cloud x,transformation F(x),mapped to
