node_1,node_2,edge
semi-supervised learning,graph-based models,traditional method for
semi-supervised learning,hypergraph models,better modeled by
graph-based models,higher-order relations,fail to capture
hypergraph models,higher-order relations,capture
hypergraph PageRank,hypergraph Laplacian systems,related to
hypergraph PageRank,semi-supervised learning,applied to
hypergraph Laplacian,non-linearity,characterized by
algorithms,hypergraph PageRank,compute
algorithms,hypergraph Laplacian systems,solve
semi-supervised learning,label information,diffuses
label information,annotated examples,from
label information,unlabeled points,to
semi-supervised manifold clustering,hypergraph models,improved by
algorithms,hypergraph models,enable deployment on a massive scale
semi-supervised learning problems,function f : X → R,require learning an approximately continuous function over a structured set X
structured set X,network,example of structured set
structured set X,embedded manifold,example of structured set
structured set X,metric space,example of structured set
graph-based learning,pairwise relationships,standard approach when structure is encoded by pairwise relationships
embedded manifold,graph,can be approximated by a properly constructed graph over a finite sample of points
finite metric space,length-weighted undirected graph,example of finite metric space
weighted graph G,set of labelled vertices Y,contains
predictor x̂,regularized squared error,obtained by minimizing
regularizer R,predictor x̂,penalizes discontinuities of
Dirichlet energy EG,graph Laplacian operator LG,is the quadratic form of
Dirichlet energy EG,smoothness,captures natural notion of
computation of x̂,Laplacian system of linear equations,reduces to solution of
Laplacian system (λ·I + LG)x̂ = λy,nearly-linear-time algorithms,solvable by
Euclidean norm,norm ∥·∥D,replaced with
norm ∥·∥D,diagonal matrix of weighted degrees D,uses
Laplacian system (λ·D + LG)x̂ = λy,personalized PageRank vector pprα(y),is a scaling of
personalized PageRank vector pprα(y),teleportation parameter α,depends on
