node_1,node_2,edge
Image Hijacks,Adversarial Images,are a type of
Image Hijacks,Vision-Language Models (VLMs),control the behavior of
Behaviour Matching Algorithm,Image Hijacks,used for training
Prompt Matching Method,Behaviour Matching Algorithm,derived from
Prompt Matching Method,Image Hijacks,allows training of
Image Hijacks,LLaVA,attacks
LLaVA,CLIP,based on
LLaVA,LLaMA-2,based on
Image Hijacks,Safety Training,override
Image Hijacks,Context Window,leak information from
Image Hijacks,False Statements,cause belief in
Image Hijacks,Output Generation,force specific
LLMs,VLMs,adapted to process images as well as text
AI research laboratories,VLMs,investing heavily in training
OpenAI,GPT-4,developed
Google,Gemini,developed
ML research community,open-source LLMs,adapted into VLMs
VLMs,downstream applications,enables
continuous input channel,adversarial attack,introduces new vector for
VLMs,input-based attacks,security concern against
foundation models,untrusted data,given access to
foundation models,sensitive personal information,given access to
AI personal assistant,email history,has access to
AI personal assistant,web,browses
AI personal assistant,emails,sends and receives
AI personal assistant,files,downloads
AI personal assistant,purchases,makes
AI personal assistant,code,executes
foundation models,input-based attacks,must be secure against
untrusted input data,model’s behaviour,should not control
Foundation models,input-based attacks,must be secure against
untrusted input data,model’s behaviour,should not control in undesirable ways
hijacks,attacks,are a type of
image hijacks,adversarial images,are
image hijacks,VLMs,control behaviour of at inference time
image hijacks,arbitrary outputs,can cause VLMs to generate
image hijacks,leak context window,can cause VLMs to
image hijacks,circumvent safety training,can cause VLMs to
image hijacks,believe false information,can cause VLMs to
image hijacks,user-defined text prompt,can force VLMs to behave as if presented with
adversarial robustness,eliminating image hijacks,offers no easy way
adversarial examples,computer vision,are studied in
RobustBench,robust accuracy,reports state-of-the-art
CIFAR-10,ℓ∞ perturbation constraint,tested under
