node_1,node_2,edge
Biharmonic distance,Effective resistance,is a variant of
Biharmonic distance,graph,is a distance between vertices of a
Effective resistance,graph,is a distance between vertices of a
Biharmonic distance,edge importance,measures how important an edge is to the global topology
Biharmonic distance,total resistance,is connected to
Biharmonic distance,sparsity,is connected to
Biharmonic distance,clustering algorithms,is used in
k-harmonic distance,biharmonic distance,is a generalization of
Biharmonic distance,edge centrality,is used for
Biharmonic distance,graph clustering,is used for
shortest-path distance,graph,is a simple distance metric between vertices in a graph
effective resistance,graph,is a distance metric that accounts for all paths connecting a pair of vertices
effective resistance,shortest-path distance,captures global topology better than shortest-path distance
effective resistance,biharmonic distance,is compared to biharmonic distance in terms of global topology awareness
biharmonic distance,tree,is higher on edges closer to the root in a tree
effective resistance,graph Laplacian pseudoinverse,is defined using the pseudoinverse of the graph Laplacian
effective resistance,Kirchhoff,was originally introduced by Kirchhoff in the context of electrical networks
effective resistance,graph theory,has applications in
effective resistance,pair of vertices s and t,measures connectivity between
effective resistance,commute time of random walks,is proportional to
effective resistance,probability an edge is in a random spanning tree,is proportional to
effective resistance,clustering,used in
effective resistance,graph sparsification,used in
effective resistance,edge centrality,used in
effective resistance,semi-supervised learning on graphs,used in
effective resistance,link prediction,used in
effective resistance,positional encoding for graph neural networks,used in
Kirchhoff,effective resistance,introduced
Chandra et al.,effective resistance,showed proportional to commute time
