node_1,node_2,edge
Reinforcement Learning (RL),image observations,RL agents learn directly from
behavioral distances,bisimulation metric,quantified by
behavioral distances,representations,used to learn
isometric mapping,lower dimensional space,maps to
isometric mapping,bisimulation metric,preserves
BeigeMaps,Behavioral Eigenmaps,also known as
BeigeMaps,eigenfunctions,correspond to
eigenfunctions,similarity kernels,of
similarity kernels,behavioral distances,induced by
BeigeMaps,policy performance,improves
BeigeMaps,prior behavioral distance based RL algorithms,added as a drop-in modification to
learning control policies,low-dimensional state information,is difficult when obtaining
image observations,high-dimensional,are typically
image observations,redundant or task-irrelevant information,contain
applying RL on image observations,poor sample efficiency,results in
applying RL on image observations,weak generalization capability,results in
representation learning,high-dimensional observations,maps to low-dimensional representations
representation learning,downstream policies and/or value functions,facilitates learning of
representation,learned a priori,can be
representation,learned jointly with the policy,can be
behavioral distances,representation learning approaches,used in
representation learning approaches,behavioral distances,proposed using
behavioral distances,bisimulation metric,are variants and relaxations of
behavioral distances,state-differences,capture based on expected returns
behavioral distances,low-dimensional representation,encourage to extract task-relevant information
behavioral distances,value-based metric structure,induce in representation space
value function learning,metric shaping,benefits from
states with similar values,representation space,grouped together in
prior approaches,different behavioral distances,proposed
different behavioral distances,computational complexity,considerations for
different behavioral distances,training stability,considerations for
different behavioral distances,approximation error,considerations for
prior approaches,same recipe,follow when encoding behavioral metric structure
behavioral metric structure,representation space,encoded into
representation mapping,low-dimensional representation space,learned such that isometric to behavioral distance space
low-dimensional representation space,space defined by behavioral distance,isometric to
objective,ill-defined,can be
