node_1,node_2,edge
ACPO,Average-Constrained Policy Optimization,is the acronym for
ACPO,policy optimization algorithm,is a type of
ACPO,constrained MDPs,designed for
ACPO,average criterion,uses
ACPO,function approximation,uses
ACPO,trust region-based policy optimization,inspired by
average criterion,discounted criterion,is more suitable than
average-CMDPs,constrained MDPs,is a subtype of
average-CMDPs,average criterion,uses
Reinforcement Learning,constrained MDPs,applies to
Reinforcement Learning,average-CMDPs,is challenging for
ACPO,sensitivity theory,develops
ACPO,theoretical guarantees,provides
ACPO,OpenAI Gym environments,tested on
Reinforcement Learning (RL),StarCraft,applied to
Reinforcement Learning (RL),robotic control,applied to
Reinforcement Learning (RL),generative AI,applied to
RL-policy optimization algorithms,discounted MDPs (DMDPs),used for
RL-policy optimization algorithms,large language models (LLMs),used to train
discounted cost formulations,short-term safety,incentivizes
discounted cost formulations,long-term safety,fails to ensure
Constrained MDP (CMDP) model,Bellman’s principle of optimality,does not satisfy
Constrained MDP (CMDP) model,dynamic programming (DP)-style algorithms,cannot be developed for
Bellman’s principle of optimality,dynamic programming (DP)-style algorithms,"is not satisfied by, preventing development of"
convex analytic approach,occupation measures,introduces
convex analytic approach,optimization formulations,leads to
discounted constrained MDPs (DCMDPs),convex analytic approach,can be applied to
average-criterion constrained MDPs (ACMDPs),convex analytic approach,can be applied to
Reinforcement Learning (RL),MDP model,deals with unknown
DQN,deep learning architectures,combined with for function approximation
DQN,DP-inspired RL algorithms,is an example of
policy optimization algorithms,high dimensional problems,proven effective in solving
TRPO,policy optimization algorithms,is an example of
PPO,policy optimization algorithms,is an example of
ATRPO,AMDPs,developed for
ATRPO,policy optimization algorithms,is an example of
RL applications,multiple objectives,have
Constrained Policy Optimization (CPO),infinite-horizon DCMDP problems,introduced for
CPO,policy optimization algorithms,is an example of
discounted-criterion formulation,safety requirements,may not be suitable for settings with
