node_1,node_2,edge
Causal Action Influence Aware Counterfactual Data Augmentation,CAIAC,abbreviation of
CAIAC,data augmentation method,is a
CAIAC,synthetic transitions,creates
CAIAC,counterfactual reasoning,performs
counterfactual reasoning,swapping action-unaffected parts of state-space,achieved by
swapping action-unaffected parts of state-space,independent trajectories,between
quantifying causal influence,principled methods,utilizes
CAIAC,robustness of offline learning algorithms,increases
offline learning algorithms,distributional shift,robust against
offline data,teaching robots complex behaviors,valuable resource for
neural network policies,spurious correlations,picks up on
neural network policies,non-causal relationships,learns
interaction,cost,is characterized by
causal confusion,trained agent,arises when
causal confusion,misinterprets causal mechanics,results in
causal confusion,spurious correlations,fails to distinguish from causal links
agent,spurious correlations,can benefit from in training
spurious correlations,learned models,can be transferred to mechanisms of
causally confused agents,generalization,are prone to poor
causal action influence (CAI),action-independent entities,determines
counterfactual data,states of entities,created by swapping
offline learning,augmentations,uses to improve generalization
causally confused agents,catastrophic failure,prone to
distributional shift,causally confused agents,causes catastrophic failure in
test distribution,training distribution,deviates from
distributional shift,learning from real-world data,common when
collected demonstrations,possible configurations,encompass only a small fraction of
real world,many entities,inherent presence of
agents,unfamiliar configurations,queried on
unfamiliar configurations,out of distribution configurations,synonym for
demonstrations,robot,performed by
kitchen-related activities,opening a microwave,includes
kitchen-related activities,sliding cabinets,includes
kitchen-related activities,turning on and off a light switch,includes
sliding cabinet (Event Y),microwave (Event X),only shown open when
Causal Influence Aware Counterfactual Data Augmentation (CAIAC),counterfactual data augmentations,introduces
