node_1,node_2,edge
Behavioral Diversity,Multi-Agent Reinforcement Learning (MARL),is studied in the context of
Diversity Control (DiCo),behavioral diversity,controls the exact value of
Diversity Control (DiCo),policy architecture,applies constraints directly to
Diversity Control (DiCo),actor-critic MARL algorithm,is applicable to any
parameter-shared component,per-agent components,is combined with dynamically scaled
Diversity Control (DiCo),learning objective,leaves unchanged
intrinsic rewards,behavioral diversity,blindly promote
additional loss functions,behavioral diversity,blindly promote
Diversity,Collective intelligence,key to
Functional diversity,Ecosystem survival,role in
Functional diversity,Multi-Agent Reinforcement Learning (MARL),provides performance benefits in
Behavioral diversity,Policy parameter sharing,intrinsically tied to
Policy parameter sharing,Sample efficiency,increases
Policy parameter sharing,Homogeneous policy,leads to
No parameter sharing,Heterogeneous policies,enables
No parameter sharing,Sample efficiency,decreases
sample efficiency,behavioral diversity,is promoted by methods that aim to improve
behavioral diversity,MARL problems,shows utility in
behavioral diversity,information theoretical objectives,is boosted by employing
information theoretical objectives,intrinsic rewards,such as
information theoretical objectives,secondary losses,such as
behavioral diversity,learning objective,changes
Diversity Control (DiCo),behavioral diversity,controls to a desired value
Diversity Control (DiCo),MARL,is a method for
Diversity Control (DiCo),actor-critic algorithm,is applicable to
Diversity Control (DiCo),parameter-shared component,represents policies as sum of
Diversity Control (DiCo),individual components,represents policies as sum of
parameter-shared component,homogeneous component,is also called
individual components,heterogeneous components,are also called
