node_1,node_2,edge
coresets,median queries,used for approximating cost of
median queries,points P,computes cost based on
coresets,weighted summary S,produces
weighted summary S,points P,subset of
coresets,multiplicative (1 ± ε) factor,approximates cost within
coresets,big data analysis,paradigm for
data set P,median queries,subject to
coresets,streaming,used in model like
coresets,distributed models,used in model like
distributed models,MPC model,example of
coreset,data set P,is a small summary of
coreset,queries f,approximates for all
coreset,precision ε,depends on desired
coreset,algorithms,makes faster when run on
coreset,space requirements,has excellent
composable loss function,coreset,enables composability of
coreset S1,coreset S2,union is a coreset of union of their data sets
coreset computation,embarrassingly parallel,is
Merge-&-Reduce framework,streaming algorithms,yields
coreset,center-based clustering,is studied for
Euclidean k-median,coreset,has size
center-based clustering,k-clustering objectives,is a type of
Euclidean k-median,coreset,has coreset of size
coreset size,number of input points,is independent of
geometric median,Fermat-Weber problem,is also known as
geometric median,k=1 case,corresponds to
ε-coreset,point set S,is defined as
coreset,coreset size,has measure of goodness
geometric median problem,high dimensions,has coreset size of
coreset size,ε,depends on
coreset points,input points,can be a subset of
