node_1,node_2,edge
Round-Trip Correctness (RTC),Code LLM evaluation,is an alternative evaluation method for
Round-Trip Correctness (RTC),HumanEval,correlates with performance on
Round-Trip Correctness (RTC),MBPP,correlates with performance on
Round-Trip Correctness (RTC),code synthesis,evaluates
Round-Trip Correctness (RTC),code editing,evaluates
Round-Trip Correctness (RTC),real-world software domains,enables evaluation on broader spectrum of
HumanEval,code synthesis benchmarks,is an example of
MBPP,code synthesis benchmarks,is an example of
human-curated datasets,Code LLM evaluation,are costly for
large language models (LLMs),code capabilities,have
Code LLMs,human-curated datasets,require
Code LLMs,evaluation benchmarks,require
evaluation benchmarks,human annotators,created by
HumanEval,evaluation benchmarks,is an example of
MBPP,evaluation benchmarks,is an example of
ARCADE,evaluation benchmarks,is an example of
DS-1000,evaluation benchmarks,is an example of
HumanEval,introductory-level programming tasks,evaluates
MBPP,introductory-level programming tasks,evaluates
ARCADE,data science tasks,focuses on
DS-1000,data science tasks,focuses on
existing benchmarks,narrow domains of code,focus on
manually creating new benchmarks,costly and impractical,is
round-trip correctness,limitations,ameliorates
round-trip correctness (RTC),unsupervised evaluation,enables
round-trip correctness (RTC),LLM capabilities,evaluates
round-trip correctness (RTC),human-annotated evaluations,complements
LLM,action,performs
LLM,inverse action,performs
round-trip,semantics of the input,retains
round-trip correctness (RTC),discrete metrics,computed via
round-trip correctness (RTC),continuous metrics,computed via
round-trip correctness (RTC),execution-based oracles,computed via
execution-based oracles,unit tests,example of
RTC,code synthesis,instantiated for
RTC,code editing,instantiated for
RTC,existing metrics,correlates with
RTC,narrow-domain benchmarks,correlates with
RTC,real-life software domains,measures performance over
RTC,human-provided annotations,does not require
RTC,general metric,is a
