node_1,node_2,edge
Frank-Wolfe method,constrained optimization,is a method for
Frank-Wolfe method,stochastic finite-sum minimization,has variants for
stochastic Frank-Wolfe,large datasets,motivated by
stochastic Frank-Wolfe,full gradient computation,avoids expensive
empirical risk minimization,supervised machine learning,is a cornerstone for
constrained optimization problem,objective function f(x),minimizes
objective function f(x),average of fi(x),is defined as
constrained problem,minimization problem,is a type of
objective function,finite sum,has the form of
finite sum,losses,corresponds to sum of
model parameters,data points,applied to
full gradient,objective function,is the gradient of
stochastic methods,full gradient,avoid calling
set X,convex,is assumed to be
projecting onto set X,expensive,is
set X,linear minimization oracle (LMO),admits
Frank-Wolfe,Conditional Gradient algorithm,also known as
Frank-Wolfe,linear minimization oracle,requires
Frank-Wolfe,sparse iterates,maintains
projection-free method,Frank-Wolfe,example of
Frank-Wolfe method,linear minimization oracle,requires
Frank-Wolfe method,sparse iterates,maintains
Frank-Wolfe method,constraint set X,minimizes linear approximation on
linear approximation,function f,approximates
Frank-Wolfe method,machine learning community,attracted interest from
Frank-Wolfe method,sparse problems,performs well on
Frank-Wolfe method,complex constraints,handles
complex constraints,ℓp balls,includes examples like
complex constraints,trace norms,includes examples like
Frank-Wolfe method,submodular optimization,applied to
Frank-Wolfe method,vision,applied to
Frank-Wolfe method,variational inference,applied to
stochastic algorithms,machine learning community,are of great interest to
stochastic algorithms,full gradients,avoids computation of
stochastic algorithms,large batches of stochastic gradients,avoids computation of
Sarah Frank-Wolfe,constrained optimization,method for
