node_1,node_2,edge
Randomized experiments,Distributional treatment effects,used to estimate
Distributional treatment effects,Average treatment effects,provides deeper insights than
Regression adjustment method,Distributional treatment effects,estimates
Pre-treatment covariates,Distributional regression framework,incorporated into
Machine learning techniques,Distributional treatment effect estimators,improves precision of
Machine learning techniques,Variance reduction,reduces variance of
Proposed estimator,Asymptotic properties,has established
Proposed estimator,Uniformly valid inference method,presents
Off-the-shelf machine learning methods,Proposed approach,can be implemented with
Nuisance components,Proposed approach,must be reasonably well estimated for validity
Randomized experiments,Causal effects,estimation of
Randomized experiments,Average Treatment Effect (ATE),commonly used measure in
Average Treatment Effect (ATE),Distributional treatment effects,contrasted with
Randomized experiments,Pre-treatment auxiliary information,supplemented by
Distributional treatment effects,Pre-treatment auxiliary information,enhanced by
Fisher (1935),Randomized experiments,seminal work on
Randomized experiments,Policy decisions,guides
Randomized experiments,Technology sector,standard practice in
treatment effects,auxiliary data,supplemented by
pre-treatment data,precision,enhances
regression-adjusted method,distributional parameters,estimates
regression-adjusted method,randomized experiment,applied in
Neyman-orthogonal moment condition,nuisance parameter,decouples from treatment effect estimation
nuisance parameter,conditional outcome distributions,are
conditional outcome distributions,pre-treatment covariates,given
machine learning models,nuisance parameter,used to estimate
machine learning models,cross-fitting,integrated with
cross-fitting,treatment effect estimator,reduces sensitivity to errors
regression adjustment,variance reduction,used for
regression adjustment,ATE,estimates
distributional regression framework,pre-treatment information,leverages
distributional regression framework,machine learning methods,incorporates
