node_1,node_2,edge
Differentially Private and Lazy Online Convex Optimization,Online Convex Optimization (OCO),is a variant of
Differentially Private and Lazy Online Convex Optimization,regret-minimizing algorithms,designs
regret-minimizing algorithms,differential privacy,incorporates
regret bounds,non-smooth loss functions,applies to
regret bounds,smooth losses,improves for
sampling from strongly log-concave densities,Log-Sobolev Inequality,satisfies
Log-Sobolev Inequality,concentration of measure,enables
concentration of measure,dimension factors,improves trade-off for
DP-OCO algorithm,rejection sampling,limits number of switches via
DP-OCO algorithm,switching budget,provides improved results for
online convex optimization (OCO),regret,measures performance via
online convex optimization (OCO),learner,involves
learner,compact convex set K,chooses element from
adversary,Lipschitz convex loss function,chooses
learner,loss,suffers
regret,expected regret,assessed via
Differentially Private OCO (DP-OCO),online learning algorithms,is a variant of
online learning algorithms,sensitive data,operate over
Differentially Private OCO (DP-OCO),privacy leakage,aims to limit
DP-OCO,privacy leakage,aims to limit
DP-OCO,regret,minimizes
loss function,DP-OCO,changed in each round affects privacy guarantee
Kairouz et al. (2021),regret upper bound,established
Asi et al. (2023),regret upper bound,improved
Agarwal et al. (2023),regret upper bound,provided best known bound
Agarwal et al. (2023),smooth loss functions,only applies to
Moreau-Yoshida smoothing,non-smooth losses,yields worse bounds than Kairouz et al. (2021)
generalized linear model (GLM),Agarwal et al. (2023),improved bound for
