node_1,node_2,edge
Dynamic Survival Analysis,Controlled Latent States,uses
Counting processes,Individual-specific intensities,modeled by
Individual-specific intensities,Controlled differential equation,solution to
Neural estimator,Neural controlled differential equations,built on
CoxSig,Signature-based estimator,is a
CoxSig,Linearized model,derived from
Signature space,Sufficient regularity conditions,requires
Cox models,Individual-specific intensity,models
Static variables,Individual-specific intensities,influence
Irregularly sampled time series,Individual-specific intensities,influence
Counting process,Individual specific intensity,modelled by
Individual specific intensity,Cox models,modelled using
Individual specific intensity,Hawkes processes,modelled using
Hawkes processes,Self-exciting processes,is a type of
Cox models,Deep architectures,enriched by
Hawkes processes,Deep architectures,enriched by
Intensity of the process,Prediction of occurrence times,used for
Intensity of the process,Ranking individuals by relative risks,used for
Time-to-event data,Survival analysis,encompasses
Survival analysis,Cox models,uses
time-dependent features,static features,complementary types of input data in prediction models
time-dependent features,sampling times,associated with
seizure prediction,time-dependent features,example application of
wearable device,time-dependent features,source of measurements for
static and time-dependent information,predictions,crucial for making
flexible models,intensity,model
longitudinal features,stream of information,carried by
joint models,ODE-based methods,alternative approaches to the problem
bio-statistics community,joint models,has tackled the problem using
