node_1,node_2,edge
Large Language Models (LLMs),climate change,assessed on questions about
evaluation framework,science communication research,grounded in
evaluation framework,presentational adequacy,emphasizes
evaluation framework,epistemological adequacy,emphasizes
LLM generations,8 dimensions,analyzed across
LLM generations,30 issues,analyzed across
AI Assistance,scalable oversight,used in protocol for
raters with relevant education,scalable oversight,used in protocol for
climate communication,LLMs,gap between surface and epistemological qualities in
primary source of information,climate literacy,gap in
mis- and disinformation,climate literacy,exacerbates gap in
scientific communication,specialized knowledge,laden with
scientific communication,inherent uncertainties,characterized by
digital media landscape,AI-generated content,characterized by soaring amounts of
digital media landscape,limited attention spans,characterized by
digital media landscape,adversarial dynamics,characterized by
AI,climate modeling,applied in
AI,energy optimization,applied in
AI,disaster management,applied in
AI,Natural Language Processing (NLP),intersection with is under-explored
disaster management,Natural Language Processing (NLP),intersection is under-explored
Large Language Models (LLMs),generative AI,are a type of
generative AI,climate information challenges,may help address
LLMs,science-related information,raises factuality concerns when used for
eloquence and advanced dialogue behaviors,users,are trusted by
evaluating LLMs,scalable oversight,is related to
scalable oversight,theoretical research,is mostly based on
Science Communication research,evaluating LLMs,provides a framework for
evaluation,raters with relevant educational background,relies on
presentational properties,evaluation,are assessed in
epistemological issues,evaluation,are assessed in
accuracy,epistemological issues,is a component of
specificity,epistemological issues,is a component of
completeness,epistemological issues,is a component of
uncertainty,epistemological issues,is a component of
empirical study,climate change-related questions,tests the evaluation on
