node_1,node_2,edge
AttnLRP,Layer-wise Relevance Propagation,extends
AttnLRP,attention layers,handles
AttnLRP,transformer models,attributes input and latent representations of
Large Language Models,biased predictions,prone to
Large Language Models,hallucinations,prone to
Layer-wise Relevance Propagation,attention layers,extended to handle
AttnLRP,computational efficiency,maintains
AttnLRP,single backward pass,similar computational efficiency to
AttnLRP,LLaMa 2,evaluated on
AttnLRP,Mixtral 8x7b,evaluated on
AttnLRP,Flan-T5,evaluated on
AttnLRP,vision transformer architectures,evaluated on
AttnLRP,faithfulness,surpasses alternative methods in
AttnLRP,concept-based explanations,enables
AttnLRP,latent representations,enables understanding of
attention mechanism,large transformers,is an essential component of
attention mechanism,multimodality,handles
attention mechanism,scaling to billions of training samples,enables
large transformers,text and image generation,demonstrate impressive performance in
large transformers,biased predictions and hallucinations,are prone to
biased predictions and hallucinations,widespread adoption,hamper
Transformer models,biased predictions and hallucinations,are prone to
Attention mechanism,input tokens,shows how they interact
Attention maps,data distribution,contain rich information about
Attention maps,image data segmentation,allows for
Attention,comprehending full spectrum of model behavior,is inadequate for
Attention,class-specific explanations,is not
Factual knowledge in LLMs,Feed-Forward Network (FFN) neurons,is stored in
Feed-Forward Network (FFN) neurons,attention layers,are separate from
Attention-based attribution methods (rollout),checkerboard artifacts,result in
