node_1,node_2,edge
Scientific computing,computational cost,is a main concern in
Machine learning,hyperparameters,used for selecting
Meta-learning,hyperparameters,used for selecting
Numerical methods,hyperparameters,have
Automatic-differentiable numerical methods,machine learning,required by many proposals
Legacy codes,automatic-differentiable numerical methods,are not
Non-intrusive methodology,gradient estimation technique,proposes a novel
Non-intrusive methodology,legacy numerical codes,combines machine learning with
PETSc,numerical solvers,is a library implementing
Scientific Machine Learning (SciML),scientific data,utilizes
Scientific Machine Learning (SciML),Machine Learning techniques,utilizes
SciML,emerging research area,is an
SciML,scientific data,utilizes
SciML,Machine Learning (ML) techniques,utilizes
SciML,data-driven scientific discovery,enables
ML-enhanced simulation,SciML,is a topic in
ML-enhanced simulation,ML,leverages strengths of
ML-enhanced simulation,traditional scientific computing,leverages strengths of
hybrid methods,ML-enhanced simulation,are a category of
hybrid methods,separately trained,can be categorized into
hybrid methods,jointly trained,can be categorized into
separately trained ML models,numerical solvers,trained separately from
separately trained ML models,prediction of solution,trained to predict
prediction of solution,initial guess,used as
using prediction as initial guess,worse performance,can lead to
ML models,initial guesses,learns
ML models,solver parameters,learns
ML models,preconditioners,learns
loss function,condition number of the preconditioned matrix,reflects
loss function,spectral radius of the iteration matrix,reflects
ML models,numerical solvers,trained jointly with
ML model,solver’s behavior,learns from
gradients,ML model’s output,represent how affects solver’s output
neural networks,differentiable numerical solvers,trained with
neural networks,PDE solvers,trained with
neural networks,parameters of numerical solvers,trained to learn
