node_1,node_2,edge
Dose-response curves,drug concentration,characterizes the relationship between
Dose-response curves,inhibitory effect,describes the effect of drug concentration on
Hill-equation model,enzymatic inhibition,models the ideal case of
Half-inhibitory concentration (IC50),drug performance indicator,is a widely-used
Neural model,drug molecules,uses embedding of interaction between
Neural model,tissue transcriptome,uses embedding of interaction with
Neural model,dose-response curve,estimates the entire
Dose-response curves,drug discovery,is central to
Dose-response curves,personalized medicine,is central to
drug discovery,personalized medicine,related to
drug concentration,tissue growth inhibition,determines
dose-response curve,candidate drugs,estimated for
dose-response curve,targeted cells,used to predict effect on
dose-response curve,healthy tissue,used to predict effect on
dose-response curve,therapeutically useful dosage range,helps predict
dose-response curve,safe dosage range,helps predict
large-scale projects,dose-response screenings,perform
dose-response screenings,candidate molecules,study growth-inhibitory properties of
dose-response screenings,tumoral cells,study effect on
tumoral cells,genotypes,have known
tumoral cells,transcriptomes,have known
inhibitory effect E(x),drug concentration x,function of
inhibitory effect E(x),number of living cells,rate of decline in
dose-response curve,inhibitory effect E(x),describes
dose-response curve,concentration x,function of
Hill equation,dose-response model,is a parametric
Hill equation,sigmoidal transition,assumes
Hill equation,parametric dose-response model,is a type of
Hill equation,sigmoidal transition,assumes
Hill equation,E0,includes parameter
Hill equation,E∞,includes parameter
Hill equation,β,includes parameter
Hill equation,β0,includes parameter
Hill equation,inhibitory effect,models
Hill equation,maximal effect,models
Hill equation,IC50,aggregated into
IC50,concentration,is a
Hill equation,simplification,is known as a
Hill equation,monotonically increasing,can be
Hill equation,monotonically decreasing,can be
Hill equation,inflection point,symmetric to
Hill equation,biphasic compounds,cannot model
biphasic compounds,stimulating effect,has at low dose
biphasic compounds,toxic,becomes at high dose
model parameters,mixed-effect models,can be modeled by
model parameters,hierarchical Bayesian models,can be modeled by
model parameters,estimated independently,can be
zero-shot predictions,previously unseen drugs,impossible for
zero-shot predictions,previously unseen cell lines,impossible for
