node_1,node_2,edge
Correlated Dense Associative Memory (CDAM),associative memory model,is a type of
Correlated Dense Associative Memory (CDAM),auto-association,integrates
Correlated Dense Associative Memory (CDAM),hetero-association,integrates
Correlated Dense Associative Memory (CDAM),continuous-valued memory patterns,employs
Correlated Dense Associative Memory (CDAM),graph structure,uses to semantically link memory patterns
graph structure,memory patterns,semantically links
CDAM,dynamical modes,reveals four distinct
dynamical modes,auto-association,includes
dynamical modes,narrow hetero-association,includes
dynamical modes,wide hetero-association,includes
dynamical modes,neutral quiescence,includes
anti-Hebbian learning rules,hetero-association,controls the range of
anti-Hebbian learning rules,multi-scale representations,extracts
anti-Hebbian learning rules,community structures,extracts representations of
anti-Hebbian learning rules,recall of temporal sequences,stabilises
CDAM,real-world data,handles
CDAM,classical neuroscience experiment,replicates
CDAM,image retrieval,performs
CDAM,arbitrary finite automata,simulates
mathematical models of ferromagnetism,statistical mechanics,developed in
mathematical models of ferromagnetism,discrete variables,models interactions between
associative memory,energy landscape,forms dynamic attractors around memory patterns
system,low energy states,trends toward via recurrent dynamics
associative memory,ferromagnetism models,differs in connectivity range
associative memory networks,recurrent connection weights,store memories by assigning
recurrent connection weights,synaptic strength,translates to in biological neural networks
network,content addressable memory,acts as
Marr (1971),associative memory,proposed conceptual framework
neurons,all-to-all connections,typically connected with infinite-range interactions
ferromagnetism models,local connections,variables connected within finite range
biological neural networks,pairs of neurons,contain
content addressable memory,biological neural networks,acts as
content addressable memory,partial or noise-corrupted memory,retrieves from
dense associative memory networks,modern Hopfield networks,also referred to as
dense associative memory networks,attention mechanism of Transformers,corresponds to
Krotov & Hopfield (2016),dense associative memory networks,introduced
SOFTMAX activation function,dense associative memory networks,generalised by
Ramsauer et al. (2021),attention mechanism of Transformers,showed connection to
energy-based update rule,setwise connections,mathematical analogy to
energy-based update rule,individual pairs of pre- and post-synaptic neurons,allows multiple synapses between
pairwise connections,setwise connections,mathematically as strong as
Demircigil et al. (2017),theoretical memory capacity,proved analogy accurate in terms of
higher-ordered connections,energy landscape,becomes shaped by
