node_1,node_2,edge
Variational Quantum Eigensolver (VQE),Sequential Minimal Optimization (SMO),VQE uses SMO for optimization
Sequential Minimal Optimization (SMO),observation noise,SMO iteration is costly due to observation noise
observation noise,quantum measurement shots,observation noise is reduced by averaging over many quantum measurement shots
Subspace in Confident Region (SubsCoRe),Sequential Minimal Optimization (SMO),SubsCoRe is an adaptive cost control method for SMO
Subspace in Confident Region (SubsCoRe),Gaussian process (GP) surrogate,SubsCoRe uses a Gaussian process surrogate
Gaussian process (GP) surrogate,low uncertainty,GP surrogate requires low uncertainty over the subspace being updated
adaptive cost control,required accuracy,adaptive cost control sets required accuracy according to optimization progress
required accuracy,number of measurement shots,required accuracy determines the minimum number of measurement shots
SubsCoRe,efficiency of SMO,SubsCoRe significantly improves the efficiency of SMO
variational quantum eigensolver (VQE),hybrid quantum-classical algorithm,is a type of
variational quantum eigensolver (VQE),ground-state of a Hamiltonian,approximates
quantum device,trial state,prepares
trial state,parameterized ansatz circuit,is in the form of
quantum device,expectation value of the Hamiltonian,measures
expectation value of the Hamiltonian,energy,is also called
classical optimizer,new set of parameters,computes
new set of parameters,energy,likely lowers
quantum device,classical optimizer,runs feedback loop with
feedback loop,convergence,runs until
parametric ansatz,approximation for the ground-state,encodes
VQE,ground-state energy,estimates
parametric ansatz,ground-state,encodes approximation for
optimizer,parametric ansatz,updates until convergence
VQE,quantum chemistry,applied in
VQE,biology,applied in
VQE,material science,applied in
VQE,drug discovery,enables advancements in
VQE,materials design,enables advancements in
VQE,high-energy physics calculations,applied to
VQE,lattice field theory simulations,applied to
VQE,hardware noise,suffers from
VQE,shot noise,suffers from
hardware noise,imperfect quantum circuit,caused by
shot noise,stochastic nature of quantum computing,due to
