node_1,node_2,edge
Graph matching,correlated graphs,is the problem of finding latent correspondence between
Weak model,corrupt nodes,assumes random subset of nodes interact randomly with network
Strong model,corrupt nodes,assumes adversarially selected subset of nodes interact arbitrarily with network
k-core estimator,uncorrupt nodes,can correctly identify and match under sufficient conditions
Maximum overlap estimator,correlated graphs,can match a positive fraction of nodes when only one network is compromised
Corrupt nodes,uncorrupt nodes,are distinguished from
Weak model,k-core estimator,provides sufficient conditions for
Strong model,detection of corrupt nodes,makes impossible
graph matching,graph isomorphism problem,is a noisy version of
social networks,graph matching,motivates
Twitter,Flickr,are correlated social networks
Twitter graph,Flickr network,matched to recover identities
protein-protein interaction (PPI),graph matching,is an example application of
correlated Erdős-Rényi graphs,graph matching,are studied to understand fundamental limits of
networks,graph neural network based machine translation,includes application of
biological networks,graph matching,is an application domain of
computer vision,graph matching,is an application domain of
natural language processing,graph matching,is an application domain of
Flickr network,graph,is an example of
protein-protein interaction (PPI),interactome,constructs
interactome,proteins,connects interacting
interactomes,closely related species,correlated through latent correspondence
matching interactomes,conserved functional components,allows identification of
networks,correlated Erdős-Rényi graphs,more complicated than
graph matching algorithms,graph isomorphism,viewed as robust algorithms for
robustness,edge-corruptions,quantified through tolerance to
robustness,node-corruptions,also important factor for
Twitter account,hacked,may get
protein in a PPI network,interact randomly,may
Yeast two-hybrid method,PPI network,constructs
Yeast two-hybrid method,two proteins,pairwise examines interaction between
unknown transcription factor,false positive interactions,may cause
