node_1,node_2,edge
Private Gradient Descent,Linear Regression,applied to
Private Gradient Descent,Differential Privacy,provides
Linear Regression,Squared Error Loss,uses
Private Gradient Descent,Accuracy,improves
Sample Complexity,Dimension,depends linearly on
Ordinary Least Squares Estimator,Dimension,has same dependence on
Private Gradient Descent,Confidence Intervals,constructs
Confidence Intervals,Empirical Optimizer,for
Algorithm,Data Set,adapts to variance on
Theorems,Synthetic Data,validated through experiments on
Differential privacy,Training,provides guarantee for
Differential privacy,Model parameters,reveals little about individuals
Differentially private algorithms,Distortion,introduces
Distortion,Training process,affects
Training procedures,Accuracy and efficiency,aim to optimize
Confidence intervals,Model parameters,allow interpretation of
Confidence intervals,Regression,critical for
Regression,Social and natural sciences,applied in
Least-squares linear regression,Statistical learning problem,is a fundamental
least-squares linear regression,differentially private algorithm,is addressed by
noisy gradient descent (DP-GD),differentially private algorithm,is a type of
noisy gradient descent (DP-GD),full gradient,computes
noisy gradient descent (DP-GD),Gaussian noise,adds
noisy gradient descent (DP-GD),noisy gradient,updates iterate using
distribution of iterates,private gradient descent,characterizes
distribution at any time step,Gaussian distribution,can be written as
Gaussian distribution,empirical minimizer,is centered about
iterates,Gaussian process,are drawn from
characterization,tighter error bounds,derives
characterization,finite-sample coverage guarantees,proves
algorithm,nontrivial solution,converges to
nontrivial solution,true parameters,distance from
sample complexity,n = Θ̃(p),requires
private algorithms for linear regression,Ω(p^(3/2)) samples,previously required
