node_1,node_2,edge
Weak-to-Strong Generalization,Weak Supervision,is elicited by
Weak-to-Strong Generalization,Strong Capabilities,elicits
Reinforcement Learning from Human Feedback (RLHF),Human Supervision,relies on
Superhuman Models,Human Supervision,difficult for humans to evaluate
Weak Model Supervision,Superhuman Models,analogy to problem of supervising
Weak Model Supervision,Stronger Model,elicits capabilities of
Naive Finetuning,Weak Model Labels,uses
Naive Finetuning,Strong Pretrained Models,applied to
Weak-to-Strong Generalization,Naive Finetuning,observed with
RLHF,Superhuman Models,may scale poorly to
RLHF,superhuman models,scales poorly to
weak-to-strong generalization,simple methods,can be significantly improved by
GPT-4,GPT-2-level supervisor,finetuned with
auxiliary confidence loss,GPT-4,used when finetuning
GPT-4,GPT-3.5-level performance,recovers close to
superhuman models,aligning,fundamental challenge of
human evaluators,model behavior,rate
RLHF,human evaluators,relies on feedback from
superhuman models,complex and creative behaviors,capable of
humans,superhuman models,cannot fully understand behaviors of
superhuman model,human supervision,cannot be reliably supervised by
superhuman model,alignment,poses fundamental technical challenge for
weak supervisors,superhuman models,cannot control
reward modeling (RM),superhuman model,used to finetune
safety classification task,superhuman model,used to finetune
complicated code,human,cannot provide reliable supervision for
alignment,superhuman models,is a fundamental technical challenge of
prior work,alignment,studied theoretically or with today's models
core challenges,superhuman models,may arise with
