node_1,node_2,edge
Hierarchical State Space Models (HiSS),continuous sequence-to-sequence modeling,is a technique for
Hierarchical State Space Models (HiSS),structured state-space models,stacks on top of each other
structured state-space models,temporal hierarchy,creates
raw sensory data,physical quantities,used to predict sequences of
classical approaches,locally-linear prediction problems,are powerful for
real-world sensors,non-linear,are typically
real-world sensors,extraneous variables,are affected by
real-world sensors,data-dependent drift,exhibit
small labeled datasets,prediction task,exacerbates
ground-truth labels,expensive equipment,requires
HiSS,causal Transformers,outperforms
HiSS,LSTMs,outperforms
HiSS,S4,outperforms
HiSS,Mamba,outperforms
HiSS,MSE,improves by at least 23% on
HiSS,causal Transformers,outperforms by at least 23% on MSE
HiSS,LSTMs,outperforms by at least 23% on MSE
HiSS,S4,outperforms by at least 23% on MSE
HiSS,Mamba,outperforms by at least 23% on MSE
HiSS,smaller datasets,efficiently scales to
HiSS,existing data-filtering techniques,compatible with
CSP-Bench,continuous sequence prediction,is a benchmark for
CSP-Bench,real-world sensory data,evaluates on
Hierarchical State Space Models (HiSS),conventional sequence models,improves over
continuous sequence-to-sequence prediction,streaming sensory data,is central to
continuous sequence-to-sequence prediction,real-time decision-making and control,is central to
vision,"Deng et al., 2009",cited in
prediction from sensory data,model-based solutions,relies on
model-based solutions,"Welch et al., 1995",cited in
model-based solutions,"Daum, 2005",cited in
model-based solutions,domain expertise,requires
model-based solutions,accurate modeling of complex system dynamics,requires
sensory data,noise,contains
sensory data,sensor-specific drift,contains
deep sequence-to-sequence models,raw sensory streams,learns directly from
continuous sequence prediction (CSP),representative benchmark,requires
prior works in CSP,single class of sensors,focus on
prior works in CSP,"Herath et al., 2020",cited in
prior works in CSP,"Liu et al., 2020b",cited in
CSP-Bench,six real-world labeled datasets,consists of
CSP-Bench,three datasets created in-house,includes
CSP-Bench,three datasets curated from prior work,includes
CSP-Bench,40 hours of real-world data,cumulative duration
CSP-Bench,state-of-the-art sequence models,used to evaluate
state-of-the-art sequence models,Transformer,includes
state-of-the-art sequence models,LSTM,includes
state-of-the-art sequence models,Mamba,includes
state-of-the-art sequence models,S4,includes
state-of-the-art sequence models,HiSS,includes
