node_1,node_2,edge
Federated Learning (FL),Local steps,local steps are crucial for and used in
Local steps,communication costs,reduce
Local steps,generalization performance,improve
Local SGD,mini-batch SGD,iteration complexity dominated by
Local SGD,parallel SGD,learns more distinguishing features than
heterogeneous Federated Learning,local steps,effects of local steps studied in
feature learning perspective,generalization benefits of local steps,studies
convolutional neural network (CNN),GD with global updates,trained by GD with global updates misses pattern-related features
convolutional neural network (CNN),GD with local updates,trained by GD with local updates does not miss pattern-related features
data heterogeneity,federated data model,exhibits a new form of
neural network (CNN),GD with global updates,"trained by, misses pattern-related features"
neural network (CNN),GD with local updates,"trained by, learns all features in polynomial time"
local steps,CNN generalization,helps improve
Local GD with one-shot model averaging,all features,can learn
Local GD with one-shot model averaging,all clients,generalizes well in
local steps,test accuracy,improves
Federated learning (FL),distributed paradigm,is an efficient
local clients,global model,train collaboratively
local steps,communication cost,reduce
local steps,generalization performance,improve
local steps,parallel SGD,improves test accuracy compared with
Local SGD,test accuracy,improves
Local SGD,parallel SGD,compared with
homogeneous data setting,Local SGD,context for improvement
Gu et al. (2023b;a),Local SGD,investigated dynamics of
stochastic differential equation (SDE) approximation,Local SGD,used to analyze
large number of local steps,sharpness reduction,enjoys
sharpness reduction,generalization,leads to better
heterogeneous data setting,mini-batch SGD,converges faster than Local SGD
Woodworth et al. (2020b),mini-batch SGD,proved baseline method
Levy (2023),new local update method,proposed
new local update method,mini-batch SGD,requires less communication rounds than
gradient dissimilarity assumption,heterogeneous data,assumption for
local steps,generalization effect,no work considering
heterogeneous FL regime,local steps,context for generalization effect
CIFAR-10 task,heterogeneous FL environment,experimental finding in
Local SGD,parallel SGD,learned more distinguishing features than
