node_1,node_2,edge
Adversarial Robustness,Image Classifiers,property of
Adversarial Robustness,Imperceptible Perturbations,defended against
CIFAR-10,Clean Accuracy,has SOTA value of about 100%
CIFAR-10,Robustness to ℓ∞-norm bounded perturbations,has SOTA value barely exceeding 70%
Scaling Laws,Adversarial Training,developed for
Scaling Laws,Model Size,analyzes effect of
Scaling Laws,Dataset Size,analyzes effect of
Scaling Laws,Synthetic Data Quality,analyzes effect of
SOTA Methods,Compute-Optimal Setups,diverge from
Compute-Efficient Setup,Prior SOTA,surpasses with 20% fewer training FLOPs and 70% fewer inference FLOPs
Compute-Efficient Models,AutoAttack Accuracy,best achieves 74%
Scaling Laws,Robustness Limit,predicts plateau at 90%
Human Performance,AutoAttack Data,evaluated on
Human Performance,Robustness Limit,also plateaus near 90%
AutoAttack data,top-performing model,fools
human performance,90%,plateaus near
ℓ∞-constrained attacks,invalid images,generates
invalid images,original labels,not consistent with
limiting roadblocks,future research,outlines promising paths for
neural networks,human performance,matches on several tasks
model performances,adversarially perturbed data,falter when
adversarially perturbed data,attacks humans are robust to,generated by
model trustworthiness,adversarially perturbed data,called into question by
adversarial training,progress on robustness,has made
CIFAR10,ℓ∞ attacks,best robustness to is 71%
absence of strong adversarial defense,CIFAR10,concerning for
robustifying foundation models,impractical or impossible,may be
robustifying foundation models,impractical or impossible,may be
CIFAR10 adversarial robustness problem,unsolved,is
lack of scale,state-of-the-art methods,used by
scale,robustness,is not enough to achieve
reaching human performance,1030 FLOPs,would require
1030 FLOPs,"3,000 years of TF32 matrix math on 25,000 MI300 or H100 GPUs",equivalent to
meaningful progress,more efficient training algorithms and improved architectures,requires
human performance,90% on AutoAttack data,is around
10% error,invalid adversarial data that no longer fits its label,induced by
attack formulations,rethought,must be
attacks,valid images that abide by the original label,should only produce
scaling laws for adversarial robustness,data quality of generative models,integrate
scaling laws,robustness of unseen configurations,can accurately predict
