node_1,node_2,edge
Neural Network-based active learning (NAL),uncertainty-based query criteria,uses as query criteria
Neural Network-based active learning (NAL),diversity-based query criteria,uses as query criteria
uncertainty-based query criteria,diversity-based query criteria,share a unified principle
unified principle,prioritizing samples with yet-to-be-learned features,is
prioritizing samples with yet-to-be-learned features,small test error,leads to
passive learning,large test error,exhibits
passive learning,larger label complexity,requires
feature-noise data model,easy-to-learn features,comprises
feature-noise data model,hard-to-learn features,comprises
2-layer NN-based NALs,pool-based scenario,analyzed in
Neural Network-based Active Learning (NAL),Deep Active Learning (DAL),synonym
Neural Network-based Active Learning (NAL),neural networks,combines
Neural Network-based Active Learning (NAL),active learning,combines
active learning,unlabeled samples,selects
active learning,labeling,requires
active learning,generalization performance,achieves comparable
neural networks,representation learning,enables
neural networks,large amount of data,relies on
neural networks,extensive labeling efforts,relies on
inadequate learning,yet-to-be-learned features,causes
inadequate learning,larger label complexity,necessitates
larger label complexity,sufficient test error reduction,required for
Neural Network-based Active Learning (NAL),Deep Active Learning (DAL),are synonymous terms for the same concept
NAL/DAL,uncertainty-based query criterion,incorporates as a primary criterion for querying unlabeled samples
NAL/DAL,diversity-based query criterion,incorporates as a primary criterion for querying unlabeled samples
uncertainty-based query criterion,diversity-based query criterion,are two primary criteria sometimes leveraged together in NAL algorithms
NAL algorithms,provable performance guarantees,often lack
theory-driven NAL algorithms,subset selection problem,reformulate the problem into
theory-driven NAL algorithms,multi-armed bandit problem,reformulate the problem into
theory-driven NAL algorithms,test performance guarantees,utilize theoretical analysis to guarantee
uncertainty-based NAL algorithms,diversity-based NAL algorithms,are two query criteria-based NAL algorithms whose success lacks theoretical rationale
