node_1,node_2,edge
Transitional Uncertainty with Layered Intermediate Predictions (TULIP),single-pass uncertainty estimation,is a proposed approach for
feature engineering,single-pass uncertainty estimation,is discussed for
neural networks,feature space,extract differences in
feature distances,data points,maintained between
feature distances,network representations,inhibits information compression in
preserving feature distances,learning the label distribution,beneficial when contributing to
preserving feature distances,learning objective,acts in opposition to when not contributing
TULIP,intermediate representations,extracts features from
transitional feature preservation,TULIP,is the underlying mechanism of
TULIP,current single-pass methods,matches or outperforms
TULIP,single-pass methods,matches or outperforms
single-pass uncertainty estimation,design principles,governed by
output score,uncertainty,reflects
uncertainty,distance from training data,measured through
uncertainty,softmax confidence,measured through
score design,application and uncertainty characteristics,dictated by
information availability,feature preservation,concerns
feature preservation,uncertainty information,preserves
neural networks,feature preservation,challenging for
information compression,neural networks,property of
neural networks,feature preservation,is not trivial in
neural networks,information compression,is a desirable property of
information compression,learning problem,is a central component of
single-pass uncertainty methods,feature preservation,preserve features by maintaining distances
feature preservation,compression of application irrelevant information,risks inhibiting
single-pass methods,distributional shift,are susceptible to
network trained without explicit feature preservation,class clusters,collapses to single points
network trained with feature preservation constraints,2D classification problem,depicts improved feature preservation
alternative feature preservation approaches,conservative strategy,motivates search for
conservative strategy,multiple representations of the same sample,preserves features in the collection of
