node_1,node_2,edge
Linguistic calibration,Long-form generations,is a property of
Language models (LMs),hallucinate,can confidently
Linguistic calibration,decision-making,defined through the lens of
Linguistic calibration,calibrated probabilistic predictions,enables users to make
Supervised finetuning,LM,bootstraps
Reinforcement learning,generations,rewards
Llama 2 7B,linguistically calibrated,was
Linguistically calibrated Llama 2 7B,strong finetuned factuality baselines,significantly more calibrated than
Domain shifts,scientific and biomedical questions,generalize to
Domain shifts,person biography generation task,generalize to
language models (LMs),real-world decisions,inform
language models (LMs),knowledge gaps,have
knowledge gaps,hallucinations,manifest as
language models (LMs),hallucinations,produce
hallucinations,confident hallucinations,type of
confident hallucinations,users’ trust,decrease
confident hallucinations,poor decisions,lead to
language models (LMs),abstentions,may produce
abstentions,suboptimal,are
poor decisions,user,leads to
abstentions,user,provides no plausible claims and likelihoods
linguistic calibration,harms of hallucination,mitigates
linguistic calibration,confidence levels,conveys in natural language
linguistically calibrated LM,users,enables good decisions
clinical LM,patient's case report,generates
clinical LM,diagnosis,provides
numerical confidence,claim,accompanies
doctor,salient claim and approximate likelihood,has access to
linguistic confidence statements,LM,could provide
mutually exclusive claims,LM,could provide
temperature scaling,classic calibration methods,is an example of
