node_1,node_2,edge
Combinatorial Optimization (CO),Unsupervised Learning,is adapted into
Probabilistic Method,Differentiable Optimization,enables incorporation of CO into
Unsupervised Learning for CO,Probabilistic Objectives,composed of
Unsupervised Learning for CO,Derandomization,composed of
Probabilistic Objectives,"Conditions (e.g., cardinality constraints, minimum)",derived under
Derandomization,Random Sampling,existing methods include
Derandomization,Naive Rounding,existing methods include
This Work,Prevalent Conditions,aims to tackle
This Work,Objective Construction,concretizes targets for
This Work,Derandomization,concretizes targets for
Derived Objectives and Derandomization,Various CO Problems,applied to
Experiments,Synthetic and Real-World Graphs,conducted on
Combinatorial optimization (CO) problems,discrete nature,characterized by
Machine learning methods,differentiable optimization,based on
Combinatorial optimization (CO) problems,differentiable optimization,incorporated into via probabilistic method
probabilistic method,Karalias & Loukas (2020),adapted by
probabilistic method,distribution of discrete choices,evaluates CO objectives on
unsupervised learning for combinatorial optimization (UL4CO),probabilistic method,ignited by
synthetic graphs,real-world graphs,used for validation
our derivations,correctness,validated on
our empirical superiority,optimization quality,demonstrated in
our empirical superiority,speed,demonstrated in
unsupervised learning for combinatorial optimization (UL4CO),probabilistic objectives,has component
unsupervised learning for combinatorial optimization (UL4CO),derandomization,has component
probabilistic objectives,differentiable,has desirable property
probabilistic objectives,align well with original discrete objectives,has desirable property
derandomization,random sampling,includes method
derandomization,naive rounding,includes method
random sampling,large number of samplings,requires
naive rounding,order of rounding,depends on
derandomization,stronger guarantees,lacks
