node_1,node_2,edge
HyperFields,Neural Radiance Fields (NeRFs),generates
HyperFields,text,conditioned on
HyperFields,dynamic hypernetwork,uses
dynamic hypernetwork,text token embeddings,maps from
dynamic hypernetwork,space of NeRFs,maps to
HyperFields,NeRF distillation training,employs
NeRF distillation training,individual NeRFs,distills scenes from
HyperFields,single network,enables fitting over a hundred unique scenes
HyperFields,in-distribution scenes,generates zero-shot
HyperFields,out-of-distribution prompts,fine-tuned for
HyperFields,few gradient steps,fine-tuned with
Finetuning HyperFields,accelerated convergence,benefits from
Finetuning HyperFields,learned general map,benefits from
Finetuning HyperFields,synthesizing novel scenes,capable of
Finetuning HyperFields,existing neural optimization-based methods,5 to 10 times faster than
dynamic architecture,expressivity of HyperFields,critical to
NeRF distillation,expressivity of HyperFields,critical to
text-to-image synthesis methods,text-to-3D synthesis,ignited interest in
Neural Radiance Fields (NeRFs),text-to-3D synthesis,popular 3D representation for
text-conditioned 3D synthesis methods,text-image latent similarity matching,rely on
text-conditioned 3D synthesis methods,diffusion denoising,rely on
text-conditioned 3D synthesis methods,per-prompt NeRF optimization,involve
per-prompt NeRF optimization,computationally intensive,is
bypassing per-prompt optimization,non-trivial challenge,remains
hypernetwork,solving this problem,proposed to
hypernetwork,NeRF network,generates weights of
hypernetwork,novel prompts,produces weights for NeRFs corresponding to
hypernetwork,multiple training scenes,shared across
hypernetwork,knowledge transfer,enables
HyperFields,hypernetwork,improves design of
HyperFields,NeRF weights,predicts progressively and dynamically
intermediate activations,subsequent NeRF weights,guides prediction of
distillation-based framework,Score Distillation Sampling (SDS),replaces
NeRF distillation,individual text-conditioned NeRF scenes,trains
