node_1,node_2,edge
Adversarial Attacks,Combinatorial Multi-armed Bandits (CMAB),studied on
Reward poisoning attacks,Combinatorial Multi-armed Bandits (CMAB),studied on
Attackability,Combinatorial Multi-armed Bandits (CMAB),captures vulnerability and robustness of
Attackability condition,Reward distributions of super arms,depends on
Attackability condition,Outcome distributions of base arms,depends on
Attack algorithm,Attackable CMAB instances,devised for
Attackability,Known vs unknown bandit instance,depends on whether the bandit instance is known or unknown to the adversary
Adversarial attacks on CMAB,General attack strategy,does not exist because environment is mostly unknown
CMAB applications,Probabilistic maximum covering problem,includes
CMAB applications,Online minimum spanning tree,includes
CMAB applications,Cascading bandits for online ranking,includes
CMAB applications,Online shortest path,includes
Combinatorial multi-armed bandits (CMAB),Multi-armed bandits (MAB),generalized framework of
Multi-armed bandits (MAB),sequential decision-making problems,is a classic framework of
learning agent,arms,selects one out of m
learning agent,reward feedback,observes
reward feedback,unknown reward distribution,follows
goal,cumulative reward,maximize
agent,exploitation,requires balancing
agent,exploration,requires balancing
exploitation,arm with the highest average reward,selecting
exploration,arms that have high potential,exploring
CMAB,combinatorial action,agent chooses
combinatorial action,super arm,also called
combinatorial action,base arms,chosen over m
agent,outcomes of base arms,observes
outcomes of base arms,semi-bandit feedback,known as
exploration-exploitation trade-off,CMAB,extremely hard in
Combinatorial Multi-Armed Bandit (CMAB),semi-bandit feedback,uses as feedback
Combinatorial Multi-Armed Bandit (CMAB),exploration-exploitation trade-off,faces
exploration-exploitation trade-off,Multi-Armed Bandit (MAB),harder in CMAB compared to
Multi-Armed Bandit (MAB),adversarial attacks,vulnerable to
adversarial attacks,poisoning attacks,includes
adversary,pulled arm,observes
adversary,reward feedback,observes
adversary,reward,modifies
adversary,target arm,aims to pull
adversary,attack cost,aims to spend sublinear
attack cost,time horizon T,sublinear in
no-regret MAB algorithms,efficiently attacked,can be
linear bandits,adversarial attacks,some instances robust to
Combinatorial Multi-Armed Bandit (CMAB),poisoning attacks,vulnerability and robustness to
MAB concept of attackability,CMAB,directly applied to
